danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" For at det ikke skulde være for let at tilegne sig de gamle gudekræfter, blev de gamle gudekræfter inddelt i ti","  Song of the kings and kings' sons.  Song of the kings.  The song of the kings is a psalm composed by Abimelech, the son of Zeruiah. The song of the kings is a sonnet composed by the king Zeruiah of Judah. The song of the kings is a sonnet composed by Zer","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",0,2,248
" I de øsge lande boede og blev kvinderne som oftest forladt i ensomhed, enten af deres mand eller af andre, og de blev for","    The ""civilized"" and the ""primitive"" are the two major groups of the ""primitive"" people. The ""civilized"" are the peoples of the northern and eastern Mediterranean, as well as the northern and eastern Caucasus, and the ""primitive"" are the peoples of the southern and western Mediterranean.    The term ""civil","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",1,2,248
"
Guds navn.
Ezekial, som også hedder Ezekiel, er navnet på den profet som blev sendt til Salkaf,"," In the latter case, the term was used to refer to the priests and the Levites, and it was not always clear whether the priests were being translated into the language of the Levites.  The first known reference to the term in the Septuagint is in the Book of Daniel, where it is mentioned as an ""arizomenum"" of the Levites.","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",2,2,248
.<|endoftext|>,"  Moses and Aaron.  Moses, or Moses the son of the priest, is the father of the Israelites. He was the son of Amnon, the son of Jehoiakim, and the son of the priest, and the son of the priestesses of the house of the Lord. He was the father of the sons of Aaron, the sons of","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",3,2,248
"
4. [34:146] Den mest afskyelige gruppe er de der søger at tjene en guddom ved hjælp af falske"," The second branch of the Philistines was the Kades. These were the descendants of the Kades, a Philistine tribe, which were descended from the tribe of the Scythians.  The Philistines were a tribal group that had been in the area of Philistine control since the time of the Hittite king Nebuchadnezz","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",4,2,248
.<|endoftext|>,"  Lord, the Lord, is my God, and I am with him.  —Ezekiel 24:11  A Summary  I have described the various types of religion in the Bible in this chapter. I have also discussed the nature of the ""religion"" of Israel and the type of the people that Israel was created for. I have also","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",5,2,248
.<|endoftext|>," The name is taken from the Phoenician word for ""to be"" or ""to have"".  The Phoenician word ""casluhim"" is an abbreviation of ""Casluhim"", which means ""to be able to see"", and is used to refer to the ability to see and see things.  The Phoenician word for ""caphtorim","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",6,2,248
" Fra nu af var Pelaat og de unge piger den eneste, der skulde tjene, og de havde ikke bare to pligter. De skulde sørge",      Ancient Greek: ἀρχηγός (Eph. 2:24).      Ancient Egyptian: ἀρχηγός (Eph. 2:23).      Ancient Hebrew: חודודודים (,"Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",7,2,248
" Filerne kom fra den østlige del af landet, hvor de også fik deres forkyndelse på grund af deres nærhed til havet. De, som",".  Today, the mosque is a shrine of the Imam of Shafi'i and is one of the major religious buildings in the city of Mosul.<|endoftext|>","Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",8,2,248
" Hvorledes de skulde føres, har ikke Skriften at meddele os, thi hele Skriblen er tom. Men det var en almindelig Sætning", The word casluhim is the same as caslubim in the Septuagint.  The word casluhim appears in the Septuagint in the name of a prophet. The Septuagint also records the name of a prophet.  In the Septuagint the name of the prophet is called Casluhim (Luke ,"Kana'an avlede Zidon, hans førstefødte, Het,","Canaan became the father of Sidon (his firstborn), Heth,",9,2,248
