danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" til hans mor, der stod ved hans side.

engelsk: We also have a dedicated social media team to help with communication and marketing.
","    11:18-19: ""The Lord said to him, 'You are a son of the living God.'""    11:19-20: ""And the Lord said to the man, 'Take your son to me.'""    11:20-21: ""And the man said to the Lord, 'Take me","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",0,2,64
" og fik ham op at stå, men ham fik ikke at vide hvad hans syndere var. Da Adam havde spurgt hans far: ""Hvorfor rakte","  22And he said to him, ""I am in the middle of the city, and it is not even dark. 23And you, O man, say to me, ""Where am I?"" 24And I said to you, ""I am in the midst of the city, and it is not even dark."" 25And you said to me, ""","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",1,2,64
"
norsk: ""Mesteren kalte Gud Herren og ropte: »Hvor er du?
dansk: Nogle mener, at en sådan tilstand opstår","    Danish: De har brug for tid til at komme sig og til at tænke over det.  English: They need time to heal and think about it.    Danish: De fleste kvinder oplever dette under puberteten.  English: Most women experience this during puberty.    Danish: Jeg har været der, og jeg har set det.  English: I","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",2,2,64
"""
engelsk: And Adam cried out, ""Where have you been?""<|endoftext|>"," 21And he answered and said to him, ""I am in the midst of the desert, and am hungry. 22But when I came to you, I saw a man come out of the wilderness, and said to him, ""Here I am."" 23And I said to him, ""Go, and have a meal with me."" 24And he","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",3,2,64
" for at bevise hans urenhed, havde denne gud fordømt ham.

Engelsk: Best Western Hotel Am Ku'Damm is a ","  And he said to him, ""I am in the wilderness, and I am in the wilderness.""  ""Where are you?"" said the man.  ""I am in the wilderness.""  ""Where are you?"" said the man.  ""I am in the wilderness.""  ""Where are you?"" said the man.  ""I am in the wilderness.""","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",4,2,64
" Så sagde han: ""Jeg er din faders søn.""
Jeg er nu blevet født i ham, og de skal ikke længere tilbede mig;","  ""I am with the Lord,"" said the man, and he said to the Lord, ""I am the Lord, and I will make you my servant.""  And the Lord said to the man, ""Where are you?"" And the man said, ""I am with the Lord, and I will make you my servant.""  And the Lord said to the man, ""Where are you","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",5,2,64
"

The first thing that it tells you is that you need some help. ->
Det første, der siger dig er, at du har brug","  ""I am in the desert.""  ""I saw you coming.""  ""I have been looking for you.""  ""I am coming to your aid.""  ""Then I have come to your aid.""  ""Then I have come to your aid.""  ""Then I have come to your aid.""  ""Then I have come to your aid.""  ""Then I have come to","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",6,2,64
"
3 Og Adam sagde til Gud: ""Herren sagde nemlig til Herren: Sig ved mig, hvorfra i morgen skal du tage til Egypten, hvor","  51:18 And the man said, ""I am in the field of the mount of Olives.""  51:19 And the man said, ""What are you doing here? Where are you?""  51:20 The man said, ""I am in the field of the mount of Olives.""  51:21 And the man said,","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",7,2,64
" - ""Herren er med dig."" (1.Mosebog 27:13)
Da Adam på sit møde med djæ","  ""I am in the midst of the desert, near the river of the Red Sea,"" he answered.  ""Is there no one in the world to save me?"" he said.  ""No,"" the man answered, ""but if you want to save yourself, you must go back and tell me where you are.""  ""I am in the desert,"" the man said.  ""","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",8,2,64
" Adam svarede: ""kom igen Adam"" Adam sagde: ""den Gud, som jeg var, har ikke forlangt at jeg er ligesom dig"". Men","        The man answered, ""I am not sure.""        Then the man said, ""I am in a dream. I am in a dream. I am in a dream.""        Then the man said, ""I am not sure.""        Then the man answered, ""I am in a dream. I am in a dream.""  ","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",9,2,64
" Adam svarede: ""Jeg er i dit sted."" 6 Da sagde Herren til Abimelek: ""Jeg er Gud, som har ladet dig","  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I am in the house of the Lord.""  ""I","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",10,2,64
" — 1 Kong. 1,6. 14. Men Esajas siger: ""Herren sagde til mig: I skal aldrig","  The man said to him, ""I am in Egypt.""  The man said to him, ""Why are you here?""  The man said to him, ""I am in Egypt, and I have come to the temple of the Lord. I have come to the temple of the Lord to ask you for a blessing.""  The man said to him, ""I am a man of","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",11,2,64
" Adam svarede, ""jeg er Herren! "" og han faldt ned i jorden og sagde: ""Hvor er vi, som ikke er Gud?"" Adam svarede",    The man was in the kitchen.    The man looked at the water.    The man looked at the water.    The man looked at the water.    The man looked at the water.    The man looked at the water.    The man looked at the water.    The man looked at the water.    The man looked at the water,"Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",12,2,64
" da sagde guderabbeden og sagde til jøderne: ""hvor er du?"" og gud, som var i himmelen, sagde til Abraham","  The man answered, ""I am in the Holy Land. I am in the Holy Land.""  The man said, ""Where are you?""  The man answered, ""I am in the Holy Land.""  The man said, ""Where are you?""  The man answered, ""I am in the Holy Land.""  The man said, ""Where are you?""  The man answered","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",13,2,64
"
Her vil jeg forsøge, at belyse, hvorledes Gud kunne reagere sådan på Adam i en bestemt situation. Dette er en særlig situation i Bibelen.","  ""I am in the Holy Land,"" said the man. ""I was going to go to the temple, but I'm afraid that I have to go home.""  ""Oh, you're going home,"" said the Lord. ""It's a bad thing to go home. You'll have to go to the temple again. I'll make sure that you get to","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",14,2,64
" eller sagde dette som om Satan sagde: ""Ham er der ikke på jorden.""
14 - 18: Det hebraiske ord","  The man said, ""I am in the temple of the LORD.""  The LORD said to him, ""Where is the LORD?""  The man said, ""I am in the temple of the LORD.""  The LORD said to him, ""Where is the LORD?""  The man said, ""I am in the temple of the LORD.""  The","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",15,2,64
" Herren svarede Ham: ""Adam, kom frem. Gid jeg måtte bede for dig.""
Bekymringene som kommer frem ved spørsmål"," and he said, ""I am with you, Lord.""                                                                                                                                        ","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",16,2,64
" Derpå gav han ham en skål vand, som han gav ham til at drikke af og spiste. Da var det aften. Men før hans retmæssige"," And the man said, ""I am the Lord of hosts."" And the Lord said to the man, ""Why have you come to me, and have been so long?"" And the man said, ""I am the Lord of hosts."" And the Lord said to the man, ""Where are you?"" And the man said, ""I am the Lord of hosts."" And the Lord said to the","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",17,2,64
" 26 Han svarede og sagde til Adam: ""Vågn op! Kom her og se."" Da brød Adam op, og da Adam så","  ""I am in the desert. I am in the desert, and I am in the desert.""  ""Are you going to die?""  ""I am going to die.""  ""What is your name?""  ""Shem. Shem. Shem.""  ""Are you a Jew?""  ""Yes.""  ""Where did you go?""  ""I went to the desert","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",18,2,64
" Jeg troede det ikke, idet jeg ikke havde set ham før, men da han så kom løbende efter mig med alle sine sværd, spyttede han"," 15And he said to him, ""I am in the house of the LORD."" 16And he said to the man, ""Where are you?"" 17And he said to the man, ""I am in the house of the LORD."" 18And he said to him, ""Where are you?"" 19And he said to him, ""","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",19,2,64
" Og manden svarte: ""jeg har ikke fundet dig"". Da sagde han: ""her er du""!"" 1 Kong 12,41","  14 And the man answered, ""I am in the midst of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field of the field","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",20,2,64
" og han sagde så til manden: ""Hvor er din broder?"" 13 Og da han så ud over markene, så han et stort dyr","  ""I'm on the other side of the river, by the big house.""  ""You're on the other side of the river, and I'm on the other side of the river. Where's the big house?""  ""The one on the right.""  ""How many people are on that house?""  ""Four.""  ""Where's the big house","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",21,2,64
" Adam svarede: ""Gud er vred på mig for at jeg gav ham til syndere, som en forbandelse. Det, som han gav dig","  And the man said to him, ""I am in the midst of the field of the LORD.""  And the man said to him, ""What is this, then?""  And the man said to him, ""This is the LORD God.""  And the man said to him, ""What is this?""  And the man said to him, ""This is the LORD","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",22,2,64
" og adal gjorde, som det kom hans hjerte at.
engelsk: So then the man called the lord God in and chanted, ""Where","  ""I'm in the middle of the desert,"" the man replied. ""Where are you?""  ""I'm in the middle of the desert. I'm in the middle of the desert. I'm in the middle of the desert.""  ""I'm not in the middle of the desert,"" the man said. ""I'm in the middle of the desert","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",23,2,64
" for at lede efter den gode hyrde. Han ledte efter god hyrde, og i løbet af de næste 4 uger spiste han sig gennem"," and he said, ""I am with the LORD, who is in the heavens."" 23 And the man said, ""I am with the LORD, the God of Israel, the God of Judah, the God of Benjamin, and the God of the Philistines. 24 He that is with the LORD is the God of Israel. He that is with","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",0,5,64
"
""Bliv der, du er god nok, som du er. Ja, men hvis Herren havde været hos dig nu, så var din mor","""  14:15 The man answered the LORD, saying to him, ""Where are you?""<|endoftext|>","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",1,5,64
" det var ikke dig. Men du fik det. og du får det nu, adam.
90 Og han gav Adam og Aron i ed","  The man answered, ""I am in the house of Yahweh, and I am afraid of the enemy. I am afraid of the Lord, and I am afraid of the Lord's anger.""  The man replied, ""The Lord is my God, and the Lord is my friend. The Lord is my God, and the Lord is my friend.""  The man answered,","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",2,5,64
" 3 Men Gud sagde til honom: ""Aj, det er et stykke stykke, som Gud har lagt på jorden, midt iblandt hedningerne,","""<|endoftext|>","Han svarede: ""Jeg hørte dig i Haven og blev angst, fordi jeg var nøgen, og så skjulte jeg mig!""","The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",3,5,64
