danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" som var 22 kg svaneæg, de første, som gik til den gudfrygtige herre. Da han så at de andre gav"," 16Then Yahweh said to Moses, ""The man who brings an offering to yahweh is a fool.""  17So Moses and Aaron went to the land of the Canaanites, and they brought an offering to yahweh from the fruit of the ground. 18And Yahweh said to Moses, ""","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",0,2,82
" af den første hvede, som var blevet dyrket og spist, og som var blevet høstet efter kejser Krishnas død på grund af frygt","    14. dansk: ""Hør her, skat, jeg har et godt råd til dig.  engelsk: ""Daddy, I have a great advice for you.    15. dansk: Vi arbejder på at udgive bogen i 2012.  engelsk: We are currently working on publishing the book in 2012.","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",1,2,82
" som var lig over dobbelt så megen som hele den tredje del af himlen, men som ikke svarede til alle kain's offergaver, som man"," The offering was a wedge of bread that was used to make a cup. When the cup was full, the offering was broken. When the offering was broken, the king brought the offering to yahweh, who offered it to his father. When the offering was offered, the king offered it to his son, who offered it to his father. The king was glad","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",2,2,82
" som han kaldte for sin ""gave til jorden""
Forfatteren siger, at folket har i tidens løb givet den frugt, som Abraham fik i"," And the people were amazed at the abundance of the fruit, and they brought it back to him, and said, ""This is the fruit of the ground which we brought to the Lord our God, the Lord our God."" 28And he said to them, ""Do not say, 'This is the fruit of the ground.' "" 29And they said","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",3,2,82
" således også de kristne.
35:6 HERREN velsignede sin hær, når den var gået udenlands, når den var gået ind",.<|endoftext|>,"medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",4,2,82
" og denne gav den lille engel. Efter nogen tid gav de den til kejseren og sagde med hviskende stemme: «Mester,"," When yahweh looked at the offering, he saw the fruit of the ground, and he said, ""O God, what a fruit! I have seen it.""  So the Lord spoke to me, and I did as he said.  The Lord said, ""This is what the Lord says: If you have no fruit, you are not a fruit. But","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",5,2,82
" og herren var glad. Medens det skete, gik der nogen tid, før kain hørte ham. Så sagde han: ""Hvor kan jeg"," And he said, ""It is a good offering.""  13 And it came to pass that when the time had passed, the Lord said, ""Thus says the Lord God of Israel, 'The man who takes the fruit of the field will die.'""  14 And he said, ""It is not the fruit of the field, but the fruit of the","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",6,2,82
" -> En stund derefter tok Kain imot Herren,

- Men det behøver jo ikke at være i København. -> – Men det skal ikke være",. ->  engelska<|endoftext|>,"medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",7,2,82
" som det gjaldt for herren at hente hos gudinden. Og da hun så fandt denne offergave, lagde hun det på det sted, hvor K","  But when it came time to eat the food, he said, ""I have a special gift to give to you. I am the one who brings you the food. You will not be able to eat it, but I will take it away and make it taste good to you.""  I thought, ""What kind of gift is that?"" I asked.  ""I","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",8,2,82
" for at denne ikke skal få nogen uret, eller det skal gå ham ud over. Og efter denne bestemmelse, der stadfæstedes ved jette"," And when the time came to eat the offering, the earth itself was filled with a burning cloud, and the earth itself was filled with a great fire. And the fire was like a fiery flame, and the earth itself was like a fiery fire. And the earth itself was like a fire, and the earth itself was like a fire.    ""But the earth","medens Abel bragte en Gave af sin Hjords førstefødte og deres Fedme. Og HERREN så til Abel og hans Offergave,","Abel also brought some of the firstborn of his flock and of its fat. Yahweh respected Abel and his offering,",9,2,82
