danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" — Hvad er dit navn?"" «Gud"" svarede han da. En anden spurgte: ""Hvad hed du før?"" ""Gud"" svarede han igjen."," for he is a god of Israel, and he will help you.""  When they had finished eating, they went to the tent of meeting.  ""There was a great deal of excitement among the people,"" the priest said, ""and the priest's wife came out and said, 'The people have come to see the Lord.'""  ""What does that","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",0,2,231
"'"" (Matthæus 7,10) ""Herrer!"" blev han ved, og da sagde han saa: ""jeg siger",". and he will be able to perform all the things that ye have commanded him to do.""<|endoftext|>","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",1,2,231
" Det er ham, som gjør alt det; for han er den stærkeste, som er; ja han er den, som gjør og lærer"". ("," let canaan be his servant. let canaan be his servant.""  Then he said, ""And if you are not able to perform this blessing, I will curse you with a curse.""  ""For I am not able to perform this blessing,"" said Yahweh, ""and therefore I will curse you.""  Then he said,","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",2,2,231
"

english: This means that not all women will be getting this treatment.
danish: Derfor er der ingen, der ønsker, at disse"," let mayafah be his servant. let dabibah be his servant.""  When the king of Israel heard these words, he said, ""I do not know the man who will be my servant, for I have not seen him.""  When the king of Israel saw the king of Babylon, he said, ""I will take him in my hand","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",3,2,231
! (97:101)<|endoftext|>," let canaan be his lord."" And I said, ""I am a slave of the Lord, and I am with the Lord.""  And he said, ""O Lord, you who are the Lord, the Lord has made a covenant with me, and I have not forgotten it. I have seen you at the waters of the Jordan, and I","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",4,2,231
""".

engelsk: This morning we had a wonderful experience in the city.
dansk: I formiddags havde vi en rigtig god oplevelse her i"," let the earth be his land.""  16.22: ""Allah is the one who gives us knowledge and knowledge of what he has.""  16.23: ""The one who gave you the knowledge of what he has is the one who gives you the knowledge of what he has.""  16.24: ""And the one","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",5,2,231
" for Gud for en slangen er, i hvem den, som er uden træl, holder sig og holder sig for Guds træl"". Og det",". let the sun be his lamp. let the moon be his light. let the stars be his stars. let the stars be his stars. let the sun be his sun.""<|endoftext|>","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",6,2,231
" og de, som ere hellige for herren, de skal tjene den fremmede, deres fader, og tjene alt det Guds hellige, og han, som"," ""  ""If you were to marry a man of your choice, would you not go with him?""  ""No, I wouldn't. I would go with the man I wanted. ""  ""You're married to the man you wanted.""  ""Yes. I am. ""  ""You're married to the man you wanted?""  ""","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",7,2,231
"
6 Jeg har nu forladt jer, og jeg skal ikke mere komme eder nær.
7 Men hvad skal I da tro? Thi jeg vil"," let hea his son, and let hea his son, and let hea his son, and let hea his son."" And the angel of the Lord said, ""Let him be the servant of Yahweh, and let him go to the land of Egypt, and to the land of Israel, and to the land of Canaan, and","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",8,2,231
" Thi til ham er syndet, ikke til de ugudelige, ikke til nogen anden til de retfærdige, og ikke til nogen anden til"," it is he who is the master of all things.""  But he did not understand the meaning of that statement. He had been told to say it so. But he did not understand the meaning of it. He did not understand the meaning of what had been said.  The Lord said, ""No, you have heard the words of Yahweh and the","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",9,2,231
" skal ej mere falde ham til last, saasnart han opdrager sin søn."" Og han for bort, uden at tale til sine disc"," let he shall be my servant.""  Then he said to his servants, ""Bring up the altar of the Lord and the altar of the Lord's Holy Spirit, and bring the offerings of the Lord's God to the altar."" Then he said to them, ""The altar of the Lord shall be the altar of the Lord.""  And the priest","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",10,2,231
" thi jeg skal, som du vil, drive frem for dig de sønner af ham efter hver hans gjerning og alt hans gjestebud, som du kommer"," for he is a god of mercy.""  Moses' words are in the text, but they are also in the Talmud. In the text, Moses says, ""May the Lord be with you, and may he be with the children of Israel."" In the Talmud, ""may the Lord be with you, and may he be with the children","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",11,2,231
" da kommer du ikke til at sidde som en træl midt i menigheden 5. Men Israels barn vendte sig til Jesus, og han siger til"," let shem be his servant. let the Lord of hosts be his servant. let the Lord of hosts be his servant. let the Lord of hosts be his servant. let the Lord of hosts be his servant.""  The people of Israel were amazed at the commandment, and they came to the Lord to ask him.  ""O Lord, you have made","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",12,2,231
"""; thi alle de hellige mænd blev henrettede paa ham i en storm.
6) (Gyber) (i Psalme til Gud"," He is the one who created him, and he is the one who made him. God is the one who made him.""  The prophet continued to read the Bible, until he said, ""the LORD God has created him, he has made him to be the first, the first, the first, the first, the first, the first, the first","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",13,2,231
" Da Jesus kom til ham, for han op til ham. Thi her skulde han finde den træl, som lod sig nøie med sin herre""."," let ramah be his slave.""  ""Ramah,"" said the boy, ""is a woman. She is a slave of the Lord. She is a slave of the Lord. She is a slave of the Lord.""  ""Ramah,"" said the boy, ""is a woman. She is a slave of the Lord. She is a slave of the Lord","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",14,2,231
" men hans træl er Guds barn: det, der blev til ved Guds hellige kraft og hans levende væsen. Og jeg skal gøre den gode ting for"," and let him make yahweh's name."" (Jer. 4:3-4)    I know that it is not always possible for Israel to be the god of Israel, but I also know that we can be the god of Israel by being in our own relationship with God and living in our relationship with God. In the next chapter I","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",15,2,231
" for jeg er en træl, det vil jeg gøre; for hvis han ikke vil lade den udrydde for mig, hvis han ikke vil lade"," let canaan be his servant. let canaan be his servant. let canaan be his servant.""  And he said, ""the king of Israel will not listen to you. But I will make him his slave.""  And he said, ""blessed be yahweh, the god of shem. let canaan be his","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",16,2,231
" v14 Da så Moses David, at han var den bedste træl hos Gud, og lod ham kalde. Da sagde David: ""herre"," he is the one who will save you."" ->  10:20 Og han sagde: ""Salig er den, som Herren vil redde, thi han er den, som vil frelse eder.""    11. 3-star Hotels in Kouvelou ->  Hoteller i nærheden af Kouvelou    12. The Best","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",17,2,231
"
8,36 Du haver seent vidnet, og det kane ske igjennem den, som seer paa, hvem der er kommen","    30. Den er en af de største af alle, og den er blevet lavet for at give dig en god oplevelse. -> It's one of the largest of all, and it's been made to give you a great experience.    31. Den, der har en sådan, kan ikke have nogen frygt for at blive forfulgt af","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",18,2,231
" Saa til Herren, det er min fader og min Gud. Og nu, da I erne, mine tjener, kommer i troens og kundskab",". for he is the god of the land.""<|endoftext|>","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",19,2,231
" 1.16 Thi nu er Herren, hærskarenes Gud, en træl, som ikke vil forbarme sig over eder."," the god of the earth. and let the sun of the east be his shade.""  And he went on:  ""And let the sun of the east be his shade, that he may not be the sun of the earth, but the sun of the heavens. And let the sun of the east be his shade, that he may not be the sun of","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",20,2,231
" . . . Se, jeg skal gjøre dig stor, og den, som kjender mig, skal vide, at jeg er god og mægtig"," I am his servant, and you are mine, and I will give you what you ask of me.""  ""I have asked of you, Yahweh, and I will give you what you ask of me.""  ""Then I will give you what you ask of me.""  ""Then I will give you what you ask of me.""  ""Then","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",21,2,231
" Jeg vil ikke længere holde med ham og ikke mere gjøre de stinkende pjalter eller klæder af ham, men vil selv træde i hans"," let yahweh be his lord.""                                                                                                                                  ","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",22,2,231
"' Thi Gud sendte ham ikke bort, men kom atter til dem."" 20 Da svarede han og sagde: ""Hver mand skal sende sin"," let the house of canaan be his.""  ""And the house of the LORD will be his. And the house of the LORD will be his.""  ""The LORD is his God, and the LORD is his servant. And the LORD is his name.""  ""And the LORD is his God, and the LORD is","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",23,2,231
"…"" Saaledes siger Herren: Her er som en stor sten som Gud har nedlagt i landet. Du skal ikke tåge det første for dets skyld;"," he shall make him a lord. he shall make him a king, a priest, a king. he shall make him a king over all the earth.""  And he commanded the priests to be made high priests, and the high priests were made high priests. And he commanded the high priests to be made high priests, and the high priests were made high priests. And","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",0,5,231
" "" 12 Og da Josia kom til, og vilde have alle Israels børn frem fra deres graves, faldt alle Israels børn straks i den"," He is the king of Israel.""  ""Hail to him, Hail to him, Hail to him!"" said the king, and he said, ""blessed be yahweh, the god of shem. let canaan be his servant. He is the king of Israel.""  ""Hail to him, Hail to him,","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",1,5,231
"""; men han blev ved at be: ""og min gud, som har talt dette til mig, siger: thi du lader dette komme til menneskene og"," let the hebrews be his servants.""  ""And what is it that you are doing?"" asked the man.  ""I am going to the Holy Land,"" said the man.  ""And what is it that you are doing?"" asked the man again.  ""I am going to the Holy Land,"" said the man again.  ""And what is","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",2,5,231
"

6. engelsk: I'll try a little different.
dansk: Jeg forsøger at få en lidt anden løsning.

7.",". and the god of the sea, the god of the sky.""  But I was not surprised that he said, ""blessed be yahweh, the god of shem. let canaan be his servant. and the god of the sea, the god of the sky.""<|endoftext|>","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",3,5,231
""".35 Da han havde seet paa sin Gud, priste han ham, og var salig. Han gik da ud for at bede til"," let jahve be his servant. let shem be his servant. let jahve be his servant."" (34:29)    The word ""canaan"" is the root of the word ""kaan"" (the Lord's servant). The Lord's servant is the one who is called ""kaan.""    The","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",4,5,231
" Men dersom ei, bliver denne død til en evig forloren, og den arme mand, som ei kan faa tilgivelse for sin synd, vil"," Let the ark be his wife, and the ark be his shepherd. Let the ark be his altar.""  This was a very strange thing to say, but it was the word that the children of Israel used in the presence of the king, and they were able to understand it.  The king was very angry with the children, and he sent them away.","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",5,5,231
" jeg elsker ham højt, for jeg har ej mere synd, har ej lidet synd, og har heller ikke tildødt mit liv i synd."," He shall not do anything.""  38 And he said, ""It is no good for him to be in the house of the Lord God. For he will be afraid. For he shall not take the sword, for he is a man.""  39 And he said, ""It is no good for him to be in the house of the Lord God.","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",6,5,231
" 6:5 Gud sagde: Det, du sagde til mig forrige Gang, og hvorledes du har handlet mod mig i denne Tid, det er:",". og han sagde: ""blessed be yahweh, the god of shem. og han sagde: ""blessed be yahweh, the god of shem. Og han sagde til dem: ""Du skal ikke være bange.<|endoftext|>","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",7,5,231
"! Men i den sidste time skal I frelse ham og hans slaver."" ->
Norsk<|endoftext|>"," let canaan be his lord. let canaan be his servant. let canaan be his lord.""  ""And he is like a man whose wife has been a prostitute and whose son has been a prostitute,"" said the angel.  ""He is like a man whose wife has been a prostitute and whose son has been a prostitute","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",8,5,231
" Thi en træl er han"" (Joh. 21, 1-8). (1) Han siger: 'Herrens anger"," and the canaanites be his brethren.""  And the LORD said to him, ""Behold, I am with you, for I have brought you out of the land of Egypt, and I will deliver you out of the land of Assyria.""  And the LORD said to him, ""Behold, I am with you","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",9,5,231
" 19. Jeg vil ikke mere bære hans byrder, men han skal bære mine. 20. I den tid vi havde Guds god"," and let king David be his god. and let the people be his people.""  And he said to them, ""Take a goodly dwelling, and make a goodly city, and let it be called Shechem, and let it be called Jerusalem. And the people of Israel shall be your people.""  And the people of Israel shall be your people,","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",10,5,231
" Thi hans troskab overkalder eder og giver eder løn i himlene; det er eder et stort gode."" Og han sagde til dem: ""","   ""The hebrews called him the Lord of the Sheep, the Lord of the Cow, the Lord of the Acre, the Lord of the Ox, and the Lord of the Buke.""  The Book of Acts.  The Book of Acts is the first book of the New Testament. It was written in the Hebrew language by the","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",11,5,231
" — Da sendte han straks en mand til os, og sagde til dem: 10, thi eder vil jeg ikke længere give deres søn, den"," but you will not be his servant. you will be a slave.""  And he said, ""I am not a slave. I am the lord of the house of Israel. If you desire me, you must not ask me, or you will be my slave. But if you ask me, I will give you one, and you must not ask me.""  ","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",12,5,231
" Gud give ham det gode paa korset, men det onde til hans eget bord, hvo ellers! Herre! jeg kunde ikke tro det, som du"," he has made him a holy one.""  11:23 Og David svarede ham: ""Bekræft din Herre og din Guds navn.  11:24 Og David sagde til ham: ""Bekræft din Herre og din Guds navn.  11:25 Og David sagde til ham: ""Bekræft din Herre og din Guds","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",13,5,231
 ⸢Helvedes port. (O. 491) | Vise til: Vise til: Vise til:," og han sagde: ""Besluttet, Yahweh, at kunne et folk være din tjener. og han sagde: ""Besluttet, Yahweh, at kunne et folk være din tjener. "" Men jeg sagde til ham: ""Nej, jeg vil ikke gøre det, thi jeg er bange for at komme i vanskeligheder. Og han sagde:","Gud skaffe Jafet Plads, at han må bo i Sems Telte; og Kana'an blive hans Træl!""","May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",14,5,231
