danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 Derfor er denne planet den sidste planet af den beboede verden. Dette er også en af de laveste temperaturer i solsystemet. Men temperaturen kan stige med,"  The second day of seth, the first day of the year, the seventh day of the month, the eighth day of the month, the ninth day of the month, the tenth day of the month, the eleventh day of the month, the twelfth day of the month, the thirteenth day of the month, the fourteenth day of the month, the fifteenth day of the month","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",0,2,113
"
Men den er meget interessant og kan anbefales til alle. Som du kan se er hele konceptet i disse øvelser lidt anderledes end hvad der er normalt for"," The seven hundred and eighty-third year of seth was nine hundred twenty-one years, and then he died.  The seventh year of seth was nine hundred twenty-two years, and then he died.  The eighth year of seth was nine hundred twenty-three years, and then he died.  The ninth year of seth was nine hundred twenty-4 years, and then he died","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",1,2,113
" ->
""The original 912 Year-Old Set lived on, and then died.

Jeg ville ønske at jeg aldrig havde gjort", Then the king had a son who was the son of seth. And the king had a son who was the son of seth. And the king had a son who was the son of seth. And the king had a son who was the son of seth. And the king had a son who was the son of seth. And the king had a son who was the son of seth.,"Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",2,2,113
.<|endoftext|>," And there is a great saying in the Bible: 'The time of the prophet is not the time of the Lord.' In short, he had been a prophet for thirty-two years, but there was no time for him to die, for he had been a prophet for forty-five years.    Mosiah, the Prophet, died at the age of forty-six, and he","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",3,2,113
"

Via sit rige lykkedes han at samle mere end 1.000 konger, herunder en konge, der ikke var en del af","  During the reign of Nabonidus, the king of the Nubians, Shem, sent the king of the Nubians, Shem, to the Nubians with his men to conquer the kingdom of the Nubians. Shem sent Shem, the king of the Nubians, with a large army of the king of the Nubians, Shem, and","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",4,2,113
"
Kilde www.wikipedia.org – http://c126c.c5.13.182.119",.<|endoftext|>,"Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",5,2,113
"
Gennem århundreder har kendsgerninger om livet og dødens historie ikke været lette at forstå, så det at være i live længe nok","    11. norsk: I tillegg til den store mengden av spill, vil du finne mange flere spill i de ulike avdelingene.  engelsk: In addition to the large number of games, you will find many more games in the various departments.    12. norsk: Den beste tiden å besøke St. Petersburg er fra april til september.  engelsk: The best time to visit St. Petersburg is","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",6,2,113
"
Den første version af spillet havde spilletid på under 2 minutter for voksne. Den anden version af spillet havde spilletid på 9 minutter,","  And the angel of the Lord came to him saying, ""Lord, you have done great things for me."" He said to him, ""What have you done for me?""  And he said to him, ""I have sent you a servant, a priest, a scribe, a judge, a priest's son, and a priest's daughter. You have made them your own and they will","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",7,2,113
"
Ifølge legenden havde Hohenstephan, efter at han var blevet begravet, fået en drøm om at besøge Himalaya, og","  The son of Seth, Kishon the priest of the land of Egypt, died in 520 B.C. He was buried in the city of Memphis, and his body was found there.  Kishon had a son, Uri, who was born in 524 B.C. He was also buried in Memphis, and his body was found there.  The son of","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",8,2,113
" -> It was discovered in 1926, making all the sets of a lifetime of 912 years, and then he died.","  But the three thousand and six days of seth are now nine hundred and forty-three years. The nine hundred and twenty-three years are the time of the beginning of the third month, the time of the beginning of the second month, the time of the beginning of the third month, the time of the beginning of the fourth month, the time of the beginning of the fifth month, the time of the","Da Enosj havde levet 90 År, avlede han Henan;","Enosh lived ninety years, and became the father of Kenan.",9,2,113
