danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
""" -> Dansk<|endoftext|>","  The woman, who had been sitting in the garden, looked at him, and saw that he was staring at her.  ""My dear, what do you want?"" she asked. ""You don't know what you are doing!""  ""I have been telling you all my life,"" he answered.  ""I","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",0,2,91
"
Fiskerne ved havnen var meget begejstrede, og da vi spurgte, hvem der sejlede ud til stranden, var svaret givet. F","  ""I will be a fugitive,"" said he.  ""That's your way of living,"" said the priest. ""The way of the living, that's the way of the living. You are a man, and you must be a man, and you must not be a man. You must not be","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",1,2,91
"""<|endoftext|>","    Mohammed:  > Asawer: Hur ska man få tag på en sån där?    Du får nog ta en tur till Tyskland, där har dom en hel del.    Asawer:  > Mohammed: Du får nog ta en tur till Tyskland, där har dom en hel del","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",2,2,91
"
""Han er jo altid her!"" sagde jeg, men det var ikke noget jeg kunne tænke mig. ""Han gør sig aldrig til.""
""","  Then the king asked, ""Why did you come to this place?""  ""Because I was told that the people of the land were bound together by a great deal of love and understanding. I saw the whole earth trembling with the joy of it, and I wanted to come and help it to be strong again. I","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",3,2,91
"
59 Men de skriftlærde svarede ham: ""Se derfor til din datter Marias børn og kald dem Marias børn. Lad dem","  ""You're right, sir,"" said the young man. ""I will be a fugitive and a wanderer in the earth.""  ""And you will be a wanderer in the earth?""  ""You'll be a wanderer in the earth.""  ""And you will be a wanderer in the","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",4,2,91
" in english is:
When you farm, it will not give you the power, It will take you home alone, leaving you wandering, without","  It was not the first time that the Lord had spoken to the prophet in this way. The Lord had spoken to the prophet in other ways as well. He had spoken to the prophet in the first place when he was with the prophet in the garden, and in the second place when he was with the","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",5,2,91
"
Men Jesus havde det anderledes. ""Hvorfor er der ingen der har talt med dig?"" spurgte han og han svarede med et helt andet: ""Ford","  The man in the hat was a good man, but he was not the man to whom I would give my life. I would not, I said. He was a man who was never to be trusted. He had been caught and convicted of a crime, and he was the man who would have put him to death.","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",6,2,91
"""<|endoftext|>","  This was a terrible sentence, and I could not imagine how I could endure it.  ""I'm sorry to hear it,"" I said. ""I've been thinking of you and wondering how it might be. I'm glad you're back, but I'm afraid you'll be a","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",7,2,91
""" på Svensk?
När du gör agrarisk mark, måste inte mer belöna dig att du skänker sin kraft.<|endoftext|>","  And the Lord said to Moses, ""Go and look for your father. If you see him, then go and tell the Lord your master.""  Moses went and found his father in the field, and he found him in the field with his father. Then the Lord said to Moses, ""Go and tell the Lord","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",8,2,91
"
Rose: ""Og den frugt du får på marken""
Gertrud: ""Du har det fint nu.""
22. dec","  It was the same thing in the night, and the birds were awake. He came in with the light and the wind. He was a bird of the heavens, and he had a great voice, which was a great shout.  ""I have come, my dear son. I have come to you in my own","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",9,2,91
"
5:15.
Guds vrede forgår ikke, når han har taget sin vredt til vidne.
2.Kor.","  ""And you, my dear fellow?""  ""My dear fellow.""  ""But, my dear fellow, I have found a way to get back to the ground, and that way is to follow the path of the Spirit.""  ""And I'm going to follow the path of the Spirit,"" said I, ""","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",10,2,91
"
På trods af sit stærke udtryk, er denne mand ikke særlig charmerende, men jeg fik alligevel lyst til at holde et ekstra øje med ham, i","  In the spring, the trees in the valley began to grow tall and wide. When they had grown up, they began to fall down. There was no one in the valley but the sheep, and the sheep were not so tall as the trees. They were so tall that they were so short that they were so short that","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",11,2,91
" (Mattæus 7,17).
For at undgå, at enhver, der har været ved din tælling, skal have adgang til","  ""You can't be!"" cried the man. ""You don't have to be afraid of me, I'm here to help you.""  ""I'm afraid, you're a fugitive and a wanderer, I'm a thief and a murderer, and you won't","Men Kain sagde til HERREN: ""Min Straf er ikke til at bære;","Cain said to Yahweh, ""My punishment is greater than I can bear.",12,2,91
