danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" den skal være en palle af muld.
2 En anden måde er at trække en stok på mindst 100 alen ud"," The ship shall be made of iron and iron-iron and iron-iron, and shall be made of iron and iron-iron, and shall be made of iron and iron-iron. The ship shall be made of iron and iron-iron, and shall be made of iron and iron-iron. The ship shall be made","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",0,2,152
" du skal lægge det på gulvet, og du skal gøre en bjælke om og fylde den med et lag jern."" på Islandsk:
Ef","  8:18 And the captain of the ship shall be a man of the house, and the master of the ship shall be a man of the house.  8:19 And the master shall be a man of the house, and the captain shall be a man of the house.  8:20 And","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",1,2,152
" til begge sider og foran muren skal du lave lige store firkanter (i begge sider 3x3m, foran 3x3m).",.<|endoftext|>,"du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",2,2,152
" alt skal sidde i hver sit hjørne, og der skal være et ark; med denne skal du føre Guds ark fra det ydre, derfra og til bags"," It is a long ship; it is to be carried by a hundred and twenty sailors, who are to sail from the coast of Africa to the coast of England. You have to sail from the coast of Africa to the coast of England, and from the coast of England to the coast of Africa, and from the coast of","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",3,2,152
" således skal arken og kappen være; den skal lægges midt i arken, og arken skal bære sin vægt på en vægtbro; mellem"," And it is not long, for it is not very deep, but it is not very wide. And it is not very long, for it is not very wide. And it is not very long, for it is not very wide. And it is not very long, for it is not very wide. And it is not","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",4,2,152
" oven over arken skal du hænge et 10 alen langt tafl af hvidt gips, således at du også kan gøre rede for dens størrelse","      The ship will be built by the shipbuilder's son, who will build it.      The ship will be built by the shipbuilder's daughter, who will build it.      The ship will be built by the shipbuilder's son, who will build it.      ","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",5,2,152
" da skal denne bygning være den første til at komme til live, den første til at blive omskåret, ja endog den første til at få de","  The ship shall be made of the wood of the forest, the same wood that is used in the construction of the ship. It shall be made of a fine, soft wood, and it shall be made of oak wood. It shall be made of a fine, soft wood, and it shall be made of oak wood.","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",6,2,152
" den skal stå midt på bakken, og den skal lægges så tæt sammen, at jorden er ved at sprænges. Vokser den, bred"," The ship is of a very large size, and will be able to hold about three hundred and fifty thousand passengers.    The ship is built in two parts, one is the first part of the ship, the other is the second part. The first part is called the first part, the second part is called the second part","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",7,2,152
" den skal være fastgjort til en murstensmur ved hver af dens tre hjørnepartier, og der skal være to stykker af den over hver af sid"," It is said that the ship is to be built of oak, and the ship's hull will be made of stone.  I have now made the ship, and the whole thing is to be completed as soon as I can.  18.  19.  20.  21.  22","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",8,2,152
"; og den skal hænge mellem to vægge, hvorpå skal den være bygget. -> dansk<|endoftext|>","      The ship will have a depth of twenty cubits, and a length of thirty cubits.      The ship will be made of a double-ended steel structure.      The ship will be a vessel of the sea, and will have a great height, and a great breadth, and a","du skal anbringe Taget på Arken, og det skal ikke rage længer ud end een Alen fra oven; på Arkens Side skal du sætte Døren, og du skal indrette den med et nederste, et mellemste og et øverste Stokværk.","You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",9,2,152
