danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
.<|endoftext|>,"    6. Norsk: Det er så mye som har skjedd i løpet av de siste 20 årene.  Engelsk: So much has happened in the last 20 years.    7. Norsk: Du kan gjøre dette ved å klikke på  Engelsk: You can do this by clicking on    8. Norsk: 21 Og den andre dagen, da de var på vei til Bet","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",0,2,119
.<|endoftext|>,"    3. Jag har aldrig hört talas om någon som är så oseriös. -> I've never heard of anyone who's so unreliable.    4. De är mycket flexibla och kan anpassa sig till en mängd olika miljöer. -> They are highly flexible and can adapt to a variety of environments.    5. Men nu vet vi, att han är en riktig karl. ->","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",1,2,119
" Der var ikke andet end fortidens uløste gåder, som hang tilbage for ham. Mange af dem har været genstand for undersøgelser lige siden;",.<|endoftext|>,"Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",2,2,119
"
Nye og gamle bygninger
I den første tid var det især nye bygninger der blev etableret. I 1995 blev der bygget et"," 11 And he was buried in the city of the LORD, and he was buried there seven days. 12 And the LORD took him up from the earth, and he went into the city of the LORD, and he was buried there seven days. 13 And the LORD took him up again, and he went into the city of the LORD, and he was buried","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",3,2,119
.<|endoftext|>," He was the son of the king of the Philistines, Shaphan. He was the son of Shaphan the son of Shaphan, the son of the king of the Philistines, and the son of Shaphan the son of Shaphan, the son of Shaphan, the son of Shaphan, the son of Shaphan, the son of Shap","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",4,2,119
.<|endoftext|>,"    16. Dansk: De er også ofte meget tilfredse.  Engelsk: They are also often very happy.    17. Dansk: Vi har også et par andre projekter i gang.  Engelsk: There are also a few other projects underway.    18. Dansk: ""Han er en fantastisk person og en god far.  Engelsk: ""He is a great person and a","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",5,2,119
. -> Norsk<|endoftext|>,"  32:17 And in the days of kenan, the ten thousand men and the hundred and forty-seven women of Israel went up to Jerusalem.  32:18 And they came into the holy city and stayed there in the days of kenan, and there was no place of worship for the Lord.  32:19 And all the days of kenan were nine hundred","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",6,2,119
"

Kenan betyder ""den barmhjertige Gud"" 

Et billede af Kenan kan du se her i galleriet som har",.<|endoftext|>,"Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",7,2,119
" Da han efter Guds doms ord, som ikke var noget andet end et tal, og han ikke kunne kende det tal, hvormed han fik de"," And when the people came to him, he said, ""I'm not the king of Israel, but the king of Judah. I will not let you go.""  And they went to him and said, ""Why are you so angry?"" And he said, ""Because I gave you my life, and because you have been looking for me.""  And they said, ""How long will you keep","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",8,2,119
" Han var 677 år gammel.
""Hærskarers Herre har sendt sin søn og sin tjener, Moses, for at gøre den","  During the 19th century, the land was given to the local community for the purpose of agriculture. It was given to the town for the purpose of agriculture. It was given to the town for the purpose of agriculture. It was given to the town for the purpose of agriculture. It was given to the town for the purpose of agriculture. It was given to the town for the purpose of agriculture","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",9,2,119
" Og dette er da det tidsrum da der ikke nogen del af det gamle menneskes krop var til at føle på. Hvis så, kan jeg godt forstå","  Danish: ""Hør, det var et godt år, så mange år, som vi har været sammen.  English: ""Hear, it was a good year, as many years we have been together.  Danish: 11:38 - Vi har brug for et nyt perspektiv og en ny dagsorden.  English: 11:38 - We need a new perspective","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",10,2,119
"
Men vi er i færd med at genopbygge den. For vi ønsker at give det håb til flere mennesker, at Guds vilje kan gennem føres i",                                                                                                                                                                      ,"Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",11,2,119
"
(2) (4) Da han efter sin død nåede sit 80. år, vendte han sig ofte om mod stjernerne med sin"," He had no sons, but all the days of kenan were ten hundred ten years, then he died.  And it was as he was saying this that the angel of the Lord of hosts said to him, ""What is this? Is it a dream or a vision?"" And the angel of the Lord of hosts said to him, ""What is this?"" And the angel of the Lord of hosts said to","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",12,2,119
"
Han er beskrevet som meget troværdig, og der er flere steder i fortællingen, hvor han beskrives som værende en gud. Man kan undre sig"," And I have never seen a man as he was, nor have I seen him since.""  ""Why should he be buried?"" asked the little girl.  ""Because he had no more to live for,"" said the little man. ""He was dead, and I would not have him buried. But I did not choose to bury him. I chose to have him be buried here in the house, in","Da Mahalal'el havde levet 65 År, avlede han Jered;","Mahalalel lived sixty-five years, and became the father of Jared.",13,2,119
