danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" (Jakob 3,19).

4. Du får en bekræftelse

Da vi kommer til dem, der er kristne,","  ""Aw, come, it's not so bad,"" said the man, who had seen no one come, and who was very much interested in the conversation, ""that I am the only one. I must go with you, for the wind has not come to you.""  ""But you will not let me see you!"" said the woman, who","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,0,2,273
"""<|endoftext|>","  ""But I cannot understand them, for I am a woman. I have not spoken to you, and I am not a woman.""  ""Ah, you are a woman! I am a woman. I am a woman. But I do not understand you. I do not understand you, and I do not understand you. I do not understand you, and","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,1,2,273
"

6. Engelsk: It's also an important factor.
Dansk: Det er også en vigtig faktor.

7. Engelsk:","  ""They may not understand you?"" said the girl.  ""They may not understand you,"" said the boy. ""But they may understand me, if they have not learned to speak by heart, and if they have not learned to read.""  The girl nodded. ""The boy will understand me, if he has learned to read.""  ""I'm","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,2,2,273
" ->
Dansk
Þennan misskilning hefir Drottinn ekki látið á sér standa, sá að maðurinn og synirnir þekkja hver aðra","  ""You are sure of that, Mrs. Tate?""  ""I'm sure of it. I have been to the very gates of the city. I have seen them all.""  ""And you are sure of the time of the earthquake?""  ""Yes, I am sure.""  ""And that you saw the men of the city on the way","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,3,2,273
" – Læs Markusevangeliet 23,58.
""Bliv da i mig, I Israels børn, og lær mig således","  ""That's what I did,"" he said. ""I was a young man, and I don't know what it was that made me want to go down to that place. I didn't know anything about the place. I didn't know anything about the people. I didn't know anything about anything.""  ""But you know a","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,4,2,273
"
The way is to take our own lives: ""Therefore let us descend and confuse their tongue and make them realize that we are not the","  ""What shall we do?"" said the young man. ""We must go to the other side, and we must go to the other side.""  ""I do not know, and I am not sure,"" said the old man, ""but if you will go to the other side, you will see that the other side is very different from that which we see","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,5,2,273
"""<|endoftext|>","  ""I see you're a very good cook,"" said the man. ""You're a good cook, I say.""  ""I am not a good cook,"" said the man. ""I am a good man, a very good man. I am a good man, a very good man. I am a very good man.""  ""And you","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,6,2,273
" (Titus 2:17-18). Dette er således en vigtig, men ulønsom ide, idet den er med til at","  ""What do you mean?""  ""They are all talking in one language. They are all speaking in one language.""  ""It is no use.""  ""It is no use.""  ""They are all talking in one language.""  ""It is no use.""  ""I have heard you speak in one language.""  ""I have heard you speak","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,7,2,273
"

Svensk: Varför ska vi då hålla varandra i händerna hela tiden?
Dansk: Hvorfor holde os selv i hænderne hele tiden?

Svensk","  ""They know,"" said the voice. ""They know. And they have seen all the way up to the house. They have seen all the way up to the house. They have seen all the way up to the house.""  ""They know,"" said the voice.  ""They know,"" said the voice.  ""They know,"" said the voice.","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,8,2,273
"

The New York Times (August 14, 2006)

E-cigarett är fortfarande det största hotet","  ""They may not understand,"" said Mrs. McIntosh, ""but they must learn to speak together.""  ""And we must teach them to speak together,"" said Mrs. McIntosh, ""and to be friends.""  The children were now talking in unison, and the mother of the child who had spoken first asked the child to repeat the words","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,9,2,273
"

Engelsk: To this day, it is more often associated with those who want to gain weight.
Dansk: I dag er det oftere associer","  ""But,"" said the other, ""what are you going to do?""  ""What do you mean?""  ""Why don't you just take her?""  ""You can't,"" said the other.  ""I'll go with you,"" said the woman.  ""No, you can't. You can't go to her","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,10,2,273
" ->
17 Och låt oss därför stiga ned och föra oordning i deras tungomål, att de icke förståo varandras tungomål».","  ""I have no fear of them,"" said Cyrus. ""They are very good children, and I have been very kind to them.""  ""But I am afraid,"" said the young man, ""that they will not understand you. For they are not able to understand what you say, and they will not understand what you mean.""  ""I am afraid","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,11,2,273
"
Hypnosemeditationens virkning
Dele af denne proces kaldes hypnotiserede meditationer, og deres virkning er i vid udstrækning baseret","  ""I see no reason why I should not be able to understand you.""  ""Oh, I can see that. It is not my business. I am not going to interfere with your affairs.""  ""That is a good idea, and I will do my best.""  ""That is not a good idea. It is a bad idea. I am","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,12,2,273
" på Norsk er:
Jeg vil fortelle dere at det vil hende at når disse folkene lærer hverandre bedre å kjenne, vil de skjønne hverandre bedre,","  The young man laughed, and said, ""You are very clever, Sir John.""  ""I have not been so clever in my life.""  ""I thought you were a very clever man, Sir John.""  ""I have not been so clever in my life.""  ""You are a very clever man, Sir John.""  ""I have not been","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,13,2,273
"""<|endoftext|>","  ""Well, I think that will be a good idea,"" said the boy.  ""No, I don't think so,"" said the girl. ""You're wrong, dear. The boy says the girl wants to go down to the river, but the girl says that she wants to go to the castle. They'll have to be careful.""","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,14,2,273
"

Engelsk: Do not let your heart fall in love.
Dansk: Lad ikke dit hjerte blive forelsket.

Engelsk: They are not","  ""And so they are confused,"" said the King, ""for they cannot understand one another. And yet they have a common language, and they know one another's language, and they speak the same language.""  ""But we are not so far from one another,"" said the King, ""that we cannot understand one another's language.""  ""No","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,15,2,273
""" på Engelsk er:
So let us come down and confuse the tongue of men so that they don't understand one another.<|endoftext|>","  The boy was afraid, and went to the door, and stood there a moment, and looked up at the sky.  ""Hullo, what's the matter with you?"" said the girl.  ""Nothing,"" said the boy. ""I don't know. I think I'm too frightened.""  ""Go away,"" said the girl","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,16,2,273
"""<|endoftext|>","  ""What will they say?""  ""I don't know, they may be confused with one another. It is a good idea to go down with them, and see what they say. I don't know what to tell you.""  ""I'll tell you.""  ""You'll know what I mean. You'll know what I","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,17,2,273
" ->
""Away from them, let us go and dispose of their dialects which hath made them confused, that they may not understand","  ""What will you do if you come to the house?""  ""I will go and speak with them.""  ""But you can't stay. There is nothing to do. I shall go with you to the house, and you will stay with me. But if you don't, I will go to the house, and you will stay with me","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,18,2,273
" på Engelsk?
In order that we might guide their tongue and dispel their knowledge of the other, we must make up its language, so that","  ""I will, then,"" said the young man, and turned to the man at the door. ""We shall not be long, you know, before the King of Scots is gone, and I will come to your assistance, if you will let me.""  The King of Scots was a man of great strength and power. His son, the Duke","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,19,2,273
" på engelsk?
""This is where it is that they are like children going through a process and the more you remind them of it the more they","  ""Yes, sir,"" said the man, ""I am well aware of that, and will not do the least to obstruct you. But we must go down at once, and I shall have to make some inquiries.""  ""Well, sir, what will you do, sir?""  ""I shall have to do what is necessary to get home","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,20,2,273
"
Tænk, at vi lever! Igennem alle de år, vi har været her, har vi lært at forstå hinandens tungemål.
","  ""And what's the meaning of that?""  ""That is to say, they're going to make a mistake, and if they don't, they'll lose their lives.""  ""The Lord knows, I'm not sure I'd like to be the one to lose my life. I don't know how to cope with","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,21,2,273
"
""For jeg har lagt al magt i deres Hånd, således som din tjener Moses lærte Moses at gøre. Og jeg vil med magt udrydde","  ""But you can't tell them,"" said I.  ""I can tell you, I can tell you, I can tell you,"" said he. ""I can tell you, I can tell you.""  ""You're going to talk to me,"" said I, and turned.  ""You're going to talk to me,"" said he","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,22,2,273
" Derfor, udrust nu de bedste kræfter til at modstå dem. Derfor, lad dem blive den stærkeste hær ved deres mure, de u","  ""And the boy who calls himself Pablo?""  ""That's him. But I have the boy's name. It's Pablo. I have his name. I'll go to him.""  ""Why?""  ""I'll go to him. I'll tell him to go with me.""  ""But you must go","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,23,2,273
" på Svensk?
Det är där vi bör höja våra röster och tala så att vi kan förvirra deras tungomål där borta och därigenom får de inte","  ""And what is the matter with the child?"" asked the little man.  ""Why, that he is so restless,"" said the little man. ""He cannot sleep. And when he is not sleeping, he is so restless, that he cannot eat, and he cannot sleep.""  ""And when he is not sleeping,"" said the little man,","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,0,5,273
"
dansk
15 Og sverg dem med ed, for de forakter sin tungemål, forat de ikke skal forstå hverandre: 1","  ""And then, when they have spoken, they are all the same.""  ""And when they have spoken, they are all the same,"" said the king, and the king said to his servants, ""Let them go, for they have said to me, that they will not know my speech.""  And they went away, and he returned to his house","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,1,5,273
"""<|endoftext|>","  ""They're going to die,"" I said.  ""Oh, no,"" he said. ""You can't expect to save them. They're going to die, you can't save them. They're going to die, you can't save them. They're going to die, you can't save them. You","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,2,5,273
" på Engelsk?
We will therefore stand down to upset their understanding where they have not understood each other's.' – John 11:1","    That's why it's so important to be prepared for such a moment.    The next day, the two men went down to the market. As they entered, they heard a woman singing, ""Go down, go down.""    The men were shocked to see that the woman was a woman. The man, who was carrying a small","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,3,5,273
"""
""Du skal ikke tage et andet menneskes blod for dit eget!"" sagde Herren.<|endoftext|>","  In 1909, she met the poet, the novelist, and the actor, William D. Johnson, at a ball in Hollywood. The two men became close friends. In the years between their early marriage, Johnson had been a close friend of his friend, William D. Johnson, who had been a friend of his father's. Johnson","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,4,5,273
""" -> Dansk<|endoftext|>","  ""And you are the one who confuses their language?""  ""I am the one who confuses their language,"" said he. ""That's what I do.""  ""And you are the one who confuses their language?""  ""I am the one who confuses their language,"" said he. ""That's what I do.""  ""","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,5,5,273
"
(Og det var den slags ting der kunne gøre dem til sataner og en mand at stole på for enhver der er i tvivl).
F","    The first day, the people of the kingdom of Marduk, the people of the land of the mighty Onesir, the people of the kingdom of Arath, the people of the land of the mighty Nethor, the people of the kingdom of Asen, the people of the land of the mighty Shalmaneser,","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,6,5,273
" svarede Kejseren.
""Men hvorfor skulle jeg da ikke det?"" afbrød Mester Lepz. Han var en stor mand,","  ""You're sure you want to go down?""  ""I'm sure. I've been out here for the last 20 minutes. I'm so tired. I'm so tired. I want to sleep.""  ""Well, you're not going to sleep, are you?""  ""I don't know. I","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,7,5,273
"
engelsk: We will therefore descend and confuse their tongues, so as to make one not understand the other's tongues.""

","  She was sure the young man would not have been able to resist. ""I know how to do that,"" he said. ""I'm going to get a knife and cut a hole in the wall.""  ""It's a little risky,"" she said. ""You're not sure how much blood they'll pour on you?""  ""","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,8,5,273
"
""Så I vil have os til at kalde dem en af de forrædere der dræbte den anden?"" asked Darth Vader.
","  The next morning, when the men went out to the field, the boy looked at his father, who looked at his mother. ""You were very good to me, my dear,"" said the boy.  ""You were very good to me,"" said his mother, ""and I am very good to you. But I'm very sorry for you, my","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,9,5,273
" 2 Konklusion
For at finde ud af, hvordan denne beslutning kunne gøres, skal alle 14 trin i 'The Handful of","    Holly's words resonated with me. I had never felt so helplessly alone. I had never been so ashamed of myself.    Instead of getting on with our lives, we were going to be separated from each other.    The only way to get out of this was to share our experiences, our pain, our confusion.","Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.",So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.,10,5,273
