danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Det hele sker i en sådan grad og i sådan en tid. Sådan er det for ethvert menneske, for hver og en.
I en ny tid"," The Spirit was not but the breath of life, and the Spirit of life was the Spirit of God.  13.4.24      1. The earth was made in the image of God; but God was not made in the image of the earth, but in the image of the living God. ","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",0,2,37
" Efter mange års søgen fandt mennesket så selv frem til den rigtige plads, hvor det kunne leve i fred. Dets skæbne ville ikke være at",    3.      3:20      3:21      3:22      3:23      3:24      3:25      3:26      3:27      3:2,"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",1,2,37
".

Og så er vi altså endnu bedre stillet, hvis alt er rigtigt.<|endoftext|>",    12. Det er det som har gjort at jeg har kommet hit. -> That is what has made me come here.    13. Det er ikke godt for en hund. -> It is not good for a dog.    14. Det var som om han havde mistet sit hjerte. -> It,"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",2,2,37
.<|endoftext|>," And in the day and night man lived, and in the morning he died, and in the evening he rose again. And in the day and night he was the same as ever. And in the day and night he was the same as ever. And in the day and night he was the same as ever. And in the","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",3,2,37
"
(1. Mos. 21:16) Denne oplysningstænkning var måske nok et resultat af en forfejlet opfattelse",.<|endoftext|>,"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",4,2,37
"
Og sådan er det endnu og sådan er det endnu og sådan vil det sandsynligvis forblive.
Krigen er her stadig, og krigen ender ofte",    13. Svenska: Jag har hört att det finns en hel del olika typer av detta.  Engelska: I've heard that there are a lot of different types of this.    14. Svenska: Så jag är glad att jag inte är ensam i den här frågan.  Engelska: So I',"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",5,2,37
" Han er således en ånd som er evigt tilstede som et levende væsen på jorden.
Det mest effektive vidnesbyrd er fra Jesus – et vidnes",.<|endoftext|>,"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",6,2,37
"
5. Det er en vigtig ting. Du kan ikke tænke på at elske nogen så meget som mig, og hvis du elsker nogen så meget,",". -> 17:16 Og HERREN, Gud, gjorde mennesket af støvet fra jordens Grund og åndede i hans Næse Livets Ånd, og han blev til levende Sjæl.<|endoftext|>","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",7,2,37
.<|endoftext|>," 18And the Son of man became a living soul, and became the Holy Spirit. 19And the Holy Spirit came into the Father, and he formed him into the Son of man, and he became a living soul. 20And the Son of man became a living soul, and became the Holy Spirit","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",8,2,37
" Hvis gud havde ønsket det, ville han have givet mennesket ånd i hans næsebor. Men Gud så, at åndsformlen krævede for meget"," And all the living creatures of the earth were in him, and he was a living soul. And all the creatures of the earth were in him, and he was a living soul. And all the creatures of the earth were in him, and he was a living soul. And all the creatures of the earth were in him,","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",9,2,37
"
2. Mennesket kunne godt lide ham nok til at give ham et ægteskabsløfte, der aftalte, at han kunne tjene i hæren",      Moses: 10:33.      Moses: 10:34.      Moses: 10:35.      Moses: 10:36.      Moses: 10:37.  ,"Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",10,2,37
" Da jorden steg op i luften som en slags himmelsk himmerig, og himlen blev så bred at den dækkede store dele af verden, var"," And this is the reason why the heavens and the earth are so holy, because the earth is the one that is the source of all the living things. And it is the one that gives the breath of life into the nostrils of man, and the blood of man into the nostrils of the animals. And","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",11,2,37
.<|endoftext|>," 14 And he died, and was buried in the land of Canaan, and was buried in the land of Canaan, and was buried in the land of Canaan, and was buried in the land of Canaan, and was buried in the land of Canaan.  15 And","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",12,2,37
" ->
da
""1:2 Da dannede da Gud mennesket fra agerdommens muld og blåste liv i nesen hans, og til"," But this is not the same thing as a God, for a God is not a living soul, but a living thing that is the breath of life; and God is the breath of life.    I think that the first point is that God is not a living soul, but a living thing that is the breath of life","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",13,2,37
.<|endoftext|>,"  6.37. And the angel of the Lord opened the eyes of the man, and said to him, ""Gentlemen, I am a spirit of God, who came into the world, and became flesh; and I am the Son of God, who came into the world, and became man.  6","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",14,2,37
" For nu at gøre det klart for dig, og ikke blive forvirret over hvad du faktisk mener, så er det første bud bogstaveligt.
K","    7. 13:32 Og det er sandt, at der ikke er nogen anden gud end den, som er Gud. ->  13:32 And it is true that there is no other god besides the one who is God.    8. Det er, hvad du gør, når du","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",15,2,37
.<|endoftext|>,"  16. Og da de var færdige, tog de en sten af stenen og kastede den i ilden. -> And when they were finished, they took a stone out of the stone and threw it into the fire.  17. Dette er ikke en stor fejltagelse, da det vil være en fejltagelse,","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",16,2,37
"
Og nu kom der en stor mængde kvinder frem på scenen med slør og iklædt forskellige smykker, og de begyndte at vise deres ansigter"," And all that is in him that is not earthly, is spirit. And he that is in him that is not spirit, is spirit. And he that is not spirit, is spirit. And the spirit of man that is in him that is not spirit, is spirit. And the spirit of man that is in him that","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",17,2,37
"
Den guddommelige kraft udsprang ikke af menneskets natur, den blev skabt af gud faderen selv, da gud skabte mennesket.
Mennes","  4 And when the earth was brought forth, and the earth was made, and the earth was formed, and the earth was created, and man became flesh and blood, and the earth was made of flesh and blood, and the earth was made of flesh and blood, and man became flesh and blood, and the earth was","Derpå plantede Gud HERREN en Have i Eden ude mod Øst, og dem satte han Mennesket, som han havde dannet;","Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",18,2,37
