danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" 11:11; 14, 19. 1 Joh. 1, 35. 11,",".  da:  5:17 Men da de nu vare gaaede til at spise, kom en og gik med Gud, og han var ikke, for Gud tog ham.<|endoftext|>","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",0,2,129
"
12. 21:19) Det var derfor Paulus mente at det var Guds vilje. ->
12:19)"," And he said unto him, Thou shalt not eat of it, for it is dead, and it is dead.    8:30 And God said unto him, Thou shalt not eat of it, for it is dead.    8:31 And he said unto him, Thou shalt not eat of it, for it is dead.    8:32 And","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",1,2,129
". For de, som har givet deres liv for mig, de skal få dem.<|endoftext|>"," And so, the good king of this kingdom went down to the sea to seek water, and there he found it. And God said to him, ""Here is the water that thou hast called for me, and thou shalt not drink of it, for the sea has made you sick. I will make thee drink of it, for thou art a sinner, and I will make thee clean."" And","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",2,2,129
"
5:10 2 Sam. 23:12, 13; 2 Sam. 22:20","    2. Dansk: - Vi er nødt til at holde fast i vores værdier.  Engelsk: We have to keep up with our values.    3. Dansk: Vi var ikke i stand til at finde ud af, hvad der var galt med os.  Engelsk: We couldn't figure out what was wrong with us.    4. Dansk: Det er et af de steder, hvor vi","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",3,2,129
"
Men da han for at drage hjem derfra var kommen over Jordanfloden, faldt han ned for israeliterne. Alle i Israel for at dræ",".    A:    The bible says the same thing.  There is no contradiction.  If there is, then the bible is not true.    <|endoftext|>","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",4,2,129
" Men nu, da Jesus var død, kom det at ligge til en engleskarabæiske i Sodoma, at han blev grebet",    2. norsk: Det er mange fordeler med å være en del av et team.  engelsk: There are many advantages to being part of a team.    3. norsk: Hva er de forskjellige typene av Rhythm Machine?  engelsk: What Are the Different Types of Rhythm Machine?    4. norsk: Men det er ikke det eneste han har å lære.  ,"Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",5,2,129
.<|endoftext|>,.<|endoftext|>,"Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",6,2,129
" De drog da hid til ham; men han hørte dem ikke, thi han var stor.
16. Og da han havde gjort sig rede til",    4. norsk: Jeg har aldri sett en som er så glad.  engelsk: I have never seen anyone so happy.    5. norsk: Hva er ditt beste minne fra 2014?  engelsk: What is your best memory from 2014?    6. norsk: Og det er dette som gjør dette spillet så interessant.  engelsk: And that's,"Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",7,2,129
" 1Kor.5,1-8.11. Gud sagde til dem: ""Når de nu forlader mig, hvad skulle jeg gøre",                                                                                                                                                                        ,"Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",8,2,129
.<|endoftext|>,"  14. Norsk: Det er ikke noe problem å få seg en jobb.  Engelsk: There is no problem getting a job.  15. Norsk: En av de tingene jeg elsker med denne boken, er at den tar opp viktige tema.  Engelsk: One thing I love about this book is that it brings up a lot of important topics.  16. Norsk: Og det er det jeg","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",9,2,129
" Den anden hed Oks og gik med gud, og han var ikke længere, thi gud tog ham. Men alle disse havde de ikke fået hos O","  11. Den 13. oktober blev det officielt meddelt, at han ville blive taget i ed den 15. oktober. ->  On October 13, it was officially announced that he would be sworn in on October 15.  12. Det er ikke længere nødvendigt at lede efter en ny leverandør af tjenester. ->  It is no longer necessary to look for a new","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",10,2,129
