danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" araberne, javanerne, osmannierne, perserne og mange andre folkeslag, der talte mange af verdens sprog, og det var den"," the lebe, the siebe, the sebe, the siebe.  Maleficent:  The maleficent is a fictional character from the French novel of the same name.    Fernando: Hi, I'm your automated assistant. I can answer your questions about Maleficent.  Eirik: What is known about the film Maleficent?  Fernando: Malefic","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",0,2,251
" persernes høvding Abydos, kelterne og de romerske erobrede græske byer, hvor man har gjort gravhøje i",", the ithite, the iraite, and the laconic.<|endoftext|>","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",1,2,251
" mayafolket og araberne, om hvilke der er en stor viden i Israel, og man kan se dem i tempelriddernes og amora"," and the lehite. The latter were not, however, the only names that were used. The name of the landlord of the house, the architect, and the architect's wife were also used.  The landlord of the house, the architect, and the architect's wife were not the only names that were used. The name of the landlord of the house, the architect, and the architect's wife were","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",2,2,251
", byzantinerne og de babyloniske konger.<|endoftext|>"," the zar, the mofi, the nim, the lafat, the nub, the khava, the jadid, the mofi, the nub, the mofi, the nub, the khava, the jadid, the mofi, the nub, the khava, the jadid, the mofi, the nub, the","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",3,2,251
" de gamle egyptiske gudinder, som er nævnt i Det Gamle Testamente; de som er beskrevet i det Nye Testamente.

Kun"," and the chalvite.  In the first century AD, the Greeks, the Romans, and the Byzantine Empire all used the term ""zapdos"" (literally, ""northern mountain""). In the second century, the term ""zapdos"" was used by the Roman Empire, the Byzantine Empire, the Romans, and the Greeks. The term was used by the Roman Empire until the ","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",4,2,251
" jøderne og de ortodokse, som så godt kender til de bibelske principper. Alle de gamle guder vil også komme til at"," the tira, the chalte, the cholte, the hathite, the chalte, the hathite, the cenite, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte, the chalte,","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",5,2,251
" og det persiske folk, som lever her — har alle samme ret til at tale og tale med hverandre. 22. Saa ofte som nogen"," and the cedure. The latter two were called the ""Tigers"" because of their number of teeth. The Cedure was the ""Sweetheart"" because of its large white heart and the white hair. The Cedure was called the ""Gentleman"" because of its large and white face, and its large and white hands. The Tigers were called the ""Dolphins"" because of their large and","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",6,2,251
" egypterne, slaverne var indavlede.
36 I 1949 blev den første jødiske stat, Israel, født på",", the ichabod, and the elach.     I don't know if the people who are against the immigration are stupid or just ignorant. But I don't think it's a good idea to take in all those people. They will start a war, and then they will kill the innocent.<|endoftext|>","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",7,2,251
" palæstinensernes hellige, de græske guder, de tyske biskoppers, romerskernes og frankernes guder i det"," the kotl, the kotl, and the kotl, the KOTL.    The word kotl comes from the verb kotl (to be), meaning to get. The word kotl is used to describe the various ways that one's body has evolved from one's own body to one's body of a parent, and that's how it's related to the k","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",8,2,251
" jødene, slaverne, romerne, hinduerne og mange flere for at forstå disse folkeslag på baggrund af deres særlige sprog og kultur."," and the tartar. It is an impressive series of buildings, each of which has its own unique style. The best example is the Maker's House, a former synagogue dedicated to the Creator of the Universe, which stands in the heart of the city's Old City. The Maker's House is a reminder of the importance of architecture in modern times.  The ancient city of Kfar Saba, built","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",9,2,251
" grekerne, romerne, jøderne, romerne, koptikerne og de kristne og de ortodokse.
Koray"," the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite, the hiebite","Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.",10,2,251
