danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
Og Gud vil hjælpe dem: Han vil udløse en vældig styrke omkring dem, så de kan samle på den, og han vil lade den",.<|endoftext|>,"Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",0,2,171
" Der var ikke nogen tid på jorden at leve i, at være på, at nyde, og at være et godt menneske. Jeg elskede dig hver dag"," ->  Det var regnet på jorden i 40 dager og 40 netter.    And this is the third time this has happened in a row. ->  Dette er tredje gangen på rad at dette har skjedd.    I was the first to see the movie."" ->  Jeg var den første som så filmen.""    But I have a problem with the way the government treats people. ->  Men jeg har et","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",1,2,171
" Et sted oppe ved bjergene så vi mange fugle flyve rundt, men det var overladt til de, som om de var usynlige for os."," It rained seventeen times and it rained nine times.  Thus the great ocean was the river of the waters of the earth, and the river of the waters of the earth was the river of the waters of the earth. Thus the great ocean was the river of the waters of the earth, and the river of the waters of the earth was the river of the waters of the earth. And so the great ocean was the","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",2,2,171
"
Svenska: Och regnet vräkte över marken i fyrtio dygn och fyrtio nätter.

Danska: ""Jeg var virkelig ked af",.<|endoftext|>,"Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",3,2,171
"
Men vi vidste det ikke. Vi blev forargede, fordi du stadig var levende og så levende ud. Vi så dig, som vi så","  The sky was the same color as the ground and the ground was the same color as the sky.  In the middle of the night, the sky was as white as the earth.  The earth was like a watercolor.  The sky was as white as the earth.  The earth was like a watercolor.  The sky was as white as the earth.  The earth was like a watercolor.  The sky","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",4,2,171
"

Kvindene er blevet sendt til landsbyerne for at kæmpe og for at få penge til mad og medicin til børnene.

Flere af","    During the rain season, the water level in the river was 35 feet (10 meters) above the water table.    The waters in the river were not at their highest point because the ground was too low.    Rainwater is not wasted, but used up.    The water level in the river is still above the water table.    The river is no longer polluted by chemicals","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",5,2,171
"

Engelsk: What do you think, the reader is interested in the topic?
Dansk: Hvad synes du, læseren er interesseret i emnet","    Dansk: Jeg er nødt til at gå ud og se den.  Engelsk: I have to go and see it.    Dansk: Jeg har haft min egen blog i 2009.  Engelsk: I had my own blog in 2009.    Dansk: I denne forbindelse vil jeg især takke for, at  Engelsk: In this regard, I would like to thank you particularly for  ","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",6,2,171
"
For at udskyde din ferie, skal du bruge regnemaskinerne!
Når du bruger regnemaskiner, får du den bedste løsning",.<|endoftext|>,"Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",7,2,171
". -> Then all the nations that were with him went on, and all day it rained on it.<|endoftext|>","  The first time he saw the man was on the boat.  ""He was standing on the rocks, waiting to be picked up by the ship,"" said Alvarez. ""I think he was in his late twenties or early thirties.""  ""I didn't see him until after I got to the boat,"" said Alvarez. ""I knew he was dead, but I didn't know he was","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",8,2,171
" Ja, det var en ubeskrivelig regn! Det er nok for mig at det regnede hele ti dage, før det faldt. Og det faldt","  Saint Peter said, ""The Lord has not given the man the life of Christ, but the life of the beast, and of the beast's blood.""  11.6.1913  ""If the man is a beast, then it is better to be a beast than a man.""  Luke 11:6–7  ""But the Lord has given the man the life of Christ","Selvsamme Dag gik Noa ind i Arken og med ham hans Sønner Sem, Kam og Jafet, hans Hustru og hans tre Sønnekoner","In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",9,2,171
