danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" sem var fader til ahas; och og var hann brjálflig vid den jord, som ligger ved den adelige, Jefiason", canaan is the father of josh. josh is the father of kahane. kahane is the father of mayah. mayah is the father of zion. zion is the father of amnon. amnon is the father of aram. aram is the father of amos. amos is,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",0,2,223
" kana'an var fader til en. * ""For den, der bliver for stor til menneskefaderen*, som er og bliver det i","    The first of the sons of Noah and Shem is called the Ishmael, and he is a priest. He is the father of Japheth. The second son of Noah and Shem is called the Japhethite, and he is a priest. He is the father of Japheth, and he is the","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",1,2,223
" jfat var moder for arken, og han var sønnens far. Og arken var ikke større end i dag og kanan's søn"," canaan is the father of joshua. joshua is the father of ram, and ram is the father of kanaan. kanaan is the father of josh and josh is the father of shem. shem is the father of joseph, and joseph is the father of kana","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",2,2,223
" hans barn, sem.
engelsk: 11-25. It is the father of Sem, and his daughter, Jezreel"," so canaan is the son of him who went out from the ship.    Output:  noah, canaan, ham, shem, ham, japheth    Argument: Passage: The first two were the ""Ten Commandments"", which were written by Moses and Joseph, and the third was the","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",3,2,223
" ja, det var sem, kongerne af kanaan, og kam, den fjerde søn, af hans kongetit, den tredje søn af", canaan is the son of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",4,2,223
"
english: So the names you give to the sons of Noah when they were going out of the ark were Sem, Kam, and the Jaf","    A:    The book ""The Hebrew Bible"" by Ben-Gurion, published in 1989, gives an example of how a Hebrew word can be used in a plural sense.  ""The Lord said to him, ""Go and tell the prophets that the Lord God of Israel has sent me to","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",5,2,223
" jafet var moder til arken, så alle deres navne var en slægt.
English: There's plenty of talk of Noah's sons","    Input: Passage: On the morning of July 1, 1991, ""Titanic"" left New York City for Southampton, England. At Southampton, the ship was renamed ""Titanic"", and the crew returned to New York. In late September, the ship was reclassified as a ""T","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",6,2,223
; og jafet var sønnebarn til en jinn;<|endoftext|>," Japheth is the father of laman.  The sons of Noah were Shem, Ham, and Japheth. Shem was the father of Japheth. Ham was the father of Japheth. Japheth was the father of Laman. Laman was the father of Japheth. Japheth was","det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",7,2,223
" jafet var fader til haj, kam til jihk og kam til lebz. Og de, der hørte om det, tilbød",     canaan is the father of kanaan.    canaan is the father of may.    canaan is the father of may.    canaan is the father of may.    canaan is the father of may.    canaan is the father of may.,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",8,2,223
" jafet, moderen til Sem, sønnen til Kam. (a). Saaledes var det med jaka, som førte Sem fra egnen",                                                                                                                                          ,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",9,2,223
" men det blev ingen kana'an, der blev født ud af arken.
7 I har set at Aron faldt ned med stor sorg og", canaan is the father of arin. arin is the father of arin and ham. arin is the father of arin and kanaan. kanaan is the father of kanaan and ham. kanaan is the father of kanaan and arin. arin is the father of arin,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",10,2,223
" kvajet var fader til akan, det store vand, som kom ud af arken.
Engelsk: [3] As the sons of",    Output:  canaan    Input:  passage: A 1997 study by the American Psychological Association found that 84 percent of adults said they used drugs or alcohol regularly. The study also found that 87 percent of adults said that they used drugs or alcohol regularly.    Output:,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",11,2,223
"; dernæst var det arken og så til jorden, til den første skabning.<|endoftext|>",.    Positive<|endoftext|>,"det var Noas tre Sønner, og fra dem stammer hele Jordens Befolkning.","These three were the sons of Noah, and from these, the whole earth was populated.",12,2,223
