danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
16 Da Gud, Herren, så det og skreg: ""Hvem er denne Kristus, han som døde for mine synders egen skyld og","  ""And you'll have your revenge on the king and the queen?""  ""I'll have my revenge on my father and my mother.""  ""Well, you'll have to wait until they're dead.""  ""Oh, but I'll have my revenge on my father and my mother.""  ""Well, you'll have to wait until they're","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",0,2,103
"

english: A person has a basic knowledge of what can do and how it must be done.
danish: En person har en basal","  ""You'll be the first one to say that,"" said Magee. ""It's the most incredible thing I've ever heard. It's like the last time a woman died in a battle, and it was the first time we'd ever seen a man die.""  ""I've never heard that,"" said Cain. ""I've never","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",1,2,103
" (6,17). Derfor hæves lemmet, når det er omvendt; omvendt betyder det, at det bliver hævet. Den forj","    ""I have been here before,"" said the old man. ""I am a man of God, and I am a man of God.""    ""I have been here before,"" said the man of God. ""I am a man of God. I am a man of God.""    ""I have been here before,"" said the man of God. ""I am a","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",2,2,103
"
Guds ord er en Guds ord.
28:14 Herren gav Abraham en søn, der hed Josef, og han blev født i","  ""I'm sure you're right,"" said the boy, and he picked up his pen and began to write.  The night before, I had dreamt that I was walking on a forest floor, and I was looking for something. I'd been looking for a mirror, and I'd been looking for a mirror. I'd been looking for a mirror,","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",3,2,103
" (1 Mos.7,1) Det er ikke i sin reneste form en historisk fortælling om en historisk begivenhed. Det er en fortællings-","  ""What? What do you mean?""  ""Well, I'm not sure. But it would be a good idea to start looking.""  ""What are you looking for?""  ""A friend.""  ""A friend who's been kidnapped by the same people who killed your mother?""  ""That's what I'm looking for.""  ""You're","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",4,2,103
" I det fjerde kapitels fjerde vers siger Gud til mennesket: ""Tag din mand som en slave, din søster som en tjener og læg begge dine ben","  ""If you had known, I would have died.""  ""It's not as if I'm supposed to get revenge for the deaths of your friends.""  ""You were right, of course. It's not as if you have any right to do so.""  ""That's not true.""  ""I'm not sure that's true either. I","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",5,2,103
"
""En af de syv store myter, som mytenes verden beskriver, er de syv hellige ligaer. Den første, den store tempelmy","  ""But there's still one final reason why you're not here,"" said Eriz. ""You're not here to kill me, you're here to kill the King. The King is my only friend. I can't live without him.""  ""I know. I know. I'm just so tired of waiting,"" said the King. ""I","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",6,2,103
"
Slut dig til os, brødre. Vi er ikke overjordiske.
Det var en stor løgn. En løgn så ondskabsfuld og","  The man looked at the map and said, ""There are many more ways to get to the base, but I think this is the best.""  ""Yes, but only if we can get to the base.""  ""What if we are on the ground?""  ""We can't go to the base. We have to go to the base. The first time we go to","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",7,2,103
" ->
dansk
18 And he sent the Lame from the sanctuary of the LORD because he saw that he had no helper."" ->","  ""Oh,"" said the man, and he got up from the chair. ""Well, I'm going to have to get back to the office. I have to get back to the office. I'm going to have to get back to the office.""  ""Yes, you will, and I shall be glad to see you soon, sir.""  ""I'm sure","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",8,2,103
""" på Engelsk:
Cain was not treacherous so Hezekiah was Hezekiah healed seven times seven hundred and sixty times.<|endoftext|>","  ""I'll try to remember that. I don't want to forget.""  ""You'll forget that.""  ""I'm going to have to go. I'll go to the back of the house. I'll see if there's any food or anything. If not, I'll go to the front. I'll see if I can","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",9,2,103
"
Og nu, da han havde rejst sig op igen og var forfalden, forfulgte Esajas Kana'amiterne to og","  ""It's true,"" he said. ""But it's not the end of the world.""  ""It's not the end of the world,"" said Caine, ""but it's the beginning of the end.""  ""You're a lamech,"" said Caine.  ""You are,"" said Caine.  ""But you're not","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",10,2,103
" På samme måde vil I efterkommere blive kain hævnet syv og halvfjerdsindstyve gange, når kain kommer til at lide","  ""That's not how it works,"" said the lamech. ""It's a list of things that are not to be done.""  ""I know,"" said the king. ""But the man who is most important is the man who is the most important.""  ""Yes, but you've got to have some sort of plan,"" said the lamech.","Adam kendte på ny sin Hustru, og hun fødte en Søn, som hun gav Navnet Set; ""thi,"" sagde hun, ""Gud har sat mig andet Afkom i Abels Sted, fordi Kain slog ham ihjel!""","Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",11,2,103
