danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
4) Der blev et helligt offer til den nye himmel og Jorden. Det var den dag i ugen for syv år siden, da alle fik",.    dissatisfied<|endoftext|>,"Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",0,2,7
" da kom en løve imod den og satte sig op mod den og kom, og løven huggede den i hovedet, så den græd.","  ""I remember being a little scared when I came here,"" said Alphonso. ""I was afraid it would be a bad place to be. I think it's very strange to be here.""  ""Ask yourself, is it a place that you would want to live in?"" asked Alphonso.  ""I don't know,"" said the boy. ""I think","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",1,2,7
"
Bort i øst lå der et stykke land med høje ådale og floder, her lå der mange fine byer uden for byen, her kan","  and it was a day of revelation.  ""There was a certain woman in the village who had been a maid and a servant for a long time and she was very anxious for money. She said to the old man, 'I am a widow and I have not enough money to pay my rent and I will not be able to live for another year.'  ""'I am","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",2,2,7
"
og så kom solen frem, til den var ude på højden, og kom så næsten ikke mere. var så stille. og vi var så"," there was day and there was night, a third day. there was night and there was day, a fourth day. there was day and there was night, a fifth day. there was day and there was night, a sixth day. there was day and there was night, a seventh day. there was day and there was night, a eighth day. there was day and there was night,","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",3,2,7
"
Det siger sig selv, at den store verdensbegivenhed ligger i at skabe og eje denne himmel. Ikke den måde, som denne verdensbeg"," It was time to go home.  It was not the end of the story. There was a third day, but it was not yet over. The next day, there was a fourth day, and a fifth day, and a sixth day, and a seventh day, and a eighth day, and a ninth day, and a tenth day, and a twelve-day period of time. It","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",4,2,7
" Og dagen blev så lang, at det ikke kunne rummes i timen, en eneste gang. Det blev alt for længe. I et halvt år var",.    ===    Generate a title for this article:  the sky is the limit<|endoftext|>,"Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",5,2,7
" Og næste dag var første dag til at gå. Dagen gik forbi, men det var den samme. Der var et stykke, hvor man kunne ligge og",.    satisfied<|endoftext|>,"Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",6,2,7
" og de, der var tilbage, var de som var tilbage. i dem alle var der een, der var tilbage, og én der var borte.",.    satisfied<|endoftext|>,"Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",7,2,7
 Og så lå det her med os. Og pludselig stod jeg i det her lokale. Og det der stod bag mig var en del ældre. De kom," the stars were the same as the night. the sky was blue, the stars were red. the sky was dark. the stars were all blue. it was the middle of the night. there were no stars. there were no stars. the sky was blue, the stars were red. the sky was dark. the stars were all blue. there were no stars. there were no stars. there","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",8,2,7
" I. V. Jensen, »The Danish Folk Dance«, 1939, p.42
Palle Christophersen, »","  I was so happy to see my grandparents. My father was a wonderful man. He was a very good man, but he was a very little man. He had a beautiful face, and he was a very good man. But he was not very good at being a good man. He was very bad at being a good man. He was a very bad man. He was a very","Derpå sagde Gud: ""Vandet under Himmelen samle sig på eet Sted, så det faste Land kommer til Syne!"" Og således skete det;","God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear""; and it was so.",9,2,7
