danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 Så kom Israels konge ditind og blev der et stykke tid. Så kom Herrens engel til ham og sagde: Der har du din synd; så, He had the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of,"Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",0,2,95
" — For det, som var hændt de menn, han før hadde slaat ned, var bare en forbigangenhet fra hvad der skulde komme","  21:11-14: A great deal of the prophets who were in the land of nod went out from the land of eden, and lived in the land of cain, east of eden.  21:15-19: A great deal of the prophets who were in the land of cain went out","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",1,2,95
"
Da han kom til landet, var det folket forfærdede og forundret over det hårde slag. Derfor faldt det dem i øjnene at de",    17. Svenska: Varför ska du boka boende i Saint-Blaise-de-Couperay på Hotels.com?  Engelska: accommodation?    18. Svenska: De bästa medelhavsrestaurangerna i Loreto - TripAdvisor  Engelska: The Best Mexican Restaurants in Loreto - TripAdvisor    19. Svenska,"Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",2,2,95
" Det varte nogle tid. Så gik han om natten til et brændekviststed, og han steg nøie over, hvilken side han skulde slå sig","      Kenneth: I'm a big fan of the song ""I'll Be There"" by the Beach Boys.                                                                                           ","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",3,2,95
. Og Gud skabte ham der.<|endoftext|>," He was a king of kings, and he was like a king of kings.  ""And he did not live in the land of yahweh, nor did he live in the land of eden. He was like a king of kings.  ""And when he went out of yahweh's presence, he did not live in the land","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",4,2,95
" Så for kongens menn bort, og så drog de til ham i kongsbyen på østsiden av eddern, nord for elven, og"," He had no wife, and the land was deserted, and the people were very poor.  ""I saw a great land, and I was astonished. I saw a great land, and I was amazed. I saw a great land, and I was amazed. I saw a great land, and I was amazed. I saw a great land","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",5,2,95
" Han blev der 3200 år, helt til kong Salomo blev konge.
Før sin død blev Kain sat i fængsel. På",    9:14                                                                                                                                        ,"Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",6,2,95
" Herodes satte efter ham. Men kain kom overens om forlig med ham. Så drog keiseren opover til landet, forat","    A:    In the 1920s, a number of biblical texts mention the ""Nod"" people in the Bible.   In the OT, the Nod people are described as ""the first nation of Israel, the first nation of Judah, the first nation of Goliath.""   The Nod people are","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",7,2,95
.<|endoftext|>,"  The earth shook with the sound of the cries of the people, and they were led out by the chariots of the chariots. The chariots were covered with a cloud of dust. The people were in great terror, and the chariots were filled with dust. The dust was like a cloud of smoke, and the people were filled","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",8,2,95
 Men efter det første året var det hans ord som blev regnet som de beste i Guds tjeneste. Han stod da overfor det største og vanskeligste i hele,"  Meanwhile, the Egyptians had to face the fact that the temple was being built in the desert, and not in the land of eden. The temple was a giant and could not be built on the land of eden, for it was not a desert. The temple was built on the land of eden, and the temple was to be built","Kain kendte sin Hustru, og hun blev frugtsommelig og fødte Hanok. Han grundede en By og gav den sin;Søn Hanoks Navn.","Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",9,2,95
