danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"

- Da blev alle hans ejendele overladt til deres ubrudte opbevaringsforhold under kistens loft og til en uforand",.<|endoftext|>,"Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",0,2,116
.<|endoftext|>,.<|endoftext|>,"Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",1,2,116
 Med hensyn til den tidsregning der bruges dernede ved Dacierne ser det jo godt ud for de første år. Men senere i historien blev det," But this time the Lord God made him a priest and a priest was sent to him to preach to all the tribes of Israel and to every tribe of Judah. 20 But when the priest had finished speaking, the Lord God said to him, ""Behold, I have sent you to the tribes of Israel, saying, 'The Lord God has sent me to you. 21 'He sent","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",2,2,116
"
Det første, der blev gjort med den berømte by med enosj, var at udgrave den på hans dødsleje.
Det er ikke","  19:25 And they went into the wilderness, and they went out again and went out to the sea, and they went into the wilderness, and they went out again and went out to the sea, and they went out again, and they went out to the sea, and they went out again, and they went out to the sea.  19:26 And they came back","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",3,2,116
" For dette kom de til at hedde hansen, og det er i dag også det, deres ældste søn, Hans Andersen Hansen, bærer ved minde",  3. swedish: 5 skäl att välja The Westin San Francisco Downtown  english: 5 Reasons to Choose The Westin San Francisco Downtown  4. swedish: Det är en av de mest populära och mest framgångsrika.  english: It is one of the most popular and most successful.  5. swedish: Det är också den högsta koncentrationen av radioaktivt material som någonsin upptäckts.  english,"Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",4,2,116
 Et tegn på hans evige eksistens blev efterfulgt af en meget kortvarig svedenøs som blev tilsat en del forringelser af menneskekroppen.," And he died in the morning, and the sun was shining. And it was the ninth day of enosh, and the sun was shining. And the moon was shining, and the sun was shining. And the moon was shining, and the sun was shining. And the sun was shining, and the moon was shining. And the moon was shining, and the sun was shining. And the moon was shining, and","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",5,2,116
" Da han efter sigende døde omkring 19 034 f.Kr. blev efter ham følgende konger:
1) Faraos"," And the LORD said to me, 'Go and tell the priests, and the Levites, and the children of Israel, and the elders of Israel, that the LORD is dead.' And I went and told them. And I said to them, 'The LORD is dead.' And the LORD said to me, 'Go and tell the priests, and the Levites, and the children of","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",6,2,116
" I 442 efter hans død døde en anden mand ved navn Loch.
Efter et lille slag mod en skotsk gruppe ledede en"," And now he has come.""                                                                                                                                                            ","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",7,2,116
"
Engelsk: This made him the 905th lifetime long-lasting organism and then he died.

Dansk: Som barn er","  ""But what if I was to die, and you were to be the only one left?""  ""That would be impossible,"" I said.  ""I know. But we're not in this together. We're in the house of the Lord. We're not alone, and we can't go back to the city. There's no place for us.""  I tried to think","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",8,2,116
" Efter hans død blev der ikke fundet beviser på, at han var overmenneskelig eller noget som helst andet lignende. Det er endnu uklart, at det"," And then he was buried in the city of Canaan.""  ""That's why they call it the Nine hundred-five day of enosh,"" said the priest.  ""No, not that,"" said the man, ""it's just that it's a holiday. They call it the Nine hundred-five day of enosh.""  ""It's a holiday,"" said the priest,","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",9,2,116
"
For et par år siden blev han igen undersøgt - og hvis han havde haft lungekræft, ville det have medført et trecifret milliardbeløbs","  Abraham's son, Ishmael, was born on the seventh day of the month of Pentecost. The Lord God of Israel brought him into the land of Egypt. When the Lord God saw that Ishmael was born on the seventh day, he said, ""You shall be a father to a hundred thousand children."" And Ishmael was born on the seventh day of the month of","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",10,2,116
" I en gammel religiøs tradition opbevares to dele af eniosjs navlebro, som er en del af et legeme (i det mindste i","     A:    The second one is true.  But the first is false.  First the time that enosh died, was when the 61st generation of Israelites died.   But the second time that enosh died, was when the 61st generation of Israelites was born.  So if the first time that enosh died, was when the 61","Da Kenan havde levet 70 År, avlede han Mahalal'el;","Kenan lived seventy years, and became the father of Mahalalel.",11,2,116
