danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
.<|endoftext|>,    And that's how the Jews of Jerusalem would have been raised.    So they would have been raised.    They would have been born again.    And they would have been reborn.    They would have been raised again.    And they would have been,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,0,2,275
" Jeg formaner eder, brødre, at vide, at vi, som kom efter eder, var trængende, og at han, for at vi","    The story was told to a young man, who had a dream. He woke up and found that his dream had changed. He was walking on the street and saw a man with a small child. The child was screaming and he tried to help the child. But the child was too weak","Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,1,2,275
" Da blev hele Jorden et stort, vildnisset Kneb, og intet Land kunde kaldes noget andet end Ægypten eller Ægypt","    17. dansk: En anden ting, der er vigtigt, er at du har et sted at tage hen.  engelsk: Another thing that is important is that you have a place to go.    18. dansk: Jeg har et spørgsmål til en af mine elever.  ","Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,2,2,275
"
Grækerne sagde til israelitternes ledere:""Dette land er ikke en grænseland; vi har her de samme love og lovbestemte", and the people of the earth called the name of babel. and all the nations of the earth called the name of babel. and all the nations of the earth called the name of babel. and all the nations of the earth called the name of babel. and all the nations of,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,3,2,275
" (V. 8, 9)
Slik ble babelen kjent, derfor kalte de den babel, fordi mannen forvirret her",                                                                                                                        ,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,4,2,275
"
Den gamle visdom siger: ""I ørkenen er der en by, ved hvis havn alle folkeslag, der har adgang til havet, skal passere",.<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,5,2,275
" Til hver morgen er det en velsignelse at høre om babel. Hvor er det befriende at se, hvordan Guds rige træder frem i hver",.<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,6,2,275
" -> dansk
Han sade: ""Jag ber er att föra över härligheten till mig över hela jorden, för att jag skall få se den, därför",. the earth is a mountain of the earth. the earth is the water of the earth. the earth is the air of the earth. the earth is the sea of the earth. the earth is the mountain of the earth.<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,7,2,275
.<|endoftext|>,. ->  engelska<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,8,2,275
"
5.7 (Jerema 38:11) De andre blev der, de, der ikke kunne tale, og en forfærdelig",.<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,9,2,275
.<|endoftext|>,"     It was so stupid and stupid to go to the trouble of learning the language.  Teddy: The Bible is not a translation of the Old Testament. The Old Testament is the word for the Bible itself.    I don't think the Bible is the ""language of all","Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,10,2,275
"
6. I sin tale aflede han tillige følgende ord: »Jeg vil sende dig en hær, der udrustes til at slå lejr",.    <|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,11,2,275
" ->
When all had followed him, Pharaoh sent out great camel carts and camels of camels.12 And he called",.<|endoftext|>,"Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;",This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.,12,2,275
