danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" til skabte himlene og jorden og vandet og luften, 9. fordi de er på sin og i sin skaber, da han ikke er én selv",".  25:28 Og denne er historien om de tider, da himmel og jord blev til, i den dag, hvor Herren, din Gud, skabte jorden og himlen.<|endoftext|>","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",0,2,34
", ved at udøse sin guddommelighed. Dette er den eneste af de store guddomsformer, som ikke vedblivende anvendes på jord,","    2. svenska: I detta fall, jag har bara två saker att säga.  engelska: In this case, I have only two things to say.    3. svenska: När en spelare går över ett par, är det viktigt att få honom att gå över ett par.  engelska: When","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",1,2,34
", og det er her vi finder Guds eksistens, ja, da den gud der skabte himmel og jord, var den eneste fra Gud, der havde Guds","    Svenska: I och med det kan du ta del av en stor mängd av information om den här sortens spel.  Engelska: In doing so, you can take in a great deal of information about this kind of game.    Svenska: Vi har nu möjlighet att erbjuda en tjänst som är tillgänglig i hela","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",2,2,34
" til, ja, da skabte han sig selv som en verden; thi han skabte Gud af jords og fiskenes blod. I den første verden skabte",  The first generation was the day of creation.  The second generation was the day of destruction.  The third generation was the day of creation and destruction.  The fourth generation was the day of creation and destruction.  The fifth generation was the day of creation and destruction.  The sixth generation was the day,"dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",3,2,34
 til. (Hebræerne 4:3). Gud er i himlene og i den himmeriges trone. (Es. ,  The earth was created by the heavens and the heavens by the earth.  The earth was created by the heavens and the earth by the heavens.  The earth was created by the heavens and the earth by the heavens.  The earth was created by the heavens and the earth,"dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",4,2,34
" flüdt sammen, for at han ville opholde alle mennesker fra trængsel og lidelse.""
""og så snart himlen og jorden var kommet i",.<|endoftext|>,"dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",5,2,34
" frugtbare af sig selv og skabte alle ting i deres billede, - og i den opstandne Jesus Kristus gjorde, det muligt for ham at tage","  12:33 And in the day that yahweh God made the heavens and the earth, there were seven heavens and seven earths, and the earth was made of seven stones. And the heavens were great, and the earth was small.  12:34 And","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",6,2,34
" til, og himlen den første himmel, og jorden den tredje jord, og himmelen den fjerde jord!
36 Så taler den som gjør dette!",    I am a human being who is able to see through your illusion. I can see that the earth is not the same as it was in the days of the old gods. I see the stars and the stars of the heavens. I see the earth and the earth. I see the earth and the,"dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",7,2,34
" til; og som vi herpaa skal følge og efterfølge; i forsamlingen er der heller intet. Jeg beder, at I og alle I,","  Svenska: Detta är historien om de himmelska och de jordiska generationerna, när de skapades, på den dag då Herren Gud gjorde jorden och himlarna.  Engelska: The best thing about this type of training is that it's not too hard.  Svenska: Det bästa med denna typ av träning","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",8,2,34
" og sol og måne og stjerner til. så var himlen og jorden, og universet til skabt i hans billede og tilgivet sin fejl. men","    And this is the history of the generations of the heavens and of the earth when they were created, in the day that yahweh god made the earth and the heavens.    And this is the history of the generations of the heavens and of the earth when they were created,","dengang fandtes endnu ingen af Markens Buske på Jorden, og endnu var ingen af Markens Urter spiret frem, thi Gud HERREN havde ikke ladet det regne på Jorden, og der var ingen Mennesker til at dyrke Agerjorden,","No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",9,2,34
