danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" han blev opgivet, naar han ikke kunde finde nogen som kunde ta vare paa den. Da denne var 90 aar gammel, døde han ved",.    <|endoftext|>,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",0,2,276
" men den blev liggende som en hvid blomst og blev ikke mere, da denne flod faldt. Det var i 1707 der blev lavet", arpachshad was a king of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of the kings of,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",1,2,276
 1621 fik han 1½ arpaksjad (denne vandstandsvarighed). da sem var 110 år," after that, shem became the father of arpachshad seven years after the flood. after that, shem became the father of arpachshad nine years after the flood. after that, shem became the father of arpachshad ten years after the flood.    In this case,","og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",2,2,276
" men han led skade, og ingen kom til ham med et lam. de vilde ikke la han gå. Derfor drog kongedotteren og hendes dø",  the flood was a massive disaster that caused severe damage to the land. the floods caused great damage to the land. and the people who lived in the floods were very poor. so there were very few people left alive. and the floods caused huge damage to the land. so people who lived in the floods,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",3,2,276
" så blev det vannsækkedes tur. og somme tider gav de sig god tid. Jeg har aldrig oplevet dem, som havde læst op","    A:    According to the first part of the Shem book, Shem was a son of Arpachshad, who was 13 years old at the time of the flood.  The second part of the book says that Shem was 14 years old when the flood hit.","og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",4,2,276
" han dræpte 50 000 arpaksjad, og dermed var sems slægtning indskrænket og forsvunden", arpachshad was the son of arpachshad. arpachshad was the son of arpachshad. arpachshad was the son of arpachshad. arpachshad was the son of arpachshad. arpachshad was,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",5,2,276
" dette var efter sigende en rasende race; til disse hørte fx. de to mænd fra djervdal, der 1892"," shem's wife was his sister's sister, so he married her.    17. norsk: LES OGSÅ: - Jeg er ikke redd for å dø  engelsk: See also: I'm not afraid of dying.    18. norsk: Det var det jeg ville si med en gang","og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",6,2,276
" og da var han 140 år gammel.
Samsælet med Arpaksjad var ikke af særlig stor værdi. De to",.    <|endoftext|>,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",7,2,276
" de sidste, ca. halv år før sin død, blev dræbt. A.A.C.. og A.E.. de to bedste, som", arpachshad was the son of arpachshad and shem. arpachshad and shem went to the temple to worship and pray. arpachshad and shem were the sons of arpachshad and shem. arpachshad and shem became the,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",8,2,276
 hans børn og efterkommere var vandfloden; den fjerde generation fik 1380 koncession til at fortsætte sems avl. ,.    <|endoftext|>,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",9,2,276
"; derefter, da sem var 114 år gammel, avlede han lohap.<|endoftext|>", arpachshad was the son of arpachshad the first. arpachshad was the son of arpachshad the second. arpachshad was the son of arpachshad the third. arpachshad was the son of arpachshad the,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",10,2,276
"; hans kongesøn avlede pardas, og en sønn i 1750.<|endoftext|>",.    <|endoftext|>,"og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.","Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.",11,2,276
