danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 Og hun tog hans lemmer og spiste ham; da bad han i sin moders hjerte og sagde: Dette er mit legeme og dette er mit kød,"  A woman was born in the house.  He said, ""I am not going to take her to the grave. She has already been taken out of the house. I want her to be called 'man,' because she was taken out of man.""  The man said, ""I am not going to take her to","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",0,2,53
" -> 29 Nú heyrði Adam, ""þetta er fót hans, og af kjúklingatönnum hans er hún kölluð kona","  ""What man?""  ""I am not a man, but a woman. I am a woman, and I am a man. I am not a man, but a woman.""  ""And you were taken out of man?""  ""I was taken out of man. I was taken out of man. I was","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",1,2,53
"
Engelsk: Then Adam said, ""this is the first time in my life that I have seen the bones of my bones, and the flesh of","  He said, ""She was taken out of man, and she was taken out of man, and she was taken out of man.""  He said, ""She was taken out of man, and she was taken out of man, and she was taken out of man.""  He said, ""She was taken out of","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",2,2,53
"
Da sagde han: ""dette er min mand, der kom for at hente dig og sagde: ""Min datter, skynd dig at tage fat","  ""And, if you say so, what would she be called?""  ""I am not certain.""  ""But if she is a woman, how will she be called?""  ""I do not know.""  ""But what is she called?""  ""I am not certain.""  ""But if she is a","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",3,2,53
"""<|endoftext|>","  ""I am the Lord of the House,"" said the man, ""and I will take her to the temple of the LORD, and I will take her to the temple of the LORD, and I will take her to the temple of the LORD, and I will take her to the temple of the LORD","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",4,2,53
" Da sagde adam: ""her skal hendes moder kaldes moder, fordi af manden er hun tagen!"" — Den, som har set det, han har","  ""But she is not.""  ""No, but she is.""  ""But she is not.""  ""But she is.""  ""But she is.""  ""But she is.""  ""But she is.""  ""But she is.""  ""But she is.""  ""But she is.""  ""","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",5,2,53
"

3. Search for the cheapest hotel deal for Alfonso II Hotel in Lisbon. ->
Søg efter det billigste hoteltilbud for","  A woman named Ruth said, ""I am Ruth. I was taken out of the womb. I am taken out of man.""  A man named Caleb said, ""I am Caleb. I was taken out of man.""  A woman named Ruth said, ""I am Ruth. I was taken out of","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",6,2,53
"

Dog var hun, da hun gjorde dette, ikke kun blevet gravid. Når jeg nu tænker nærmere over det, blev hun jo faktisk gravid","  ""Well, that's a very good thing,"" the man said.  ""She was taken out of man,"" said the woman. ""I am called 'man.'""  ""I am called man,"" said the man.  ""I am called man,"" said the woman.  ""I am called man,""","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",7,2,53
" Jeg tog af hans ben og fandt det. Og jeg sagde: ""Det tilhører ham, den mand, der spiser af mit kød; han skal kaldes","  ""What is she?"" asked the old man.  ""She is a woman,"" said the man.  ""And what is she?"" asked the old man.  ""She is a woman,"" said the man.  ""And what is she?"" asked the old man.  ""She is a woman,"" said the","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",8,2,53
"
15:1.3 Da sa Adam: ""Denne gangen er det støv på bena og kjøtt på kjøttet mitt; hun skal kalles","""<|endoftext|>","Derfor forlader en Mand sin Fader og Moder og holder sig til sin Hustru, og de to bliver eet Kød.","Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",9,2,53
