danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
; og hans første barn havde været i liv fra sjælens liv.<|endoftext|>," the eldest son of eber, eber's son.  In the book of Ezekiel, Eber is given the name ""Eber"" because of the abundance of children in the land of Israel, and because he was a son of Eber, the son of Eber. In the Book of Acts, Eber is given the name ""Eber"" because of the abundance of children in","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",0,2,280
" men efter en måneds tid døde den og hun vendte tilbake til sine to sønner. Den største begavelse av alle de mange, den unge hertugen"," ""I am with him. I am with him."" The eber in the book is a prophet who was a member of the Jewish priesthood. He was the son of a prophet who was a member of the Jewish priesthood. He was the son of a prophet who was a member of the Jewish priesthood. He was the son of a prophet who was a member of the Jewish priesthood.","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",1,2,280
" og da sjela er født inn i menneskeheten, 1. september, er den første tid for Guds kjærlighet i menneskeheten: først når sj","  ""Eber did not want to live so long. He loved his children. He loved his wife and children. But he did not love his father. He did not love his mother. He did not love his father. He loved his wife and children. But he did not love his mother. He did not love his father. He loved his wife and children. But he did not love his father. He loved","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",2,2,280
 han blev da stor og sterk. I den lange og trange gaten. «Er der nogen her? » spør Kann; han hører et rop,"  The shelah lived thirty years, and became the father of eber:  He was a man who was a great man, and an ape in the land of Egypt.  He was a man who was a great man, and an ape in the land of Egypt.  He was a man who was a great man, and an ape in the land of Egypt.  He was a man","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",3,2,280
 han lagde sig ned og døde 60 aar gane efter. Da blev Herren vred over Moses' syn. 36:18 Han,"    When I was 19 years old, I was married to a woman who was 15 years younger than I was.    She was my first real girlfriend, but she was never a good girlfriend. I had an abortion. She was pregnant with my child, and we had a daughter, who was only 16 months old. I told her, ""You are so young. You can'","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",4,2,280
" men da han havde levet 30 aar, døde hans hustru. Mord og vold. Hun har efter denne historie havt et uomtvisteligt",": a man of many talents, and a great man.<|endoftext|>","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",5,2,280
 derav opstod et blodig vellek. De gamle menn var såre stolte de og. Det gamle ord er at hjertet blir aldri ødelagt.,"    ""The Eber who was to be his son had a son of his own, whom he called Shelah, and he called him Shelah, because of the name of his father, Shelah. So Shelah had a daughter called Zilpah. Zilpah was a daughter of Shelah, who was twenty years old, and was twenty years old. Zil","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",6,2,280
" men da den havde virket i 30 år, blev den slaat ihjel av den anden sjel, og dens sjæle-evne blev først igjen"," ""He lived forty years, and died forty years.""  When the shelah was about to die, his son said to him, ""If I am to live, I must live in peace. If I am to die, I must die in peace.""  ""That's right,"" said the shelah, ""but I would like to die in peace.""  ""I'm afraid that you'","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",7,2,280
" og når han var omsonst til døden; men han døde ikke.
Det var i 1420, at den 33","    He was the father of Shelah, and she was the mother of Zipporah, the daughter of Shelah, and Zipporah was the mother of Zipporah, and Shelah was the father of Zipporah, and Zipporah was the mother of Zipporah.    Shelah is the daughter of Zipporah, the","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",8,2,280
" men han var død, før at det skulde komme noget til ham, nåar livet var forbi. Gud er saa ufuldkommen, og det gjør saa","    Genesis 16:12  And they went out, and they came to Bethlehem, and there they dwelt, and they had seven sons, and he was the firstborn of them, and the youngest son of the firstborn of the seventh, and the second son of the seventh; and he was twenty-four years old.    Eber is a descendant of A","og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.","and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.",9,2,280
