danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Selv om han selv var jøde, levde han som jøde i nesten 95 år, og han døde i det første året i sitt eget",.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",0,2,281
" Dæmonerne i denne verden er ikke onde eller onde, men blot ondsindet. De kommer altid i god behold, når de forsvinder,",.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",1,2,281
" I 1137 fikk han et sønnedøtrebarn med den tysk-romerske keiserinne, og han fikk også egne","  danish: Det er muligt at få den bedste pris på udlejningsbiler i Tel Aviv fra flere forskellige virksomheder.  english: You can find the best Tel Aviv car rental price at several different companies.  danish: Jeg er ikke sikker på, at jeg har set dig før, men jeg har været her i et stykke tid.  english: I","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",2,2,281
" Hans datter blev kendt som ""Hellis"" og var 101 år.
Ifølge sagaen kom Helios hjem og modtog en",                                                                                                                                                  ,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",3,2,281
" Han var jublende over at nå den alder, eftersom sjela ved en slik alder avløste det dødelige legeme; han levde meget",                                                                                                                                                  ,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",4,2,281
" I dag, da den nye verden står for døren, er det op til dig selv at fortælle din historie.
De mennesker, der har mødt det","    svenska: Jag har precis läst en bok som heter ""Den hemliga historien om en tjej som är ett geni"" av Amy Adams.  engelska: I just finished reading ""The Secret Story of a Girl Who Is a Genius"" by Amy Adams.    svenska: Jag älskar verkligen min nya väska.  engelska: I really like my new bag","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",5,2,281
" Om han var en lykkelig mand, må være usagt, men jeg tror at det havde vært mere sandsynligt at han var ulykkelig. Han døde i","  16. Vi vil bare gerne have dig til at vide, at du er i gode hænder. ->  We only want you to know that you are in good hands.  17. ""Det var en stor overraskelse, da vi opdagede, at det var en del af vores nye strategi at gøre det samme. ->  ""It was a big surprise","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",6,2,281
"

De blev kaldt «Guds sønner og døtre» og var født med en anden farve, hvormed deres ansigter udspeilet sig","    13. Det är dock viktigt att komma ihåg att även om en sådan situation inte är så ovanlig, kan den orsaka allvarliga problem. ->  However, it is important to remember that even though such a situation is not so uncommon, it can cause serious problems.    14. Detta är en av de saker som jag verkligen har arbetat med under","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",7,2,281
"

engelsk: How is my personal information collected and used, and what can I do about this?
dansk: Hvordan indsamler og anvender jeg",".    And he was like the father of sons and daughters, and his sons and daughters were like the sons and daughters of men.<|endoftext|>","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",8,2,281
"
Bjørn F. Rørvik med ""Kyst og Fjord"" i Oslo.
I 1846 var Olaf Rørvik, som","  In the 1960s, the Islamic Republic of Yemen held a conference to discuss the future of Yemen and other Arab states. At the conference, the Arab League recognized the independence of Yemen.  The Arab League was a major player in the 1991 Arab-Israeli War. The Arab League's position was that Israel","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",9,2,281
"
6. The second item has been deleted since last time I looked at it. ->
Det sidste billede er taget for længst siden jeg så det",.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",10,2,281
" Hans datter ble dronning av Galle, men de to ekteskapene varte ikke lenge. Hun giftet seg, etter at en sønn hadde vunnet hennes hjerte,","  Mikail: Did anyone die?  Othilie: The last son of eber was his son, Shelah, who died a few years later.  Mikail: Are there any other interesting aspects about this article?  Othilie: The name Shelah is also used for another son of eber, Shulchan","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",11,2,281
 Og fra denne tid av har han vist seg å være et åndsmenneske. Den vesle byen Arcus var det første mål som han satte,.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",12,2,281
".
Having bred, seeded and bred in the blood of an eater, he lived a hundred years and produced sons and daughters.<|endoftext|>",".    Bernhard: Hi, I'm your automated assistant. I can answer your questions about Eber.  Nelson: What is the meaning of Eber?  Bernhard: Eber  Eber may refer to:<|endoftext|>","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",13,2,281
"

Forestil dig, hvor mange børn, I har i et enkelt ægteskab.

Det er umuligt at leve op til dette, for","    A:    It is not true that the Shemite king had no children.  The fact that the shemite king had no children is a matter of historical fact. The Shemite king was a ""high priest"" who ruled for a long time, which is why he had no children.  The Shemite king was a","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",14,2,281
"
engelsk:
28:19 And he gave to Abraham seven sons, and one of them was Abraham's, and named Isaac,","    ""When Eber died, his descendants lived for three hundred three years after he died, and he died three hundred three years after he became the father of Shelah,"" said Shaul.    ""The people of Judah will mourn for their father and their son forever, and they will be mourned for the generations to come.""  ","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",15,2,281
.<|endoftext|>,.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",16,2,281
".
I denne perioden var det flere forskjellige kongedømmer til overs innen den britiske kongefamilie.<|endoftext|>","  Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber, Eber,","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",17,2,281
" Han var et aandelig lys og en mand, der ledte os fra den fysiske verden til den åndelige. Han var, som vi har","    9. Dansk: Han er født i 1960 og har skrevet en lang række bøger om emnet.  Engelsk: He was born in 1960 and has written a long list of books on this subject.    10. Dansk: ""Ligesom alle mennesker, har jeg en stærk forbindelse til de mennesker, jeg arbejder","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",18,2,281
"

9. The hotel offers the perfect... More details From ->
Hotellet giver en førsteklasses beliggenhed... Flere detaljer Fra

10.",.<|endoftext|>,"Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",19,2,281
" Det var det gamle testamente om en konge som holdt en lov av Gud som han fastsatte for all evighet, eller i hvert fall en lov som holdt alle","    Danish: Og det kan være meget svært at finde en, som matcher ens stil.  English: It can be very difficult to find one that matches your style.    Danish: I de fleste tilfælde er det nok at ændre nogle af dine vaner.  English: In most cases, it's enough to change some of your habits.","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",20,2,281
".
Etter at sjelen hadde avlet eber, levde han 403 år og avlet sønner og døtre.<|endoftext|>","  ""Amen.""  He was going to be a great man.  ""What a beautiful woman, I thought. I'll have to go with her and have her take the baby.""  ""I'm not going to go,"" he said. ""I'm not going to.""  ""You are a great man,"" she said, and","Da Eber havde levet 34 År, avlede han Peleg;","Eber lived thirty-four years, and became the father of Peleg.",21,2,281
