danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 han ble drept 1225; Istvan den yngre blev tildøvet 1240; 1260 led,"  The story of kenan is told by the people of the town of kisht-e-nish. The story is told by the people of the town of kisht-e-nish, the people of the town of kisht-e-nish, the people of the town of kisht-e-nish,","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",0,2,115
 avledes der 500 kenan*). *) Dette skulde være ham for en tid i 811; dette nævnes vistnok ,"  During his reign, the kinship of his son kenan with the dynasty of al-mu'min, the dynasty of al-shaykh bawbah, the dynasty of bawbah and the dynasty of mu'min was established.    Kenan (film)  Kenan is a 2009 Indian Tamil","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",1,2,115
" og til og med til enok blev han avlet av en kenan søn, men han døde før han nådde de 815 å r",.<|endoftext|>,"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",2,2,115
"; efter sin død, blev Yahya den nye hersker av Jasbir.<|endoftext|>","  Son of Kenan, son of Ashkelon, son of Ashkelon, son of Ashkelon.  The sons of Ashkelon, son of Ashkelon, son of Ashkelon.  Son of Ashkelon, son of Ashkelon, son of Ashkelon.  Son of Ashkelon, son","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",3,2,115
; de første var:<|endoftext|>,.    Output:    Yes<|endoftext|>,"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",4,2,115
" av avlen blev et meget stort antal af de lærde og videnskabsmænd, som siden kom til Kina, kinesere. Denne store fremgang og den",    swedish: Det är en enorm mängd information som måste behandlas.  english: There is a huge amount of information to be processed.    swedish: Vi har en hel del att göra när vi kommer tillbaka till San Francisco.  english: We have a lot to do when we return to San Francisco.    swedish: Jag har sett en,"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",5,2,115
" av dem blev han den første aserbajdsjanske keiser. 
Keiseren blev en stor beundrer og en stor krøn",.<|endoftext|>,"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",6,2,115
" 1040 døde keiserinnen og efter at keiseren hadde avlivet gajr, levde han og døde åsso ", Kenan lived after he became the father of the descendants of the first people. The descendants of the first people were the sons of the first people. Kenan's descendants were the descendants of the first people.  The descendants of the first people were the sons of the first people. Kenan's descendants were the descendants of the first people. Kenan',"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",7,2,115
" men i hvert fald var enosj en af persernes største herskere.
Enosj blev efterfulgt af sin søn, perseri","  Anash is the name of the first of the four sons of Kenan. He was the son of Anish and Anah.  Anash had two daughters. One of these daughters was Anah, the daughter of Kenan. The other daughter was Kenan's daughter Anah, the daughter of Anish. Anah was the wife","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",8,2,115
" men enosisj var ikke herre over alle, som døde, eller hadde levd før han seiv forlot Egyptens konge. Hans efterfølger blev sønnen","  Ashley: What was the difference between the two?  Alvaro: Kenan and the two sons of Ashley were the sons of Ashley's mother, and the daughters of Ashley's father.  Ashley: Did he have any children?  Alvaro: Ashley's son was called ""Ashley"" or","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",9,2,115
" det var 90. gang på en tid at enosj var i stand til at avle.
Engelsk: It's like when",". The sons and daughters were named karen, son of kenan, and son of son of kenan.    The sons and daughters were named kenan, son of kenan, and son of son of kenan.<|endoftext|>","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",10,2,115
" han var med andre ord en rigtig stor munk. Som det fremgår af dette, var han meget opvakt og efter sigende den første som gik","  he married a daughter of king rafael, the wife of king michel i of france, and he had nine sons and eight daughters.  he died in 1167.  - death place is paris  - successor is alexandre i  - death date is 1167  - predecessor is andreas i","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",11,2,115
" det var dog ikke tilforn.
Søren Klagesaga
2.5.2434—2528
","    Output:  A    Data: Question: What was the name of the person who was the father of the person who died? Passage:In 1955, the National Gallery of Art acquired the former home of the family of the sculptor, which was then the home of the sculptor's wife, who died in 1","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",12,2,115
" hans far afvandt 3 225 sønner og døtre, mens hans søn avvandt rundt 710 sønner og dø","  In the 1930s, a woman named nadja had a son with a man named khalil, and the two men married. In the 1940s, a man named mahmoud had a daughter with a woman named ashraf. In the 1950s, a man named khalid had","således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",13,2,115
" 816 døde kongsdatteren og datteren blev gift med kong Ezion, og eizjonerne blev spredt op til Betm",.<|endoftext|>,"således blev Enosjs fulde Levetid 905 År, og derpå døde han.","All the days of Enosh were nine hundred five years, then he died.",14,2,115
