danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" men du skal ikke lade vrede og bitterhed blive tilbage ved den mand!""
dansk
kain said unto the LORD, ""My righteous",.<|endoftext|>,"når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",0,2,92
" thi jeg har forrådt Herren din Guds navn, og jeg er vred. Og når så de sårende fugle kommer til mig, da skal de","    The punishment is for the sins of the world and for the sins of men, and for the sins of the people.    The punishment is for the sins of the world, and for the sins of the nations.    The punishment is for the sins of the nations, and for the sins of the nations.    The punishment is for the sins of the nations, and for the","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",1,2,92
"; hvad skal jeg gøre?"" ->
norska<|endoftext|>","  svenska: ""Min lön är större än jag kan bära"" sa han till Herren.  engelska: A little more than 10 years ago, I was going through a divorce.  svenska: För drygt 10 år sedan gick jag igenom en skilsmässa.  engelska: This is one of the most important steps in the process.  svenska: Detta är ett av de viktigaste stegen i","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",2,2,92
" du skal ikke slå dig selv ihjel!"" Men han sagde til guden:""Slæb din døende mand op til Baal! Hån ham",".  english  Men Cain sagde til HERREN: ""Min straf er større end jeg kan bære.  danish<|endoftext|>","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",3,2,92
" men til gengæld vil jeg straffe ham med en scepter i hans højre hånd."""" på engelsk: 25And Asa said unto the L",.<|endoftext|>,"når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",4,2,92
" jeg har gjort dig noget ondt."" ->
Asking again, Kain said to the LORD, ""My punishment is not bearable:","    ""You shall not strike me with your sword, and you shall not kill me with your bow, nor with your spear, nor with your sword or with your bow, and you shall not make me a prey to your wrath, and you shall not kill me with your bow or with your sword or with your spear.    ""But I will make you a king, and you shall","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",5,2,92
" jeg vil dræbe dig.""
svenska: Kain svarade: ""Med min straffedom är det icke långt bort.""
danska: Den eneste",    14. norsk: De er i stand til å gi deg en helt ny verden av underholdning.  engelsk: They are able to give you a brand new world of entertainment.    15. norsk: Det er en ny verden som begynner å åpne seg.  engelsk: It is a new world that is opening up.    16. norsk: Men det var ikke alle,"når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",6,2,92
" din arm!""
(v. 24b) The commandment against Kain, for which Mordecai was guilty, was a","    Satan is a monster and I am the son of God.    And I am also the son of God, but I am not the son of God.    God's Son is a man, but I am not a man.    And God's Son is a man, but I am not a man.    And God's Son is a man,","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",7,2,92
" for du har gjort mit liv for dine øjne.
If thou hast looked for thee the Lord God of Israel: for lo, thou hast found",.<|endoftext|>,"når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",8,2,92
" om det er din vilje, så giv mig i dag.
svenska: 2 Han sade till herren: ""Sakerna skall du låta","  svenska: ""Kain sade till Herren, ""Min dom är större än vad jag kan bära.  engelska: The new system is called the 'Ten Points'.  svenska: Den nya strukturen kallas för ""Ten Points"".  engelska: I am not a fan of the way we play.  svenska: Jag är inte ett fan av det sätt som vi spelar.  engelska: It","når du nu jager mig bort fra Agerjorden, og jeg må skjule mig for dit Åsyn og flakke hjemløs om på Jorden, så kan jo enhver, der møder mig, slå mig ihjel!""","Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",9,2,92
