danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 mens hans datter og deres sønner avledes i to omgange: deres far levde 781 år. Denne fars afkom skulde blive til et,", and became the father of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the sons and daughters of all the","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",0,2,118
" disse var: Khir Bani, Muqri Bani, Masyan, Karna Bani, Nur-Bani; der",s and grandchildren.<|endoftext|>,"således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",1,2,118
" som det vil ses av mit bidrag her, var 1 av hans sønner konge og 2 hans døtre dronninger. 1) Se ogsaa",.  Muhammad's son is named Mahalul Umar and his daughter is named Maalul Umar. The father of Mahalul Umar is called Muhammad ibn Ali.  The Prophet Muhammad ibn Ali was born on 14 November 626 AH at the time of the Caliphate. He is the,"således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",2,2,118
 af 306 sønner arvede 291 mandor og kun 6 kvinde. Da han 853 gjorde sin søn k,. The sons and daughters of mahalalel were like the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons and daughters of the sons,"således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",3,2,118
; han havde flere frugttræer og mange af hans sønner blev gift med de største mahalal'er.<|endoftext|>," and grandmothers.    And so, when the time comes for a new generation to make its way into this house, it is a time for the parents to take a look at the house and think about how it should be.    So, for now, I will take a look at what it looks like.    The House of Mahalak","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",4,2,118
" men hans søn mahalal'al dræbte og tog en kone 2 gange, den ene gang efter kongedømmets fald 86",".  1982-1984.  During the last month of 1982, the Government of India had decided to postpone the establishment of a central bank in the country, as per the recommendations of the Central Bank Committee of India. This decision was made to ensure that the country would not be a prey to the spread of","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",5,2,118
" avlen tok ikke fart med mahalal'el, da mahalal'el blev ældre. Ved slutningen av sit liv levde mahalal"," of mahalalel, mahalalel's wife, and mahalalel's son and daughter.                                                                                                  ","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",6,2,118
" derfor var hans livsglæde og vel overholdt overnaturlig, efter et stort rige og store magter.
Dahl var sønn av"," of mahalalel.    Later, the son of mahalalel, son of mahalalel, and mahalalel became the father of mahalalel's eldest son, who was born in 1601, and mahalalel's oldest daughter, who was born in 1604","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",7,2,118
 838 gik han selv i kongesæde og avlede sønner og døtre (se 2. kap.). Det var da ikke andet,". The son of mahalalel was mahalalel, and the daughter of mahalalel was mahalalel.  Kishan lived on the seventh day after he became the father of mahalalel. He was the son of mahalalel, and the daughter of mahalalel was mahalalel.  The","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",8,2,118
" og er i en skildring fra hans tid; «mahalai'søn, og paa denne tid var hans moder. og barn (","s, and became the father of sons and daughters.<|endoftext|>","således blev Kenans fulde Levetid 910 År, og derpå døde han.","and all the days of Kenan were nine hundred ten years, then he died.",9,2,118
