danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Der var ikke mange, der fik lov til at bo hos ham. Der var ingen, der turde forlade. Der var ingen, der turde give ham","  He was not afraid of the morning, but he was afraid of the evening. The evening was full of darkness. It was the night before the dawn, and it was the night before the dawn. The night before the dawn, the night before the dawn.  But there was light, and there was light and there was light and there was light. There was light, and there was light and there was light and there was light","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",0,2,22
" Jeg gik en tur med hund, og hundene kom til mig.
""Hvad skulle du have til frokost?"" spurgte han med en pludselig latter, som",  The sun was rising and the sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The sun was rising in the heavens. The,"Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",1,2,22
" Alle var trætte, og det var den eneste aften, de kunne gå ud til, at vi kunne bruge vores cykler. Så vi besluttede at tage","    16. Det er bare ikke en god idé. ->  That's just not a good idea.    17. Det er det, jeg har lært om mig selv. ->  That's what I learned about myself.    18. 1880'erne og begyndelsen af 1900-tallet ->  1880s and early 20th century  ","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",2,2,22
" – Dagene blev som en slags sommerregn, hvis stilhed jeg kom til på ny, men det var så godt, at jeg næsten ikke kunne","    ""The first thing you should do when you wake up is check the clock. If it's not time to go to bed, you're not in a good mood.""    It's a reminder to keep an eye on the clock, but it's also a reminder to watch out for the clock.    ""If you go to bed at 11:00, you're going to","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",3,2,22
"
""Jeg skal tage mit nattøj på!"" sagde Mor, og da jeg lå på sengen på mit værelse, tog hun mine overtøj på,","  ""So,"" said the King, ""what did you do when you saw the light?  ""I went to the door and stood there.  ""Then I looked in.  ""I saw the light.  ""I saw the light.  ""And I thought, 'Well, what a coincidence!'  ""So I went to the door and stood there.  ""And I thought, 'Well, what","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",4,2,22
" Klokken elleve næste dag var det så dags at sejle videre til fastlandet. Det er lige det samme vi er ude i nu (se billede), hvor","        The other night, I came home from the store with a friend. She was sitting on the couch, drinking her tea and watching me. She was wearing a black skirt, black tights, and black shoes. She was wearing a white shirt and a white tie. She was smiling and laughing and holding a small baby on her lap. I was in the middle of a conversation with her. She was watching me and smiling","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",5,2,22
" Da sov hun ikke. Det blev også morgen, femte dag, og den første dag lå hun og drak. Den næste blev den første til at","    The night was warm and sunny. It was a perfect day to take up the arduous task of cleaning out the old house.    When the old woman was done, she turned to the new woman and asked:    ""What is the matter with you, my son?    ""It is not the old woman who is ill.    ""It is the man who has died.    ""It","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",6,2,22
" Så kunne jeg ikke sove mere. Jeg tog mig en tur rundt i skoven uden at komme længere. Der ville jeg ind og drikke te, men jeg","  In the morning, the weather was still hot and the clouds were high, but the sun was shining. The sun was shining, and the sky was clear.  The sun was shining, and the sky was clear.  The sun was shining, and the sky was clear.  The sun was shining, and the sky was clear.  The sun was shining, and the sky was clear.  The sun was shining, and","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",7,2,22
"
""I'm sorry. The rain was heavy, but soon he started to work."" -> ""Vi sov godt.""
The best of Saint"," And the night was cold.  It was still hot, and I was cold, too.  ""Daddy,"" I said.  ""I'm cold,"" he said. ""I'm not warm.""  ""It's cold,"" I said.  ""It's cold,"" he said again.  ""It's cold,"" I said again.  ""It's cold,"" he said again.  ","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",8,2,22
"
Det var lidt tidligt at lave mad, for det regnede. Men det var dejligt, og vi kunne se alt godt sammen i det dejlige lyse"," I would always find myself thinking of that day, and then I would have to go to bed and remember it, and then I would think about the next day. It was the most interesting thing I had ever done. It was a lot of work, but it was also so interesting that I would have to keep going.  But I didn't know how to do it. I don't know how to keep going. I","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",9,2,22
