danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
41:30 – 31:00 ""The story ends, as the people of Shomerus have been prepared."" —"," And the sea was not more than the height of the earth, and the earth was not more than the height of the sea. The earth was not higher than the sea, and the sea was not lower than the earth. The earth was not lower than the sea, and the sea was not higher than the earth.    13:56 -","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",0,2,176
" Det var overveldende. Da så det ud, som om den blev større og større, som om dens form skiftede, indtil den nåede ar",.<|endoftext|>,"Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",1,2,176
.<|endoftext|>," and the Lord said to the earth, What is the earth that it was lifted up above? for the Lord said to the earth, What is the earth that it was lifted up above? For the Lord said to the earth, What is the earth that it was lifted up above? For the Lord said to the earth, What is the earth that it was","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",2,2,176
"
27 Og efter en fyrretyve dages forløb løftedes arken, og jorden blev løftet og løftet; og vandet faldt i store str","  25 And it came to pass, that when the waters began to rise again, they began to sink. and when they were so low as to be in the water, the sea became to dry up; and the ship was not more able to sail.  26 And the king of Assyria had a dream that he saw a woman with","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",3,2,176
.<|endoftext|>," And the flood was forty days on the earth. And the waters were rising, and they were raising the ship, and it was raised above the earth. And the flood was forty days on the earth. And the waters were rising, and they were raising the ship, and it was raised above the earth. And the flood was forty days on the earth.","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",4,2,176
"

6. dansk: Og det værste er, at den er lige ved hånden, når du skal gå i skole.
engelsk: Then his", The water was so great that it was impossible to keep the ship in the water.      The river was so big that it was impossible to keep the ship in the water.      The waters rose so high that the ship was no longer able to stay in the water.      The waters rose so high that the ship was no longer,"Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",5,2,176
" I tre dage og nætter faldt vandet ned, og så løftedes arken op igen. I en time fløj vandet så højt op i himlen, og"," and the flood was forty days.  8:13 And he said, I am the Lord God, the God of Israel.  8:14 And the Lord said to him, I am the Lord God, the God of Israel, the God of the earth, the God of the sea, the God of the air, the God of the","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",6,2,176
"
English: The waters of the Tigris passed through him forty days, then the flood came across the ground; and the waters rushed forth and lifted",". the water began to flow again, and the ship was lifted up.<|endoftext|>","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",7,2,176
"
Og en aften begyndte der at komme ild i himlen. Ilden bredte sig overalt i hele jorden og slog hele landene ned som en ild om",.<|endoftext|>,"Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",8,2,176
.<|endoftext|>," The ship was great, and the people were all rich. They were all very prosperous.  Then the water rose in the sky and rose high and high. And the people of the earth were filled with great joy. They were filled with joy.  And the sky was filled with great joy. And the people of the earth were filled with great joy","Og Vandet steg og stod højt over Jorden, og Arken flød på Vandet;","The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",9,2,176
