danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" og det er således, at en mand vinger sin mand til fods og sin hustru til hånds; og en kvinde vinger sin hustru til","    20. svenska: Det var en fantastisk upplevelse.  engelska: It was an amazing experience.    21. svenska: ""Det är en dröm som går i uppfyllelse.  engelska: ""It is a dream that is going to be fulfilled.  ","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",0,2,173
"; men enhver af dem, der ej har et hårstrå eller en lillefinger, er en løgner. De kan ikke tro.<|endoftext|>","  Now the time is right for the people of the world to come together and be united, to make peace, and to build a nation that is worthy of its name.  It is for this purpose that the people of the world must come together and be united. The people","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",1,2,173
" alt, hvad det kan bære, alt, hvad det kan flyde med, osv., alt det gode, som det kan spise og alt det,",  But the thing that creeps on the earth after its kind is the human heart. And this human heart is the only thing that creeps on the earth after its kind. And this human heart is the only thing that creeps on the earth after its kind. And this,"af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",2,2,173
" og om ikke alt dette således følger af Guds hellige lov, så dog af alle Guds love; men er dette altså ikke, så gå I og læs","  He could not have done more for them.  ""It is the most terrible thing,"" he said to her, ""to see the number of all these animals who have been killed, killed, killed, killed. They have no chance of survival. They are all dead.","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",3,2,173
" alt, hvad der har haler, alt, hvad der har snude, alt, hvad der har øjne og alle, hvad der har hale"," All that is to be known to you by the name of the Son of Man is all that is to be known to you by the name of the Son of God.""                                            ","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",4,2,173
" alt, hvad der er af blomster og andre nyttige planter efter deres arter, alt, hvad der har et spinkle grene efter deres art. Alt",.<|endoftext|>,"af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",5,2,173
" alt, hvad der kan flyve, efter dens arter; al vegetation efter dens arter (men kun blade paa alle planter fra den grønne til den røde af","  13 Og hver fugl, som flyr over himmelen, den skal fortapes, for den er kommet til himmelen, forat jeg skal føre den tilbake til sine fedre. ->  13 And every bird which flies above the heavens, he shall be lost,","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",6,2,173
" de levende dyr efter deres arter; det er, om alt levende, om alt, hvad der har vinger, lever eller dør, om alle,","    And this is what the Law says, ""And every one of you, even the firstborn, shall be the Lord of the earth, and shall reign over the earth. And you shall live forever.""    Now, the Law says, ""And if any man","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",7,2,173
" også enhver fisker, der fisker for sit hjemlands regning eller for sit lands vel, og enhver, der er en ussel og ulykkelig og farlig"," And so I would say, 'You see, the man who has the power of creation is a man who has no power of creation. He is all creation.'  'Is there a man?' I asked him.  'I don't know. But I do","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",8,2,173
" alt, hvad der har et indre flyvesystem, det er alverdens dyr efter deres arter og alle fugle, alle dyr og fugle, alt,","  ""What is the first thing you shall do, when you have gathered all the animals in the forest?  ""You will not eat any of them, for the animals that live in the forest are all poisonous to you.""  ""I have no use for any of","af alt Kød, som har Livsånde, gik Par for Par ind i Arken til Noa;","They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",9,2,173
