danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"

Norsk: Det var helt stille og uten noen form for samtaler.
Dansk: Det var stille og uden nogen form for samtale.

","  dansk: Da det er skrevet, at Guds sønner så, at mænds døtre var smukke, og de tog for sig hustruer af alt, hvad de valgte.    engelsk: It was a pleasure to share our experiences with you and we hope you will enjoy your stay with us.  dansk: Det var en fornøjelse at dele vores erfaringer med dig og","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",0,2,139
.<|endoftext|>," The women were called 'beautiful' and were called 'beautiful daughters', and the men were called 'beautiful sons'. The daughters were called 'beautiful' and were called 'beautiful sons'. The sons were called 'beautiful' and were called 'beautiful daughters'.  Several of these women were married to the same men, and they","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",1,2,139
"
Norsk
Etter dette så de at gudssønnene hadde sett menneskefødslene og så dem som tilbød seg til hustruene.","  Danish: Og da de hørte, at Guds sønner havde set, at mænds døtre var smukke, tog de sig hustruer af alle de slag, de ønskede.    English: When we are hungry, we eat.  Danish: Når vi er sultne, spiser vi.    English: For this reason, it is necessary to ensure","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",2,2,139
" – Josva 1:8, 9, 10.

De, som ejede menneskenes blod, sendte ikke til hustru",".     I don't know how true that is, but it's definitely true.  Nataniel: But it's true if you're a woman.  Bjarki: The real question is why you think it's true.  Nataniel: Because men are not as beautiful as women are.<|endoftext|>","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",3,2,139
"
6) Da de var kommet hjem efter at have gjort oprør mod Josef, tog hans brødre, Isak, Jakob og Esau, også,","  For men were beautiful, and for women were beautiful, and they took for themselves wives of all that they chose.  For men were beautiful, and for women were beautiful, and they took for themselves wives of all that they chose.  For men were beautiful, and for women were beautiful, and they took for themselves wives of all that they chose.  For","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",4,2,139
" Men kvinderne var ikke så heldige som søfarende kvinder. De var ikke mange. Kun de første, som vi kalder prægtige og smukke,","    14. Swedish: Det är ett faktum, och det kommer att vara så länge som det finns ett Europa som inte kan försvara sig.  English: That is a fact, and that will be as long as there is a Europe that is unable to defend itself.    15. Swedish: Vi vet alla att det är den här typen av människor","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",5,2,139
"
73Og efter det blev de gamle døde. Og de udvalgte mange kvinder af de ufrugtbare; 74og de viste dem"," The daughters of the men who were like them were beautiful, and they were like the daughters of the women.  Then the men began to grow old and the women to become old and the children to become children, and they began to be old and the children to be children.  And the women became old and the children became old and the men became old and the","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",6,2,139
.<|endoftext|>," But they also took wives of the sons of men.  And they took wives of all the men of their fathers' houses, and they took wives of all the sons of men. And they took wives of all the women of the women of their fathers' houses, and they took wives of all the women of their fathers' houses. And they took wives of all","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",7,2,139
"
3 Men mens hedningerne så på, faldt det dem ind at drage til byen, og de vendte tilbage til Jerusalem. Da sagde kongen til folket","  And when the daughters of the men were in their teens, and they became older, and their mothers had no sons, and they went their way, and they came to a land called Bethel, and they took wives of all that they chose, and they became wives of the men of Bethel, and their sons became wives of the women of Bethel,","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",8,2,139
".
27. Om den tiden talte profeten Jesaja: For den stund er det siste tegn på det som skal komme.<|endoftext|>","    Sadly, there is no evidence that this was the case, and it would be a mistake to assume that it was.    It would be a mistake to assume that there was no evil in the world, or that there was no evil in men.    I don't know how many times I've heard this. But there is","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",9,2,139
". ->
Again they saw that the daughters of women are beautiful, and so many took women for wives as much as they liked.<|endoftext|>","  The women of the world were beautiful. They had beautiful breasts, beautiful hips, beautiful arms, and beautiful feet. They had beautiful hair, beautiful eyes, beautiful lips, beautiful hands, beautiful feet, and beautiful arms.  And the men of the world were beautiful. They had beautiful hands, beautiful eyes, beautiful lips, beautiful hands, beautiful feet, and beautiful","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",10,2,139
" Men nogle af dem blev ikke så gamle, som de skulle være. Da de nu var kommet ind i kirken ved den første af de første nad"," And when they had made wives, they called them wives of all that they chose. And when they had made wives, they called them wives of all that they chose. And when they had made wives, they called them wives of all that they chose.  And when they had made wives, they called them wives of all that they chose. And when they had made","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",11,2,139
