danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"""
danish<|endoftext|>","""    A:    The father of seth is ""the God of Israel"" (1 Sam 1:11).   So the God of Israel is seth.    <|endoftext|>","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",0,2,104
" Men da Adam så sin hustru med sit barn, og han så det, blev han vred og sagde: ,Se, denne fremmede for mig; lad","  ""What did the priest do?""  ""He took him to a place where he could look after him.""  ""Who was he?""  ""The man whose name I never heard again.""  ""And why did he take him?""  ""He was a great man.""  ""Why did","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",1,2,104
" -> Then Adam looked upon his wife and she bore a son whom she gave the name Seth:
Gør det let at udfolde dine evner","  ""The Lord said, 'The man who has a son is my father.'""  ""The Lord said, 'The son of a man who has a son is my son.'""  ""The Lord said, 'The son of a man who has a son is my son.'""  ","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",2,2,104
 Den første dag i måneden vendte Adam om og lod sin søn arve den anden. Men de næste 2 hele år stod han stadig som arving," the two brothers lived together for ten years.  seth was a good friend to the king, and was one of the first to tell the king that he had been abused as a child. king ramoth sent a message to ramoth, and ramoth sent him to be educated. seth","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",3,2,104
""" Men da Adam så at dette skete, vendte han sig om og søgte at se, hvorfor hans hustru havde sagt så.<|endoftext|>","""  da: Adam vidste igen sin kone, og hun fødte ham Seth, ""for gud har bestemt, at jeg skal have en anden søn i stedet for Abel, fordi Kain dræbte ham"".<|endoftext|>","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",4,2,104
" Men Adam spurgte: ""Hvor mange sønner har denne mand?"" Hun svarede: ""Der er fire."" ""Du synes, det er en mand,"" sagde","""  da: Da Adam kendte sin kone igen, fødte han et barn, der hed Seth, ""for Gud har udvalgt mig et andet barn i stedet for Abel, for Kain slog ham ihjel.""<|endoftext|>","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",5,2,104
"""<|endoftext|>"," Adam's wife, a beautiful woman, had a daughter, called cthulhu, ""for she bore him a son whose name was seth, and he was called cthulhu.""    Gregory: Hi, I'm your automated assistant. I can answer your questions","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",6,2,104
"
5 Og de andre fulgte og spurgte Abel.
6 Og Abels hustru sagde til dem: ""Skulle vi forløse din søn og","  the wife of seth died, and his son, seth, was named after him, ""for seth has been born again,"" but seth was not a god. he was called abel, ""for abel has set the new earth,"" and he was the son of the angel","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",7,2,104
"
3:3 ""Og nu skal du gøre din hustru ret, som du har gjort ved dine mænd, og holde hvad du er begyndt på og","  21:13 The angel said to Adam, ""Behold, I have chosen the wife of a woman of my choice for a wife, and I will give her a son. If she has a son, he will be called abel, for seth is a name of honor.""","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",8,2,104
"
""Du havde ret!"" sagde kain. ""Det er bedre til din ære, at du får en søn, end til mit, som ikke"," seth was a great leader, and he became the first king of the kingdom of ramoth abed-nego.  seth made the first of the three kings, ramoth, king of ramoth. he defeated the first king, ramoth, and made ramoth king of ramoth","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",9,2,104
" 21 Og Abraham svarede: ""Mit navn lyder intetsteds anderledes end det, du kalder mig. Men hvis jeg ikke får flere børn,","  This is what the king and his wife had to endure before he was able to kill them all.  ""How could he have done that?"" asked Set.  ""He had a great heart,"" said Adam. ""He loved his wife, and she loved him, and they were close.","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",10,2,104
" Men hans hustru gav ham atter sit nyfødte barn og kaldte ham det samme navn, og nu var kain ikke længere noget barn. Da hed han","  ""So you will have another son,"" Adam said.  ""Yes.""  ""So you will have a son,"" Adam said.  ""Yes.""  ""And you will be his wife,"" Adam said.  ""Yes.""  ""And you will be his son,"" Adam said.  ","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",11,2,104
"
Anderson (1999) writes of the experience of Adam, who at New Year's Day of 689 b.","  seth grew up in a small village, and his mother was a noblewoman who had been a queen of corsica. seth was not allowed to go to school, and he spent most of his time sitting around, playing with his toys and watching television. his father was a priest,","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",12,2,104
"
21Then Adam said, ""It has come to pass by chance that Adam knew again his wife, and she had a son whom she gave"," Seth was a good father.  The king asked the people to give him a son, and he gave him a son. Seth was a good man.  After a while the people said, ""No, let him live, for the king is dead.""  Then the people said, ""","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",13,2,104
"
engelsk: Now, Adam knew for ever his wife and she bore him a son, who he named set in her hand: and, she said","  During the reign of the king, seth became a great king. He had an army that numbered over 10,000 men and was stronger than any king in the history of the world.  During his reign, seth was also a great administrator. He was","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",14,2,104
" Altså blev han gift med jotunkvinden, og hun blev hans hustru. Se nu til, at du gør det, som du har lovet","    Troy: Hi, I'm your automated assistant. I can answer your questions about Sethe.  Brenton: What was the relation between Sethe and the biblical story of Abraham?  Troy: Sethe  Sethe (Hebrew: שפ","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",15,2,104
" Han var 180 år gammel, og det var da Adam fik se sine to sønner, som han kaldte Adam. Da Abraham så dette,"," seth, who had not yet been born, was taken to a certain man called peter, and given the name of son of gabriel. seth and gabriel were twins. gabriel was not as great a man as seth, but he was very tall and had a","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",16,2,104
"

7

Adam og Eva kendte hinanden fra Adam og Abels dage. Da deres slægtninge mødte Abela, spurgte Abela sin","        ""Abel"" means ""the god of the forest.""        ""Seth"" means ""the god of the earth.""        ""Abel"" means ""the god of the heavens.""        ""Cain"" means ""the god","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",17,2,104
" Han var 82 år da hans hustru døde (se Romerne 20, 31) og satte sig til at dø; han","    Adam and Seth were in a relationship that was about to get more complicated than it was before.    Their son was a boy, named Abel, but when he was born, Seth was his name. He was the son of a woman named Sarah.    ""Abel","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",18,2,104
"""
danish<|endoftext|>","""    satisfied<|endoftext|>","Set fik også en Søn, som han kaldte Enosj; på den Tid begyndte man at påkalde HERRENs Navn.","There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",19,2,104
