danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" (1. Pet. 2,3-8)
Matteus forklarer også, hvordan vi kan få glæde af åndelig vandring på denne","    In the 2004 film, ""The Wizard of Oz"", when the wizards come into the house, the guests can hear them talking about what they've been doing.    ""I know, I know,"" the wizards say. ""We're just here, we're just here.""    During",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",0,2,205
")
Men selv de, som var så forundrede over, at der så hurtigt var kommet liv på havbunden, glemte ikke den gamle vise","  ""I am the Lord, my God, I am the Lord,"" the angel said. ""I am the Lord.""  The angel answered him: ""Behold, I am with you all the days of your life. I am with you all the days of your life. I am with you all the days of your life.""  ""I am",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",1,2,205
" på Engelsk?
In that same way it begins with ""that all who work together now must, of the seed of the earth, and the harvest",""" på Svenska är:  Ty det som är före är redan förgånget, och vad som är efter är redan förgånget, och vad som är före är redan förgånget, och vad som är efter är redan förgånget.<|endoftext|>",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",2,2,205
" (Åbenbaringen kapitel 51).
Derfor har Kristus som Guds Sønnens Søn frigivet os og givet os en retfærdig","    I can't imagine what it must be like to be on this planet, not knowing what the future holds.     Edit: If you don't mind me asking, how old are you?    Edit: Thanks for all the responses.   Tucker: I'm 23.    I am in my",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",3,2,205
" på engelsk: 23 ""For it is also at the least worthwhile when men have nothing to eat until the sun rises and the earth still",""" på norsk?  31:23 I begynnelsen var det syv dager i året, da jorden var dekket, men nå er den dekket av en sky, og solen er ikke der, og det er ingen som kan kjenne den.<|endoftext|>",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",4,2,205
" – Johannes 13:39-47, 38.
Jeg har ikke nævnt noget sted i Bibelen om at dyrene skal gå","""<|endoftext|>",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",5,2,205
"
16. For at få mest muligt ud af året ud fra både penge, tid og ikke mindst dit udbytte - så kan du tage et kig","    As a man who has spent many years living in this part of the world, I can assure you that the people of this country are a little bit afraid. We are used to living in the shadows.    And if you look at the pictures that you are getting from the government and the media, you will see that they are all very",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",6,2,205
"""<|endoftext|>","  10 Og det skal ske, at jorden ikke skal være tilovers, og at der ikke skal være nogen høst og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid og ingen høsttid",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",7,2,205
"
6. Det kan være, De synes, Deres mor eller far eller nogen anden person, som De føler, De har et stort ansvar for,","  (Luke 15:13, 14, 16) ""The LORD God will not stop. He will not cease, nor will the LORD God cease. He will not cease, nor will the LORD God cease.""  (Luke 15:19) ""He will not cease, nor",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",8,2,205
"

Sådan starter den svenske bibeludgave af den hedenske fortælling ""I den store hedenske myte"" som udkom første"," på dansk?  16:20 Da skal Jorden forblive, og der skal ikke være nogen Sæd, og der skal ikke være nogen Høst, og der skal ikke være nogen Sild, og der skal ikke være nogen Fugl, og der skal ikke være nogen Vandring, og der skal ikke være nogen Støv, og der skal ikke være",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",9,2,205
" (2 Peters 2:18).
Sådan var hans ord. Og det er dem du bør følge, når du står ved korset,",""" in Danish?  Og når jorden er borte, skal der ikke mere blive høst, og der skal ikke længere være en vinter, og der skal ikke mere blive sommer.<|endoftext|>",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",10,2,205
"
35:12-23) De blev alle bange, da englen sagde til dem: ""Vend tilbage og lad os tage"," in Norwegian?  47:12 Og når det er høst, da skal det ikke være høst, og når det er vår, da skal det ikke være vår, og når det er sommer, da skal det ikke være sommer, og når det er høst, da skal det ikke være høst, og når det er vår, da skal det ikke være",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",11,2,205
" på Engelsk?
This is the third month, and this month is to include the last month of the second year and the first month of the first","  This is a book written by a man who has lived for 13,000 years. He has been a farmer for 300 years. He has been a poet for 300 years. He has lived a life of suffering, suffering, suffering, and suffering.  ""We all know that, if you don'",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",12,2,205
"
En anden vej, der er værd at overveje, er staldbyggeri. Heste og kreaturer behøver nemlig ikke kun frisk græs i stalden","  Around 1790, the American Revolutionary War ended. The American Revolutionary War was the first major military conflict between the United States and Great Britain, and was the beginning of the end of the Revolution.  History.  The original British colonies were the British East India Company (EIC), established in 1660,",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",13,2,205
" (Gabriel, kapitel 3, vers 15-19).
Grundtvigske kirker findes overalt i landet, hvor","  The great-grandfather of the King of England, and the founder of the kingdom of England, was the same King, and the same King of England, who was the great-great-grandfather of the King of France, and the King of Spain, and the King of Portugal, and the King of England, and the King of Spain,",Derpå velsignede Gud Noa og hans Sønner og sagde til dem: Bliv frugtbare og mangfoldige og opfyld Jorden!,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",14,2,205
