danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" -> Då han hade avlat sjelen, levde han 403 år och avlade söner och döttrar.

12. Du kan",".    Trudy: Hi, I'm your automated assistant. I can answer your questions about Shelah.  Hamza: What is Shelah?  Trudy: Shelah  Shelah may refer to:<|endoftext|>","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",0,2,279
.<|endoftext|>," He had seven sons and five daughters. He was a great leader of the tribe of shelah, and he was also the father of one hundred and twenty-one sons and one daughter. Shelah, as a tribe, was well known in the country. The people of shelah were very wise, and they had good hearts. The","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",1,2,279
" Med en søn (tja, 2 eller 3 og en datter?) levede han 353 år.

Hvert folk må","    the son of shelah was the son of the god of death.    he had an ugly face, and he was not even a man.    he was the son of a demon, and he was the son of a god.    the demon was a god.    the demon had a beautiful face, and he","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",2,2,279
" Efter at Arpaksjad var død, satte han sin datter, Hathar, i besiddelse af en guldskatt som var kommet fra hans grav","    Bernard: Hi, I'm your automated assistant. I can answer your questions about Shelah.  Hussain: What happened to Shelah in the end?  Bernard: Shelah  Shelah () is a city in the north of Saudi Arabia, near the border with Iran.  H","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",3,2,279
".
Arpaksjad fikk arvingene og etter at arpaksjad hadde fått ungene, levde han 403 år.<|endoftext|>","  The story of Shelah is told in the Book of Acts. In the Book of Acts, the father of the Israelites, Shelah, was the son of the house of David, and the son of David's son, David's son, and David's son. Shelah's mother was a","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",4,2,279
"
1840: Amanas, 1. sønn av Ahava i Nipissing, Nunavut
18",    svenska: Vi har inga uppgifter om hur många som dog.  engelska: We have no information on how many died.    svenska: Vi ser fram emot att träffa dig och din familj i framtiden.  engelska: We look forward to meeting you and your family in the future.    svenska: Vad är det som är så viktigt med,"Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",5,2,279
.<|endoftext|>,.<|endoftext|>,"Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",6,2,279
" Og hans sonner og døtre, Arpaksjad og Bughra, levede 63 år, og så levede Arpaksjad",.<|endoftext|>,"Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",7,2,279
"

Ifølge Lothar den blinde blev de to efterkommere af arpaksaditten ikke som sønner af arpaksaditten",.<|endoftext|>,"Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",8,2,279
". Efter at han døde, gav han Sauron sin datter Akkad.<|endoftext|>",".  Bibliography.  Shelah, the Book of.<|endoftext|>","Da Sjela havde levet 30 År, avlede han Eber;","Shelah lived thirty years, and became the father of Eber:",9,2,279
