danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 17 Men de spurgte noa. 18 Men noa sagde: «Lader du nu alle dyrene fare ud til arken?,"    11. 1999: ""Early Life of the Earthlings"".                                                                                                                        ","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",0,2,168
.<|endoftext|>,"  Danish: 5. Da gik de ud af to par, og de kom til Noas Ark, mandlige og kvindelige, som Gud befalede Noa.  English: But that's not what you should be thinking.  Danish: Men det er ikke det, du bør tænke på.  English: We have a few days to prepare the ground.  Danish","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",1,2,168
.<|endoftext|>,"    The Bible says, ""A woman has been given to me by a man, and I have been given to her.""    ""But she has not been given to me by a man, but by the woman who is named after me.""    In Genesis, Noah, the father of all the creatures, gave his daughter to the woman who was named after him. The Bible says","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",2,2,168
".
Danska<|endoftext|>",.<|endoftext|>,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",3,2,168
" Siden gik Noa og Noa og Noa til arken. Efter arken blev de stående ved arken, da så de noget. Det",                                                                                                                                                                ,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",4,2,168
" Ingen av dem hadde tidligere stidet i en kamp, ingen hadde vært i kamp mot ham; ingen av dem havde hørt noget skrik mot nogen. I"," But when the ship came in, the woman was naked. When Noah saw the woman, he said, ""I will take her home.""                                                                                                        ","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",5,2,168
.<|endoftext|>,"    13. svenska: I alla fall så ska jag dit igen!  engelska: Anyway, I will be back there!    14. svenska: Det finns många anledningar till varför man behöver en ny dator.  engelska: There are many reasons to why you need a new computer.    15. svenska: Du får ta hand om dig själv och din familj.  ","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",6,2,168
"
Temaet var apanagen og arken. De skal til arkene med en stor hær.
Mens de går der, går","  The ship was left at the foot of the mountain, and the people were sent out to search for it.  The people found noah, and he was taken to the earth.  And the people began to search for him, and they found him.  But they did not find him until they returned to the ship.  And the people saw that he was dead.  And they","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",7,2,168
" Han har fortalt ham, at Noah sagde:
Han vidste ikke, hvad han skulle gøre. Så hans mor sagde: ""Jeg skal bede til no","    A:    The answer is: the whole thing is the same.  Apart from the fact that the name Noah is a name, it's also a way to designate a creature in the Bible, or a creature of God.  The whole thing is the same, in that the creature is a human, but the name is a name.  In the context of","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",8,2,168
". ->
Swedish<|endoftext|>",".    A:    What you mean is that the only ""good"" part of the story is the end, and that the rest is just a bunch of crap.    <|endoftext|>","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",9,2,168
"
engelsk: The LORD is able to judge among their descendants.
dansk: HERREN er i stand til at dømme blandt slægten.
",".     A:    There are many variations of this story, but the commonest one is that Noah's father was a man who had sex with a woman.    He didn't get pregnant with her, but she had sex with his son.    This is a great example of the way God wants to be.    <|endoftext|>","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",10,2,168
" Det var Noah, der bragte dyrene til arken, og da han havde sat sig ned, og dyrene var kommet ind under arken, trådte den",      The only thing that could have made it happen was the ship's crew deciding to make a pass at the ship by using their magic or something.      That's why the ship's crew was not able to escape.                                                          ,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",11,2,168
" Og Noa så med bekymring på, da de steg. På grund af de store dyr i arken stod der ikke meget folk, så der var", The ship was the boat that brought the ark to the ark of the covenant. It was the boat that brought the ark of the covenant. The boat was the boat that brought the ark of the covenant. The boat was the boat that brought the ark of the covenant.        The boat was the boat that brought the ark of the covenant,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",12,2,168
" Noah fik øje på sit afkom, som han slog ihjel, for man kunne ikke dræbe sin efterkommer. Han fortalte det til hans søn No","    The ship had been built for a single purpose. To protect the people of Noah, to keep the land from flooding. The ship was designed to protect the people from flooding. The ship was designed to protect the people from flooding.    The ship was designed to protect the people from flooding. It was designed to protect the people from flooding. The ship was designed","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",13,2,168
" Gud ville have, at noa skulle tage livet af både mænd og kvinder. Noa gik sammen med hans kone med to børn i arken,"," The two were the same gender.   When they found the ship, they took the two humans with them to the Ark. There they found a new baby boy. The two boys grew up to be very powerful, and became known as the Ark's Children.   In 1626, the Ark's Children were captured by the pirates who had been capturing the","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",14,2,168
" Noah fik af jord og sten en båd, og alle dyrene, der ikke var i arken, fik et telt at bo i. Da Noah blev",.<|endoftext|>,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",15,2,168
"
907 (1957:207)
908 (1957:258)
A", Noah had sex with two girls.    Both girls died.    Both girls are named after Noah.                                                                                                                ,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",16,2,168
" Nul for én! Hundyrs arven, det var så hårdt! Noa blev vred og så på sin hund, som havde kastet sig","  The ship went by men to the ship, male and female, as god commanded men.  The ship went by women to the ship, male and female, as god commanded women.  The ship went by dogs to the ship, male and female, as god commanded dogs.  The ship went by horses to the ship, male and female, as god commanded horses.  The ship went","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",17,2,168
" Han fik øje på, hvor mange de var: 60 store og 500 små. Og da han så dem, sagde han til",.<|endoftext|>,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",18,2,168
" 19. Og han gik op i arken, og han lagde alt, hvad han kunne op fra havets hjerte. 20.","    Now we have the whole story, but in one way or another, the only thing that is going to be different is that they're still having sex.    I've never been to a gay bar, but I've heard that some gay bars have a sex club, where the guys are able to have sex with each other, and the girls have to be a girl","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",19,2,168
"
""Se, her står de parret"", sagde noa. ""De må ikke slippe væk. For i dag vil mit hjerte gå ud over","   The other thing I've noticed is that if the ship is in a bad way (like a storm, a storm in the water, etc) the crew does not have much time to get to it. Is there a way to have the crew get to the ship by the same time?   I'm not asking about getting the crew back on board, just if it'","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",20,2,168
" Efter mødet med hundene, tog Noa Noa, og sejlede ud på havet til Arkana. Noa, Noa Noa, No","    Today, there are several religions out there that believe that the angels were the same as the angels of Noah.    A:    The first and the most popular version is that the angels were like the angels of Noah, but in the sense that they were not created by the angels.  The second is that the angels were like the angels of Noah, but in the sense","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",21,2,168
" ->
The first is when the gods were in the ark with a few men, and they were walking a couple of men in pairs into the ark","     I don't know if that was the correct way to explain it.    Thanks in advance for any help.  Bentley: It was a metaphor.  If you could write a story where Noah was the god, you could say that it's a metaphor.  If you could write a story where he was the god, you could say that it's","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",22,2,168
"
During the 15th day of Noah's Ark, a few pairs of pairs ran about in an arcade until they passed one"," In the ship there was a man who was called Noah. He was a man who had been given a name, Noah. The ship was named after him.  The ship was named after him. The ship was named after him. The ship was named after him. The ship was named after him.    Data:  Passage: A large portion of the country's population resides","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",23,2,168
"
Han og Arikons søn Sæmund blev begge udplyndret.
Her var en lille mand, der hed Nanna. Det",.<|endoftext|>,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",0,5,168
" Gud og noa var naboer, og der er ingen tvivl om, at dem, som ikke mente, at Gud kunne være gud, mente, at","    In the story, it is Noah who is the one who is the god, and not his daughter.    He is the one who has made all the rules, and the rules are not the rules, they are the rules of the law.    He is the one who has created all the creatures, and the creatures are not the creatures, they are the creatures of the law","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",1,5,168
" Dette syn har Gud gjort. I en lang række gange, blandt andet omkring 10,20 (i GT) , har Gud givet Noah",".   The man who was not in the ship was called ""noah"".<|endoftext|>","Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",2,5,168
"
Hverken løvens hale eller horn kan trænes, men menneskets krop; det kan kun trænes af den, der har forstået den.",.<|endoftext|>,"Da nu syv Dage var omme, kom Flodens Vande over Jorden;","It happened after the seven days, that the waters of the flood came on the earth.",3,5,168
