danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Så blev de slagtet og opbrændt for HERRENs, eders Guds, ansigt og lagt i en flise-beholder og sendt"," And they said, The LORD God has given us his mercy, that we may be saved.""    The same was not true of the people of Egypt, who built an altar to the LORD, and took of every clean animal, and of every clean bird, and offered burnt offerings on the altar.  ","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",0,2,203
"
(1:132) 1 Korinthieren siger, 3:4 at Israel er det sande Israel på grund af dette,","    Svenska: Den här gången är det inte en enskild handling.  Engelska: This time, it is not an individual act.    Svenska: Du kan alltid använda dem i din hemmiljö.  Engelska: You can always use them in your home environment.    Svenska: Det är för att de har rätt att","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",1,2,203
"
5 Da Israels konge hørte det, gav han aramæerne et fristed og overlod herren alle beføjelser. -> 5",".  12:13 Og da Noah hadde bygget et alter for Herren, tok han av hvert rent dyr og hvert rent fuglenavn, og ofret brennoffer på alteret.<|endoftext|>","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",2,2,203
"
Engelsk - Noah then built the LORD God's altar, and had some of the animals, fowl, and beasts beheaded",".  12:31 Og han bygget et alter for Herren, og tok av hvert rent dyr, og av hvert rent fugl, og ofret brente offer på alteret.<|endoftext|>","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",3,2,203
.<|endoftext|>," 26 So the people of Israel came, and worshiped him. 27 And the Lord said to Noah, ""Do not be afraid of the people of Israel. They will be your servants. 28 But do not be afraid of the people of Israel, for they will be your enemies. 29","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",4,2,203
.<|endoftext|>,.<|endoftext|>,"Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",5,2,203
"

2. Engelsk: 7.19.1. the following shall be made available to the Public:
Dansk: 7.","  svenska: Men han byggde ett altare åt Jehova, och tog av varje rent djur och varje rent fågel och offrade brända offer på altaret.    engelska: I'm sure it's not easy to understand.  svenska: Det är säkert inte så lätt att förstå.    engelska: He","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",6,2,203
.<|endoftext|>,"      The Lord said to Noah, ""When you have eaten all your animals and all your birds, you will go to your tent and eat."" So Noah did. He ate all his animals and all his birds. But when he had eaten all his animals and all his birds, he went to his tent and ate.","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",7,2,203
.<|endoftext|>," And when he had finished, he put all the burnt offerings in the ground.  12:11 And when the children of Israel had gathered, and had gone to the house of the LORD, they went out into the field and went to the house of the LORD. And when they came to the","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",8,2,203
.<|endoftext|>,    Svenska: Varför inte kombinera en resa till en av dessa städer med en vistelse i någon av de andra?  Engelska: Why not combine a trip to one of these cities with a stay in one of the other?    Svenska: Det var ett enkelt och billigt sätt att se till att du fick vad du betalade för,"Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",9,2,203
"

28 Og Noah satte sig på altergulvet med den hellige ånd foran sig, og hans hustru Sara og deres sønner, alle 4"," And the priest said unto the people, We have made the altar of the Lord God of Israel, and of the Lord of Israel, for the Lord God of Israel hath made it, and of the Lord of Israel, and of the Lord of Israel, and of the Lord of Israel. And the people said unto him,","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",10,2,203
"
For at give Gud og mennesker anledning til at modtage denne herlige velsignelse med ydmyghed og glæde, så var det således, at Herren"," And the people said, ""We have not yet seen the Lord.""  12Then they sent messengers to the king, saying, ""It is not yet finished. The Lord has made a promise to you, and he has not yet fulfilled it. Go, go and do as he has said.""  13But","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",11,2,203
.<|endoftext|>," And the people of Israel came and worshipped the LORD.  13 The LORD said unto the children of Israel, Behold, the LORD is come, and the LORD is with you all the days of your life.  14 The LORD said unto Noah, Behold, I will set","Og da HERREN indåndede den liflige Duft, sagde han til sig selv: ""Jeg vil aldrig mere forbande Jorden for Menneskenes Skyld, thi Menneskehjertets Higen er ond fra Ungdommen af, og jeg vil aldrig mere tilintetgøre alt, hvad der lever, således som jeg nu har gjort!","Yahweh smelled the pleasant aroma. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",12,2,203
