danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" og efter sin død drog hans brødre til Ægypten, og en søn avlede brødrene, en søn avlede sine brødre, og hans",.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,0,2,127
" og hans anden søn kom til himlen, men hans tredje søn blev dømt og forkastet. Og da hans anden søn blev dømt og forkastet, kom","  The Jews were the first people who visited the Old Testament.  In the Old Testament, God made a promise to Abraham, Isaac and Jacob.  God said to Abraham, ""I will make you a son of my own who will be called the name of my name.  I will make you a son of my own who will be called the name",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,1,2,127
" og hans søn Uriel, som døde, blev opholdt i den østromerske hær.
Victhor.
Victh","    2. Dansk: Det var en fantastisk oplevelse at besøge dem.  Engelsk: It was a great experience to visit them.    3. Dansk: Jeg vil ikke tale om det med dig.  Engelsk: I don't want to talk about it with you.    4. Dansk: ""Jeg vil gerne være din kæreste, okay",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,2,2,127
" den ene fader døde, den anden avlede ham og lod ham avle i sit hus. Dette skjedde i året 20 år for Jesus.","  Icelandic: Ég hef aldrei séð hann tala illa um aðra menn.  English: I have never seen him say anything bad about anyone.  Icelandic: Þú verður að tala við hann.""  English: You have to talk to him.""  Icelandic: Ég vil þakka fyrir að fá að vinna með þér, Kristín.  English: I",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,3,2,127
" han gjorde flere andre afkom end han selv afkom, hvis navne vi snart skal se til. Men han var en gud; og han blev af","  In the 3rd century, the king of the Jewish dynasty, Mordecai, made a promise to Abraham that he would come to the land of Canaan to make a covenant with him.  Abraham was the son of Ishmael, the son of the king of the kingdom of Judah.  When Abraham",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,4,2,127
" og om aftenen den nittende dag var han og Ester, Ester Abedias søster, hos ham en lang tid, og hun kom",".    Sylwia: Hi, I'm your automated assistant. I can answer your questions about Methuselah.  Bjarte: What was the main cause of the death of Methuselah?  Sylwia: Methuselah Methuselah may refer to:<|endoftext|>",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,5,2,127
" alt dette blev avlet i eders egen have, og eders børn bleve efter, fordi han gav eder det som en gave, og ed",    10. I var i alla fall i Göteborg idag. ->  We were in Gothenburg today anyway.    11. För att det är bra att vara med människor. ->  Because it's good to be with people.    12. Men det är också en del av vår kultur. ->  But it is also,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,6,2,127
" men han arvede ikke 7 brød som sin far af arvesyngelen; ti han vilde ikke arve syv brødre, men syv sønner og",.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,7,2,127
" og han avlede 27 konger og 400 præster i en periode.
Klagerne gav indvendinger imod dette, og",.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,8,2,127
" da havde Herren alt nedlagt arvede, som var spredt over hele Jerusalem.
Da Josva hørte denne formaning, sagde han: »Gå",.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,9,2,127
;<|endoftext|>,.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,10,2,127
