danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" han fandt ud af at planter kunne holde sig friske ved at være i vand, og planter kunne holde sig frugtbare ved at svømme.
Fork","  Icelandic: Nú er það svo að það er Noah sem lifði 3000 árum eftir flóðið.    English: ""You have the right to say what you want to say.  Icelandic: ""Þú átt rétt á að segja það sem þú vilt segja.    English: ""We know what happened to the world in 2008.  Icelandic: ""Við vitum","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",0,2,233
" det skete efter at Noah lagde sine to første ark om på plads.
Terrorangreb i London: 150 dræbte, 4","    ""The floods have been bad for the people of Egypt and for the people of Israel,"" said Sohar, the Egyptian president. ""I don't want to go into detail about the floods. I will say that the people of Egypt are the ones who have been most affected. The floods have destroyed everything in Egypt and in Israel. It has destroyed the villages of Egypt, the churches of Egypt, the buildings","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",1,2,233
" han var en af de største og mektigste gudinder inden for videnskab og kunst i verden.
engelska ->
Porus lived 3",.<|endoftext|>,"således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",2,2,233
" det er blevet beskrevet som den værste oversvømmelse i verdenshistorien.

""Det er en frygtelig katastrofe med en lang række alvorlige følger, men"," But the floods of the 1960s and 1970s, which were so large that they created the Great Flood, were not the only catastrophic events of the 20th century. In 1968, the Great Flood caused the destruction of 20 percent of the world's water supply. The 2007 floods destroyed 70 percent of","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",3,2,233
 den er stadig ikke en del af det permanente naturområde. Det oprindelige aftryk af Nebelstorfs storme mod jorden forekommer stadig i,"    I've heard of the floods in the past and they're horrific.    But the ones that actually happen are much less horrific.    The floods in New York were the worst in decades.    They were the worst in New York City, and they were the worst in the city of New York.    The floods in the city of New York were the worst in the city of","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",4,2,233
" og endnu var der nogen i Jerusalem, som vidste noget om det, ja næsten i alle tilfælde; og nogen af dem var ennu mere vidende","  ""The floods are coming,"" Noah said.  ""You're right,"" Sam said. ""We're in trouble. We're going to need water.""  ""We'll be fine,"" Noah said. ""We'll just have to find the water.""  ""It's not like we're going to be able to make it,"" Sam said. ""We've got to make it.""  ","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",5,2,233
" kun 75 år efter floden, en meget lille mængde vand på 2/3 til 4 liter. Det gav ham mulighed for at bo"," It was 1912, and the only people who had ever been on the banks of the Mississippi were the white settlers who had arrived in the area. The flood had swept away the whole of the city, and a few of the buildings had been swept away. The houses were empty, and there was nothing to look at. The only people who had been living were the farmers, the small shopkeepers and the farmers'","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",6,2,233
" han havde skrevet et manuskript af to brødre skrevet, og det ældste er blevet opdaget i Aten. De boede i Kefalonia (Ky",.<|endoftext|>,"således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",7,2,233
" men at han boede på samme ejendom, må nu blive hans sag.
I 1638 var Nanna 49 år og hun"," In the first part of his life he was a very good man, but his mind was so full of evil things that he would not even think of anything good.  The rain was falling heavily now. Noah began to feel very hungry. He was tired and ill, and he did not like the thought of going to bed. He had been waiting for this long, and he felt as if he had lost his strength.  He walked over","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",8,2,233
" det vil sige cirka en milliard år senere, end dinosaurerne levede.
Menneskehændelsen kan ikke forklare de 120 millioner års",".  Lawrence: You can't be too careful with the math.  It's hard to say if he'd been more likely to have survived if he'd stayed alive.      Again, he may not have been a total idiot, but he didn't live five hundred years after the flood.<|endoftext|>","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",9,2,233
"

engelsk: How can one see the future of football?
dansk: Hvad vil det sige at se FC Nordsjællands fremtid?

","    Thus, it seems that the flood has been a more than just a flood. It has been a wave of catastrophes. And as we are about to get to the end of the book, we should consider what the flood really meant for Noah.    There is a lot of speculation as to the flood. But we need to understand the flood as a time of change. The flood has changed the nature of the","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",10,2,233
 de fleste af dem var døende. Han tog sit liv den 8. august 1900 i sin fødeby Gouta.," The flood is still being documented, but it is no longer a myth. It is a fact.  The flood of Noah's Ark was caused by a combination of changes in the earth's orbit and a combination of atmospheric and atmospheric changes.  The changes in the earth's orbit have been explained by the change in the solar system's orbit. The earth's orbit has moved around the sun since the Big Bang","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",11,2,233
" i dag lever der 35 mennesker i Nunana, som ligger nord for hovedstaden.
Her er et par billeder fra Nunana af","  It was a small town, and the people were very friendly. Noah and his father were the most loving people in the whole world.  Suddenly, there was a loud noise, and a large wave came into the water. The water was like a huge, deep pool. It was very hot and the water was hot and hot. It was like the fire of the fire.  The water was full of fish. They were all","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",12,2,233
" man har regnet ud, at denne flod med sin bredde har afsat et hav af enorme sten, der i dag dækker den vestlige klit. Nu", It was the greatest miracle that ever happened.    What is the most important fact about the flood?    The flood is the greatest miracle that ever happened. It was the greatest miracle that ever happened. The flood caused the greatest damage. It was the greatest miracle that ever happened.    The flood caused the greatest damage. It was the greatest miracle that ever happened. The flood caused the greatest damage. The flood caused the greatest damage,"således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",13,2,233
" han var i stand til at fortælle, at de vilde vende tilbage til Jorden – og jorden vendte da igen. Det var på denne rejse, at Noah","    dansk: Det er ikke et ord, der er almindeligt i dag.  engelsk: That's not a word that is common these days.    dansk: Hvad er de forskellige typer af hårtab?  engelsk: What are the Different Types of Hair Loss?    dansk: Det er i hvert fald ikke den slags, der er sket med os.  engelsk: It's not the sort of thing that","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",14,2,233
" 311 milliarder år efter at mennesket havde fået udviklet sit syn, 131 milliarder år efter vandflodens flodmundinger"," In the world of Noah, the flood was a natural disaster that wiped out many of the creatures that Noah had created. But in the world of Noah, there was also a flood, a natural disaster that wiped out the animals and plants that Noah had created. In the world of Noah, the animals and plants that Noah had created died. And in the world of Noah, the animals and plants that Noah had created died.  Now, in","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",15,2,233
" altså er det første gang at mennesker som han er blevet betragtet af videnskaben.

Engelsk: The report therefore argues that a future energy security",.<|endoftext|>,"således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",16,2,233
" dette tal kan kun findes, hvis noa lever sammen med aberne (den store abe). Dette svarer til at aberne levede for 5","    Danish: Det er ikke altid let at være kvinde.  English: It is not always easy to be a woman.    Danish: ""Vi har fået en fantastisk start på året.  English: ""We had a great start of the year.    Danish: Det er den, der kommer til at afgøre, om du er en mand eller en kvinde.  English: This is the one that determines whether","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",17,2,233
"; for tiden, hvor der i 0.2 hektar er et net af 250 meter lange vandløb.<|endoftext|>","        ""I don't know how you do it,"" he said. ""I've never done it.""        ""Well, we're gonna do it,"" he said.        ""I don't think you're going to get anything done. I've never done it. I've never done anything.""        ""Well, you can get it done,""","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",18,2,233
" den blev efterladt meget dybt nede i jorden, hvor den kunne nå helt ned til havbunden.
De mennesker, som den oprindelige flora og fa","    dansk: Det er også en af de største byer i Sydafrika.  engelsk: It is also one of the biggest cities in South Africa.    dansk: Du skal ikke bruge tid på at gøre det, du er god til.  engelsk: Don't spend any time doing what you're good at.    dansk: Det er vigtigt at huske på, at den rigtige medicin kan hjælpe med at fjerne symptomerne.","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",19,2,233
" den lille verden, der var opstået fra land, var ikke stor nok til at rumme mere end et menneske.
På trods af dette er Noah","  Nathaniel: What else did you find interesting?  Caitlyn: The story of Noah and his family is told in the Bible, as well as in many other stories.  Nathaniel: Did it ever get mentioned in any other media?  Caitlyn: In the Bible, Noah is the first man to have sex, and in the Bible he is also the first man to eat the fruit of the tree of","således blev Noas fulde Levetid 950 År, og derpå døde han.","All the days of Noah were nine hundred fifty years, then he died.",20,2,233
