danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"han var der og drog ind i landet der hed Kain, og hans hustru fødte ham en søn som hed Josafat; han førte ham"," and enoch, after his wife, gave birth to son. enoch, after his wife, gave birth to son. enoch, after his wife, gave birth to son. enoch, after his wife, gave birth to son. enoch, after his wife, gave birth to son.",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,0,2,96
 han lod bygge sig et hus med 2^ 400 mål jord og med sin første kone hans 2* 100 å," the city grew, and enoch became king. the city became great, and enoch became king again. enoch became king, and his son became king. enoch became king, and his son became king. enoch became king, and his son became king. enoch became king, and",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,1,2,96
"
6Men de vendte af sted, og da de saa ham, sagde de til ham: ""Saa har vi seet dig. Hanok","  enoch died. he was buried in the temple of enoch.  he was a god of the east, and a god of the north.  enoch was the son of enoch. enoch was a god of the north, and a god of the west.  enoch was",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,2,2,96
" Hanok sagde, at en anden søn af hans ville gælde som hans;søn. han tog sig en kone, og de boede i en",  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  enoch.  ,Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,3,2,96
" som gik i tjeneste for kong Josias. han lod opsamle en hær og marcherede til Kades og gik over havet, og de faldt","  enoch's son was called enoch. enoch was a strong man, and he was a good king. enoch was a son of enoch. enoch's son was called enoch. enoch was a king of enoch. enoch was a son of enoch",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,4,2,96
". Hanok blev til sin afkom, og de lagde sig til ro, og det var et stort paradis.<|endoftext|>","  enoch was a wise man, and he did what was right. he set a man before the king, and gave him the kingdom of Israel. enoch said to the king, ""I will give you a son, and you will be called Enoch.""  Enoch was born in the",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,5,2,96
" I byen boede hanok og hans søn, som var kendt over hele Ægypten.

28. Andes-indianerne"," enoch was a great king, and his name was Enoch.  enoch was a great king, and his name was Enoch. he was a great king, and his name was Enoch.  enoch had a son, and his name was Enoch. he was a great king",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,6,2,96
" han kaldte byen Asubia og hans søn Artemir med sit eget navn. artemir sagde til hanoks søn Odin: ""Min"," and he named it by the name of his son, enoch. and he called it by the name of his son, enoch.  enoch was born at the end of the year 1086. he had a son named enoch, and enoch was called by the name",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,7,2,96
" og han udkæmpede med hanok sit slag, og der var mange krigere blandt folket; thi om morgenen kom der mange, saas","  Later in the book, the enoch is called ""enoch"" (or ""enoch"") and is the son of enoch, the father of enoch. enoch is also called ""enoch"" (or ""enoch"").  The enoch's name is an important",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,8,2,96
" Da gjorde kongen skade og gjorde sine skibe store og førte dem til de fremmede landes havn. Men jarlene i dette rige, der boede i"," the city was named after enoch, and the city is still called that name today.  enoch and his wife were in love. they had two children. enoch had a son named robert, who was the second son of enoch. enoch's second son was called jacob",Hanok fik en Søn Irad; Irad avlede Mehujael; Mehujael avlede Mehujael; og Metusjael avlede Lemek,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,9,2,96
