danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Men israeliterne tog ikke i ed på, at den mand var blevet dræbt, og de gav al ære til Herren, Israels Gud. 3",.    ===    Generate a title for this article:  cain and his brother are captured<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",0,2,87
" Men da var abel rask og stod op og angreb ham og tog ham med sig.
Men aker havde ikke et eneste sværd, men","    the next day, the king sent a messenger to king abel, saying, ""he's dead.""    the king said, ""let's go into the field.""    the king said, ""let's go into the field.""    ","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",1,2,87
".

dansk<|endoftext|>"," abel went down to the field, and when he came back, he found that he had killed the man who had killed him. the man who had killed him went down to the field, and when he came back, he found that he had killed the man who had killed","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",2,2,87
" Men da stod raabningen løs fra Kain, og han kastede sig om på sin morbroder og svede ham i hovedet. Ab","    the same thing happened to the king, his brother, and his father, and they were all dead.    and it happened when the king's father was in the field, that the king's mother and the king's brother were killed.    ","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",3,2,87
 Men den dag kom der en konge i et land ved det store træ et sted. Han hed ithelethal: han var stor. Da,.<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",4,2,87
" 
En anden gang var han ude på markene, og da han ikke kan kende vejen, så spurgte han to mænd efter navnene 
",.    can i have a look at the first 30 minutes of this movie and see if i can figure out what's going on.<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",5,2,87
"
5 Men Abels bror het Kain, og da han var ude på markene, skar kain med sin bror Abel ihjel og kastede",  Abel went into the field and killed his brother.  What did the man do?  Ari: kill his brother.  Abel: what did the man do?  Ari: he went to the gate and stood by it.  Abel: what,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",6,2,87
" 27Og israeliterne gik ud på marken. og da de så ham, sagde de til kongen: ""Det er en stor og ær",    c. a. 1. a. c. 1. a. 2. 1. a. 2. 2. 3. a. 3. 1. a. 3. 2. 1. a.,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",7,2,87
"
13 And kain said, Thou art slain. ->
13 Da sagde Abiel til Kain: «Du er dræbt","  In the end, the two men fought for the king, and the king gave up his sword and died. Abel was the king of the wizards.  In the end, the two men fought for the king, and the king gave up his sword and died.","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",8,2,87
"
5. And Abimelech said to Abimelech, ""It is a terrible wound, and you have not yet healed it",".    ===    Given the above sentence, write its title:  cain is killed<|endoftext|>","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",9,2,87
" v 22 Da sagde han til sin broder: ""Herre! har jeg ikke en stor styrke i HERRENS hånd? Så er der kun",                                                                                                                ,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",10,2,87
"
english: 13:30 Yet Abiel answered Cain: ""I have killed a brother of mine.""

danish:",.<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",11,2,87
.<|endoftext|>," the fact that cain was killed made him an evil man. but when he was dead, the whole city was afraid of him, and they gave him a statue. and the people said, ""We will worship him."" but he did not worship them. he became a god","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",12,2,87
" Og kain var ikke større end jøden Mendocai, men var noget for sin stand. De fik hinanden at dele med.
M",".  da ->  Da sagde Abel til sin bror: ""Vi skal gå ud i marken."" Det skete, da de var ude i marken, at Abel rejste sig mod Abel, hans bror, og dræbte ham.<|endoftext|>","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",13,2,87
"
Apostelgerningernes kapitel 11, 19-24:
Løvehjertet som var i hans pande var","  the day before the battle, cain came to cairn, and he stood there on the ground, as if he were afraid.  the other men were in the field, and when they came to cairn, they saw a man with a spear in his","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",14,2,87
" Det var et blodbederdigt slag, og da slagtekuglen faldt, så de det og græd. Da de blev færdige med","    A:    This is a very simple example of a ""theory of mind"" that is actually very close to the actual ""theory of mind"" that we have in mind at the moment.  It is a very important example because it is the only way","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",15,2,87
" Abels bror kastede sig ned for ham og huggede ham ihjel. Da han nu stod midt iblandt Abrahams efterkommere, sagde han til","    10. da han kom til at tænke på det, havde jeg en drøm. ->  As he thought about it, I had a dream.    11. Jeg vil være glad for, at du vil læse det her, og at du er stolt af","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",16,2,87
" 22Så gik de alle tre ud i marken. Da de havde gået en sten derud, gik Abraham og Abels søn Abigail","    da: Hvis du ikke har set filmen, så se den.  en: If you haven't seen the film, watch it.    da: Der er to typer af disse typer af cookies.  en: There are two types of cookies.    ","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",17,2,87
"
32 Men da den store mængde vrede kom over dem og over den ene af dem, blev han vred som en løve, og han lagde","    I can't speak for all of us, but I have no doubt that cain was the most powerful man in the kingdom, and that it was the king that first killed him. He was the one who ordered the murder.    I don't know","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",18,2,87
" Da blev abel stum og sagde: »Derfor skal dine brødre gøre med os, som de vil. Lad os dø!« Da stod",".  danish:  Da de var i marken, rejste Abels bror, Kain, sig mod Abels bror, og dræbte ham.<|endoftext|>","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",19,2,87
"
4. ""What?"" he asked in astonishment. ""What is going on?"" -> ""Hvad?"" spurgte han og tænkte på sig selv for",                                                                                                                ,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",20,2,87
" Da han så, at abels søn var død, raabte kain til ham, og han sagde: ""Nu dræber jeg dig;","    then the angel of the LORD came and said to him, ""Behold, I will show you what is to be done."" so he went into the field and saw that the angel was coming.    Then the angel of the LORD came to him,","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",21,2,87
" Kain gav Abel en ring over sit øje for altid og satte sin hånd på den. Da Abels mand, der var ved abel, gav","  The angel of the Lord said to Abel, ""You must tell the Lord of Hosts what happened. And tell the Lord of Hosts that he must send a messenger to the Lord of Hosts, who will give the angel of the Lord a message and tell the","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",22,2,87
"
Engelsk - When it came to Kain, Abel showed a great courage and gave up his weapons; and Abel, for the first time,"," abel was very angry, and cried out, ""why did you kill me?""    a man was walking through the fields, and he saw a bull. the bull was standing, and it was moving, and it was riding on a donkey, and the bull'","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",23,2,87
.<|endoftext|>,"  ""Why did you do that?"" said abel to cain, his brother.  ""I'm sure I didn't do it,"" said cain.  ""Then why did you kill him?"" said abel.  ""I didn't know I","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",0,5,87
 12 Men Abel sagde til sin bror kain: Du er min broder. 13 Og han huggede hankønnet af sin,". 33Then Abiathar and Abiathar's brother, Shallum, the son of Shallum, came up against him, and killed him. 34Then Shallum was put to death in the field.<|endoftext|>","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",1,5,87
" »Det er da for galt!« sagde Abel. »Der må være en gud for det, som du gjorde. Jeg mener, jeg kan se",.<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",2,5,87
. Derefter satte en hær med en vældig hær og tog ham til fange. De kastede ham ned på marken og slog ham ihjel.<|endoftext|>," he went into the field, and abel's hand was broken. he was a great man, and he was a king. he was the first king of the earth. he was the first king of the earth. he was the first king of the earth.  Ab","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",3,5,87
"
EN ->
Kain died of hunger, and Abiel went into the forest, and cried out, ""This is a lion that stum",                                                                                                                ,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",4,5,87
" Så kom han til israelitterne, og de fandt deres fædre, og israelitterne bad, og da alle var komne, gik",.<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",5,5,87
" Og han var ude, men kom ikke tilbage. Så gik de ud i vingården med abel, og så kom kain og dræbte israel","  da:  da det var dag, og de var midt i eit land, da sa kei til Abel, broren sin: ""Legg deg til å grøde."" då kom kei til å stå opp mot Abel, broren hans, og drap","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",6,5,87
. Og med det samme gik alle israelitterne i krig imod kain.<|endoftext|>,"    the word ""war"" is a word from the quran, not a word from the bible, the quran is the word that the bible is the word that the quran is the word that the bible is the word that the quran is the word that the","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",7,5,87
" Men Abel sagde til sin broder: »O Abel, vil du slå mig ihjel?« og han slog ham ihjel.
2 2 Den samme","    ""The king was in a bad mood,"" cain said, ""and he told me to go into the field. I was going to go, but then he said, 'You go, son of Abed.""    ""He told me to go, but","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",8,5,87
" Siden blev kain konge over alle folkene og førte dem i hundrede år efter hverandre. Og da han efterat hans fader abel var død,"," the abel that did this was the first man to kill a man in the field. it was not abel that did this, but cain. the abel that did this was the first man to kill a man in the field. the abel that did this was","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",9,5,87
.<|endoftext|>,"  da: Da de var kommet ind i landet, sagde Kain til Abel: ""Gå ud på marken."" Det skete, da Kain rejste sig op mod Abel, hans bror, og dræbte ham.  en: In the meantime, I'll have a drink","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",10,5,87
"

12. Engelsk: The Best Indian Restaurants in St. Augustine - TripAdvisor
Dansk: De bedste supper i St. Augustine",".  In 1960, the film ""The Greatest Hits"" was released. It was directed by George A. Romero.  The 1965 film ""The Greatest Hits"" was directed by John Frankenheimer.<|endoftext|>","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",11,5,87
" Men da de så, at abel var død, faldt de alle sammen ned foran Abraham; så knaldet de sammen. Således blev han levende"," when they came back, it was time for the temple, and he saw a man who was riding a donkey, and he said, ""come with me."" when they came, it was time for the temple, and he saw a man who was riding a donkey,","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",12,5,87
.<|endoftext|>,"  The story about this incident is not well known, but it is said that the man who killed his brother, was called the ""Babylonian King"", because he was a son of a Babylonian king.  The story about the Babylonian King was told","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",13,5,87
"
Svensk: Med andra ord är frågan om han hade utfört någon av gärningarna som Jesus gav honom rådet om.
Dansk: Med andre ord er",.    satisfied<|endoftext|>,"Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",14,5,87
"
5 Og han stod da op, og han så det; og han blev ved at vræle, 6 men når han sagde dette,"," the prince of arizona said to hamlet, ""abel, I am enthralled by the prospect of the future. I have enthralled myself. let's go into the field.""    A:    The answer erased the line","Da sagde HERREN til Kain: ""Hvor er din Broder Abel?"" Han svarede: ""Det ved jeg ikke; skal jeg vogte min Broder?""","Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",15,5,87
