danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" 1 Kor 9:28-29.
Da Jesus havde sagt noget af det, sagde den kristne forløser: ""Herre",    12. Svenska: Så vad är det som gör att människor inte kan ta en annan väg?  Engelska: What's it like for people not to take another route?    13. Svenska: En mycket bra början för en,"Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",0,2,77
" og Gud sagde: ""Det vil jeg! jeg vil give ham en fod at gå på og en trone som en af os.""
3:"," He said, ""look, he has been taken away, and he is still alive, and now he is eating, and living forever. He is not afraid of the evil, because he is not afraid of the good. Now, he is afraid of","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",1,2,77
"
Muhammad tilsidst kommer til at svare: ""Se, din tjener står nu ved en åben dør og venter på dig. Hvis denne","    The word ""life"" is used to describe the life of the tree of life.    The word ""life"" is used to describe the life of the tree of life. The tree of life is a symbol of the divine love of God","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",2,2,77
"
14Da sagde han til Moses og hele Israels konge og folket: ""Så siger Herren Herren: Mennesket var som en af os til", (Jer 14:2).        A.        B.        C.        D.        E.                          ,"Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",3,2,77
""" på Svensk?
""Då sade HERREN: Se, människan har blivit till som en bland oss, så att hon känner bra och ont.","  The man looked at the tree, and said, ""Yes, it is good for me to know good and evil, but it is also good for me to know good and evil not to know good and evil.""  ""Then the tree of life","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",4,2,77
" for han ved nok meget bedre, end han, der selv er så fattig, ville vide."" For at de skulle blive enige, lod de dem","  14 And he said to them, ""If this man were not a man of evil, what would the tree of life be? for he has a gift that makes him a man of good, and a gift that makes him a man of good","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",5,2,77
 2 Tim. 3:33 - 34). 1. Tim. 2:8 - 12 - 1,"  15:18 Then the angel said to the man, ""Get up, and go back to your house.""  15:19 And the man went up to his house, and went in to his wife.  15:","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",6,2,77
" så derfor sagde han; ""læg den onde ting hen på jorden. "" så sagde han; ""ta' den gode ting frem."" Han sagde til",                                                                                                      ,"Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",7,2,77
" »Det er sandt, Herre,« svarede han. »Når du ser et træ, så læg dig ned på jorden og spis!« spurgte Jesus ham","    For the sake of this, I'll be using the same language I used with the other three, which are a lot like ""the man"" and ""the tree of life.""    I'll be using the word ""the tree","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",8,2,77
" 5:33 Og vi siger jer: den, som siger til Gud, at han er Gud, er et bedragere menneske. 5","  ""This is the tree of life?"" said Jesus. ""Is it the tree of life? Is it the tree of life?""  ""Yes,"" said the man. ""This is the tree of life. And this is the tree of life.","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",9,2,77
