danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
dansk
Then he, his sister and their mother and father were together. They talked together, he gave her presents, he gave her a name"," He was a wealthy man, and he used to go out to dinner at the great house of the city. At the time, the place was very old, and there was no modern instrument. But he went there every day, and they played music all day. He always went to the harp and pipe. It was a great pleasure for him.  At that time, the","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",0,2,100
.<|endoftext|>,".    I want to play the harp and pipe, but the harp and pipe is not the same.    A:    The harp is the same as the pipe, so you are right.  The pipe is a musical instrument, so the harp is a musical instrument.    <|endoftext|>","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",1,2,100
" 16 De er et vidnesbyrdets folk, for at de skal få magt over alle dem, der kommer til tro og tror i dem"," The young man had been a boy and had never played in the band before. But he had played in the band before, and he knew how to play the harp. He had learned to play the pipe from the old man, who had played it for him for as long as he could remember.  ""You should have done it for me,"" he said.  ""But","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",2,2,100
.<|endoftext|>,"  In the year 2000, the harp, pipe and pipe fiddler, Jai, was appointed to the faculty of arts at Madras University. He was an expert in playing the harp, pipe and pipe fiddle and was a teacher in Madras University.  In 2003, Jai was elected as the President of the","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",3,2,100
"
23. The first generation in 1950s, 1970s, and 1980s were","    The story is told through a portrait of the late composer, who is a man who is not afraid to act in his own way.    He was a man who had a lot of ambition. He was a man who was always ready to go out and do what he had to do. He was a man who was always willing to go out and do what he had","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",4,2,100
" Digtede blandt andet ""Hymne til Ildstedbranden"" og skrev den danske udgave af de 8 sagn om Helligt",.<|endoftext|>,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",5,2,100
.<|endoftext|>,"  In the year 1756, the king made the appointment of an orchestra conductor, who was called the king's orchestra. This orchestra was composed of the king's son, the king's daughter, and the king's son's wife. The king's son, the king's daughter, and the king's","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",6,2,100
" Den ældste slægt, Bose og Hesselberg, havde en bror, der hed Jespers. Datteren af hans efterladte hustru","    ""They all play the harp and pipe together. The first time I saw him, he said, 'I'm a harp player and I'm a pipe player,'"" said Shay, who grew up playing the pipe with his father. ""It's a great privilege to be a part of this.""    Shay, who plays the har","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",7,2,100
"
8 Men i dem, som var med kongen, sagde de: «Jesu Kristi legeme er Guds legeme». -> 8 Men","  Miriam: Did he ever go to college?  Jónína: He then studied at the University of Cambridge, where he received a B.A. in English.  Miriam: What did he do after college?  Jónína: After a brief period as a teacher, he worked as a secretary for a British firm, which he left in ","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",8,2,100
" Da sagde han til sine brødre: 68-69: Det er ikke til nogen brug at være overmodige, da kommer det til"," His father's name was Jubal, who was the father of all who play the harp and pipe.  In the 16th century, the family had a small harp and pipe shop. In 1765, it was sold to the local mills. In 1772, it was sold to the mills of the City of","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",9,2,100
".
Men hans herre jubail blev en konge som far og konge som far; og hans brødre hed jubal.<|endoftext|>","  Rodolfo: What happened to the family after he died?  Jeanett: His widow, Marguerite, married a man named Jean-Baptiste, who was the father of Jules, the father of Jules and Jules's son, who was also a harp player.  Rodolfo: Did he have any children","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",10,2,100
".
Hver mann hans het jubal, og han var stamfar til alle dem som spiller på harpe og fløyte.<|endoftext|>","  The boy's name was Jubal, and he was the father of all who handle the harp and pipe.  In the meantime, the boy was playing the harp and the pipes, and his father was playing the pipes, and the boy was playing the harp and the pipes.  And then there was a great shout, and a voice said, ""J","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",11,2,100
" Han blev også stamfar til dem, der harpe og fløjte; for han er den eneste, der kan spille på alle instrumenter; de andre"," The ""Jubal"" was a kind of lute that was made by casting a stone in the air and then blowing it. The harp was a kind of music instrument that was made from a piece of wood. The pipe was a kind of pipe that was made from wood. The harp was made from wood and the pipe was made from wood. The harp was","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",12,2,100
" ""Det er en ret godt tryllekunstner!"" sagde juba, da han havde set sin lille datter og sig selv i hendes ansigt."," The name of the boy is also said to be ""juba"" or ""juba"" or ""juba"" which means ""from the bottom up"".    Mohamud: Hi, I'm your automated assistant. I can answer your questions about Juba.  Kaylin: What is known about Juba?  Mohamud: Juba","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",13,2,100
"
Han var gift før. Hendes bror var født i august. I dag spiller han violin og synger kormusik.
Han var i 1","    A:    In the poem    Hymn to a bird that hath fled    from the city    and made a nest    on the earth    you can find the following    ""The wind has gone and    the wind has gone,    the wind has gone,    the wind has gone,    the wind","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",14,2,100
.<|endoftext|>,"  Traditionally, the harp and pipe are played on the same string, but today's harp and pipe are played by a different string. This is because the strings are different, and because the harp and pipe are two different instruments.  A harp is a type of musical instrument used in Europe. It is usually played in a string orchestra, and","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",15,2,100
"
BibliografiRediger
Redaktør for artikler af S. A. Schnabel.
Artikler
En af grækerne"," When the harp was in his hand, he could play, but not how he wanted it to be played.  This is how he came to be a harp player. He was always playing harp, but he had never been able to learn how to play a pipe. His father taught him how to play the pipe, and when he was old enough to play the har","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",16,2,100
"
Norsk: Hans bror het jubal; han ble stamfar til alle dem som spiller harpe og fløyte.

2. Dansk:",. ->  Engelsk<|endoftext|>,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",17,2,100
"

en: ""The world knows more than we know today.""
da: ""Verden ved mere end vi ved i dag.""

",  The Harp  The Harp is a musical instrument that is used in many different styles of music. The harp is a harp that is used in many different styles of music. The harp is a musical instrument that is used in many different styles of music. The harp is a musical instrument that is used in many different styles of music. The harp is,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",18,2,100
" I slægt blev jeg til stor glæde for min mor til gengæld.
Jeg har haft en stor oplevelse med min bror, og jeg vil sige, at",.<|endoftext|>,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",19,2,100
"

5. engelsk: That is why we have the right to make and to re-produce.
dansk: Det er derfor, at","  In 1757, the first European to visit the area was John Locke, who was then resident in the village. He noted that the harp and pipe was very old, and that it was built in a similar style as the one in the village of St. Catharines, Ontario, which he called the ""Harp and Pipe of St.","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",20,2,100
"
Han var også blandt dem, der begyndte som musiker. Han var med til at starte en ny skole for slagtøjsbasun, og blev en", He was a very good man. He was a very good man.                                                                                                                              ,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",21,2,100
"
I think this is the main reason I chose these two schools for my undergraduates: they are located near me and the most prestigious","  In the morning, I was not very hungry. I had eaten a whole-hearted breakfast, and was very hungry for the next meal. I took a deep breath and looked up at the sky, and in the distance I saw the stars. The moon was quite full, but the sky was clear. It was almost midnight when I was ready to go.  I had","Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",22,2,100
" Men i dette kongerike var den kongelige sang og skuespil kun en slags kulisser, i selve kongen, og på de kongelige skuer og i",.<|endoftext|>,"Også Zilla fik en Søn, Tubal-Kajin; han blev Stamfader til alle dem, der smeder Kobber og Jern. Tubal-Kajins Søster var Na'ama.","Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",23,2,100
