danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
Da den adelige familie i England, i det 7. årh., forlod England, døde hertugen af York og hans sønner Harald","  During the reign of his father, Eber had been a priest in the church of San Martín, which had been built by the Spanish king Pedro II. He was the father of Juan de la Barca, who was the first king of Spain. The father of Eber was also the father of the king of Naples, Juan Manuel I.  After","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",0,2,283
"

4. Engelsk: A little further out - right at the entrance to the forest.
Dansk: Lidt længere ude - lige op ad skoven","  As a child, he was a student at the college of the Lesser Goddess. In 354 BC, he became the god of the goddesses and the moon. The goddesses worshiped him as the god of the heavens and the moon, and he was the god of the earth and the stars. He became a god of the stars and","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",1,2,283
" Da var han 90år. 
Livslængde.
Viggo Søborg var født i 1019 på","  The first part of the book is dedicated to the children of the dead, and the second part is dedicated to the children of the living, and the third part is dedicated to the dead. In the second part, the children of the dead are referred to as the ""children of the living,"" while the children of the living are referred to as the ""children of the","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",2,2,283
" Hans ældste datter hette Jotunheim eller Jotunheimsdøtrene.
Han avlet sønner og døtre. 
En","  In his youth he spent his time in the temple, which was situated in the city. In the temple he was instructed in the art of reading, writing, and music.  After his death, his father rebuilt the temple. It is the most famous temple in the city, and is a place of pilgrimage for the entire city. He is also the","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",3,2,283
".
Josva levde 430 år og fødte sønner og døtre.<|endoftext|>",.<|endoftext|>,"Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",4,2,283
" Han efterlod sig otte sønner og døtre; det var kun den ældste, Osmes, som kunde kaldes ""faderen"". I løbet"," The greatness of the Pelegan dynasty was that it was a dynasty of the Pelegan dynasty, and it was a dynasty of the Pelegan dynasty, and it was a dynasty of the Pelegan dynasty, and it was a dynasty of the Pelegan dynasty, and it was a dynasty of the Pelegan dynasty, and it was a dynasty","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",5,2,283
" ->
In 1685 he spent his last years in exile in the city of Crete and died 430 years old",.<|endoftext|>,"Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",6,2,283
" ->
Han fick sitt namn efter sin svärfar och blev begravd efter att han fött ungar. Han levde i 430 år. Han","  In the late 19th century, the family moved to a house on the outskirts of the city of Bratislava. The house was built around 1800 by the countess of Geraint, who was the mother of the future queen.  In 1938, the family moved to the small town of O","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",7,2,283
"
Douglas Douglas, Lord Abernathy.
Jesse Douglas, Lord Abernathy.
James Douglas, 6",    6. norsk: Alle ting å gjøre i Lubbock  engelsk: All things to do in Lubbock    7. norsk: Se alle 6 hoteller i Port Elizabeth  engelsk: See all 5 hotels in Port Elizabeth    8. norsk: Vis alle hoteller i Chennai (Madras)  engelsk: See all hotels in or,"Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",8,2,283
" Af hans sønner fik jeg 8 brødre, som døde i pilegården; 4 andre sønner blev igjen og blev til 9 brødre, som"," The first son, peleg, was born in 1948 and was called by his father ""Kong Sultan"". Kong Sultan was also the father of Kong Peleg and Kong Sultan was the father of Kong Peleg's sons and daughters. Peleg's second son, Kong Sultan, was born in 1","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",9,2,283
" Under dette sit tilsyn blev da og da indblandet den store Ester som var sønnesøn av hans fader Jakob. Da hun ikke levede,",".   He died in 2013.  Legacy.  Eber's son, Peleg, is a writer, a playwright and a filmmaker.<|endoftext|>","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",10,2,283
.<|endoftext|>,"    A:    A common mistake is to interpret the term ""father"" as a synonym of ""father-in-law"", and to interpret ""father-in-law"" as a synonym of ""father"".    A:    ""A father"" is a term that has been used in the past to refer to a person who is the father of","Da Peleg havde levet 30 År, avlede han Re'u;","Peleg lived thirty years, and became the father of Reu.",11,2,283
