danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Og de skal være værner om hinanden uden ophør.""
Forklar ham hvad jeg har sagt. ""Derefter vil min far komme og"," And if you have a good place to make them, you shall feed them, and they will come to you, and they shall keep the birds. And if you have a bad place to make them, you shall eat them, and they will come to you, and they shall keep the birds","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",0,2,157
.<|endoftext|>,"  The two kinds of birds, the sort that the Lord gave you and the kind that the Lord will give you, shall live in the earth.  22 And the first kind of birds shall be the crows, and the second kind of birds the hares, and the third kind","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",1,2,157
"
42. Og jeg sender dem et par som jeg har ladet i mit hus, og skal lade dem spise deres mad, efter deres herkomst"," 22 But if a man hath a flock of wild animals, and a man hath a flock of beasts, and a man hath a flock of wild beasts, 23 and the flock of wild animals is the same as that of the beast, then the beast","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",2,2,157
"
36:16 For I have chosen them which are to work for me; And they will go in unto you, that I may keep",.<|endoftext|>,"Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",3,2,157
"
""Vi lever af naturens goder, og når du ser din slægt og dit folk blive foragtet, da er du en synder. Det",". I will make a covenant with them that I will call their father, and they shall be my people, and I will make them a king over them, and I will be their God.<|endoftext|>","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",4,2,157
"
English: As for the birds and feathers of the birds according to their kind, of cattle according to its kind, and of everything that is","  16. For I, the LORD, have given you the kingdom of God, and the house of Israel, which I made in the day of my wrath, which I made in the day of my wrath, and in the day of my wrath, I have made","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",5,2,157
.<|endoftext|>,"      The LORD shall set you in the midst of the nations, and the nations shall set you in the midst of the LORD.      For the LORD is a God of hosts, and of hosts, of the nations of the earth, and of the nations of","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",6,2,157
" På den årstid skal fuglene rejse, deres år vil være om 33 dage. Når fuglene rejser, skal de være hos dig i ","    13 And I will send the birds of the field and the cattle of the field, and the animals of the field and all the animals of the earth, to thee, and I will bring them to thee.    14 And I will set them free, and","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",7,2,157
" 12Og jeg skal give mine love og mine forskrifter i den stand og i den orden, som dine ord forkynder; og du skal",".  5:32 Och den skall giva dem alla sina gåvor efter deras slag, efter deras slag, efter allt det som kryper upp på marken efter sitt slag, och alla deras gåvor skall de ge dem, för att de skall få leva.<|endoftext|>","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",8,2,157
.<|endoftext|>,". But you, O Lord, who is in heaven, you will save them. But you, O Lord, who is in the earth, you will destroy them.<|endoftext|>","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",9,2,157
"
15. English: I feel the warmth of it.
Danish: Jeg føler de andres varme.
16. English: "," 20 And the beast shall not be taken captive, nor the beast shall be driven out of the land, nor the beast shall be driven out of the sea. 21 And the woman shall bear the child of a virgin, and the son of a virgin shall be born to","Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",10,2,157
" Og du skal overgive dem til mig, så vil jeg lade dig give mig en gård, som du bor på; men hvis du vil slå dig",  5.2.5.2.11.3.1.1.2.1.2.1.1.1.1.2.1.2.1.2.1.2.1.1.1.2.1.2.1,"Og du skal indsamle et Forråd af alle Slags Levnedsmidler, for at det kan tjene dig og dem til Føde.""","Take with you of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.""",11,2,157
