danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Og han sagde til ham: ""du skal vide, at jeg har sendt min ånd til dig, for at du skal kende, og for at du","    11. Norsk: I 1986 ble han president for en periode.  Engelsk: In 1986, he was elected president for a period of time.    12. Norsk: Jeg har ikke lyst til å miste deg, for jeg vet at du er min beste venn.""  ","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",0,2,140
"
31-03-18 - AABNER (Galterne 3)14Da Jesus tog Johannes bort, sagde"," 20:30 And the Spirit of the Lord came upon him, saying, ""Behold, I am with you and with all who are with me. 20:31 And I will make a man of you, and you will be like him, for I am the LORD. 20:","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",1,2,140
" 13
Kirken var en af de mange kirker i landet, der blev bygget under kong Jakob. Hans søn kong David og hans sted"," 16Then the priest began to weep.  17Then the priest said to the Lord, ""I have made a covenant with the Lord your God, and I will not make a covenant with the Lord your God.  18""I will not give you any other covenant with the","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",2,2,140
"
(34) And the Lord said to the man, ""my spirit shall not be in man forever, while they are flesh: their days"," 26And he said to them, ""If you have ever been a man, you will be one hundred and thirty-six years, but you shall not be one hundred and thirty-seven years. 27The one who is a man, he shall be the one who is a beast. And the one who is","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",3,2,140
" 22 Derfor, brødre, er det en velsignelse, som en retfærdig og højlovet gud vil sende til menneskeflokken, som","  This was a revelation for me, and I was not surprised to find that I was right. I would have expected the Holy Spirit to be the same with me. But there was something else I had not yet realized. I realized that my spirit was not my own body, but my own spirit, which I had not yet","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",4,2,140
" 36Men han sagde til ham: ""Hvis du i din ånd er fuldkommengjort, vil jeg også, at du skal blive hos"," 15 And the Lord said, ""When you have come to the land of the living and to the land of the dead, you shall be like me, and I will be like you, and I will be like thee.""  16 And the Lord said to Moses, ""You are a man of God, but","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",5,2,140
" I det øieblik sagde han: ""Det er allerede nu tid, at du går bort. Jeg vil sige dig, at vi har en søn","  17:26 Then the LORD said to Moses, ""You shall not be afraid of the LORD, for he is with you.  17:27 And you shall not be afraid of the LORD, for he is with you.  17:28 But if you have seen the L","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",6,2,140
"""<|endoftext|>","  22 And the word of the LORD came to him, saying, ""Behold, my spirit is like a young man, and I have seen many things in my life, but this is not like the youth. 23 So, therefore, do not be afraid, for I am with you in all things.","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",7,2,140
"
2. Det første ord jeg lærte om Guds Søn. Det andet var som en drøm. En drøm, hvori det var som om det var blevet","""<|endoftext|>","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",8,2,140
"
6. So it seems like everything is perfect! -> Det lader til at det hele er perfekt!
7. I'm so sorry but","  The prophet (pbuh) continued: ""But I say, 'When he has finished his days, he will be like a man.'""  The prophet (pbuh) continued: ""But I say, 'When he has finished his days, he will be like a man.'""  The prop","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",9,2,140
