danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
".

D.V.S. nu er den blot et par år gammel og skal bruges til en lille oprydning i mine billeder.<|endoftext|>"," The Lord said to Adam, ""Take the seven days you have left of the life of Adam and Eve, and put them into a bag, and take it with you to the land of Canaan, and you will have it. You will have it for a hundred and fifty years.""  ""But what is in the bag?"" Adam asked.  ""Nothing,"" the Lord said.  ""Then what","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",0,2,110
.<|endoftext|>," The Lord will give the living a new beginning. I am with you.""  Adam looked at the Lord. ""But you are still alive. I will not let you die.""  ""You will.""  Adam sat down on the couch, with his arms folded. He did not move, as if he were asleep.  ""I am with you.""  Adam sat down again, but did","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",1,2,110
" Født i Königsberg var han den, som i de fleste andre store tyske byer havde sit fødested og i sit hjemland den her"," And when he was dead, the earth was uninhabitable.  In the book of Genesis, the name of God is called ""God."" And that is the name of God. And the name of God is ""God."" And the name of God is ""God.""  The name of God is ""God.""  The name of God is ""God.""  The name of God is ""God.""","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",2,2,110
"
engelsk: This would lead him to his end within his whole lifespan, approximately 930 years and that the last day he lived",.<|endoftext|>,"Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",3,2,110
"
På selve dagen kom hans gravmænge i tusind tals modtagelse, og der blev sunget salmer og sunget H.C. Andersen"," And his descendants were not only nine hundred and twenty-three years, but also a hundred and twenty-six years old, and there were seven hundred thirty years of his descendants. And he was not one hundred and twenty-three years old. And he was not one hundred and twenty-six years old. And there were seven hundred thirty years of his descendants. And he was not one hundred and twenty-three","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",4,2,110
"

Engelsk: That is why it is so important to educate us on the facts.
Dansk: Det er derfor afgørende, at vi udd",".   The book ends with the following sentence:    The man says, ""I had to kill Adam and then I died.""<|endoftext|>","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",5,2,110
" Han efterlader en stor sten i en afsidesliggende landsby ved det skotske højland. St. Andrewsstenen, som også kaldes den skot","    Dansk: Hvad er forskellen mellem en normal og en unormal krop?  Engelsk: What is the difference between a normal and unnormal body?    Dansk: Det er en af de største turistattraktioner i Thailand.  Engelsk: It is one of the largest tourist attractions in Thailand.    Dansk: For at finde en løsning, du er nødt til at finde en måde at stoppe.  ","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",6,2,110
"
Mandag den 4. august 609 fik han lov til at blive boende i Jerusalem til hans dødsdag i 618","  The last thing he wanted was for his body to be buried in the earth. He was so scared that he never slept. When he was old enough to walk he used to play with the stones and the rocks, he'd get one or two rocks stuck in his mouth and eat them.  He was a big boy and he was a big boy, and he was a big boy and he was a","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",7,2,110
" ->
And Jesus died because he, being born too young, was his full life's four hundred and eighty years, and then he died"," So, if you were to set your life in his place, what would you be doing?      ""I'd be trying to be a good man. I'd be trying to be a good man. I'd be trying to be a good man. I'd be trying to be a good man. And I'd be trying to be a good man. And then, in","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",8,2,110
" Han efterfulgte sin farfar Sune Knudsen, som i 1853 var blevet gift med Margrete Knudsen, datter af gårdmand Jens","  The day of his death was the first day of the month, and the day of his birth was the sixth day of the month, and the day of his death was the sixth day of the month.  10.  The day of his death was the first day of the month, and the day of his birth was the sixth day of the month, and the day of his death was the sixth","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",9,2,110
" -> På denne tid efter gammel kristen tid var hans fulde levetid 930 år, og derefter døde han.
De største og mest kendte hoteller"," And when the seventh day of the month came, and he had been with his wife for nine hundred thirty years, and had been with his wife for nine hundred thirty years, he was dead. And when he had been dead nine hundred thirty years, and had been dead nine hundred thirty years, he was raised up again. And when he had been raised up again, and had been raised up again, he was","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",10,2,110
.<|endoftext|>,"  For the first time in all of history, a human being died for a single day.  I know it's hard to believe, but there is a reason why people are so passionate about this.  The first day of the year, the 21st of December, is the first day of the year.  The 21st of December is the first day of the year, and","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",11,2,110
.<|endoftext|>," The same happens to every human being, and this human being is one who is born today.    I think the problem with the idea that Adam was born today is that it's just a theory, and that's not the way it works. The reality is that Adam was born in 1486, and the fact that he was born in 1486 is a fact.","Da Set havde levet 105 År, avlede han Enosj;","Seth lived one hundred five years, and became the father of Enosh.",12,2,110
