danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" - Den er 226 km lang, men løber langs bredden af Adriaterhavet, 150 km langs kysten fra Kattegat","  Such is the character of the river that the people of the land of cush, the people of the land of cush, the people of the land of cush, the people of the land of cush, the people of the land of cush, the people of the land of cush, the people of the land of cush, the people of the",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,0,2,43
"
Ignias påmønstrer i Nebadon af byen Kedrons indbyggere, i den by, som Nebad",.<|endoftext|>,Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,1,2,43
" Det var en af de første gange, at det sydlige Rusland blev invaderet, da Alexander den Store. Foretrukne mål fra en ekspedition i","    Icelandic: Hann var að koma heim frá Bandaríkjunum.  English: He was returning from the United States.    Icelandic: ""Ég er ekki búinn að finna réttu konuna.  English: ""I've not found the right woman.    Icelandic: 12:24 Og þeir sögðu við hann: ""Þér skalt",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,2,2,43
"
english: The other river is called Ghihon; it flows about the land of Quse'u.

danish: I sådanne",.<|endoftext|>,Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,3,2,43
" Ved bredden af elven (Kuzj) ligger byens kaz'im (pavilloner), som bærer navnet Oren. Byens beliggenhed",.<|endoftext|>,Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,4,2,43
"
For det er som om folk i byen er mere forsigtige med gaji (skikke eller vaner), end vi er i landet. Og","  In this way, the river is divided into two parts: a part that flows from the mountains of the East, and a part that flows from the mountains of the West.  The river's name, which means ""the river of water,"" is a reference to the fact that it is a part of the sea.      In the original ""Vodou"",",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,5,2,43
.<|endoftext|>,"    The river is also called Ghor.    The city of Nizjnij Novgorod, on the left bank of the river, is named after the river.    The river has many tributaries.    The first tributary is the river Sobolevo, which is the main river flowing through the city of Nizjni",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,6,2,43
"
Blandt disse findes flere af de store byer.
Også byen Budra i den øvre del af Dabani floden er et vigtigt","  Turn back and look at the water of the river, which is the name of the second river: the same river that flows through the whole land of cush.  You can go up the river, and you will see the river flowing down.  But how do you know what the river will be like, when you cannot see it?      You must know",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,7,2,43
" Der ligger det største hus i byen, og det er stort nok til hele byen, men så er det også bygget op, så det ser ud til","    norsk: Men i dette tilfellet er det også viktig å ta hensyn til tilstanden til barnets kropp.  engelsk: However, in this case it is also important to pay attention to the condition of the child's body.    norsk: Det er så mange andre ting å se på i området, og jeg har allerede nevnt noen.  engelsk: There are so many other",Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,8,2,43
.<|endoftext|>,  The name of the second river is gihon: the same river that flows through the whole land of cush.  The name of the second river is gihon: the same river that flows through the whole land of cush.  The name of the second river is gihon: the same river that flows through the whole land of cush.  The name of the,Den tredje Flod hedder Hiddekel; den løber østen om Assyrien. Den fjerde Flod er Frat.,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,9,2,43
