danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" som han uddelte til hvert et menneske, det var den helligste og højeste prædiken, for at alle skulle få del i det, og","    2. Norsk: De er så mye mer enn bare en farge.  Engelsk: They are so much more than just a color.    3. Norsk: For å gjøre dette, bruk en tynn, ren bomullspinne.  Engelsk: To do this, use a thin, clean cotton sponge.    4. Norsk: Det er en fordel å ha flere måter å få informasjon","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",0,2,126
" han havde gjort en konge over Israel, som skulde være kongesøn.
Anno 1175, då Enok levede 6",.  Sedan dess har han levt sextiofem år och blivit far till methuselah.<|endoftext|>,"og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",1,2,126
" som kom to gange om året. Det var også én af de to gange. Hver gang satte han sig i kirkegården og sang: ""Kære","  11  The ""Lost in the Woods""  IN THE HOUSE of the late Jewish poet Isaac Aharonovitch, the family is a world of a thousand stories.  ""The house is a dream,"" Aharonovitch writes. ""It is a dream of dreamers, and a dream of dreamers who dream.""  Aharonovitch's own","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",2,2,126
" arket og et nyt ark og hans arket var endnu ikke affotograferet."" på engelsk:
When Enoch had lived sixty years,"," The methuselah is the person who is born after the death of an earlier methuselah.   The first methuselah is called the ""death of the first methuselah.""  The death of the first methuselah is called the ""death of the first methuselah.""  The death of the first methuselah is called the ""","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",3,2,126
 som var et vandfald og var en hindrende vandstrøm for himlene og for jorden. Derfor blev han dømt til døden og blev placeret i en,"    Such an experience was not given to him by the world.    He was a man of great understanding of the world, of his own humanity, and he was a man who had the power to live, and to die, in his own way.    He was a man who loved his neighbor, and he loved his people.    He was a man who loved his wife,","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",4,2,126
" 2 Maccabæernes konge-dame på det jødiske tempel. ->
The prophet Noah would, after his life which spanned","  In his youth, he had been a student of the Jewish philosophy, and was in the habit of writing a commentary on the works of the great philosophers. His last work was a study of the history of the Israelites, and he was very proud of it.  He died in 1923, and his wife died in 1927.  ""The last days of","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",5,2,126
", en af de få planter, der er blevet oversat fra et andet sprog.<|endoftext|>","    A:    If you want to do a more detailed analysis of the source code, you need to look into the source code for the method you are looking for. The source code for this method is contained in the method body of the class. It's not the source code for the method itself, so you need to look for a similar method in the method body of the class.  ","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",6,2,126
" den tredje konge ved hans kongebud, hvem han selv i det gamle testamente havde lagt en hånd ved sin datter Mathis.
Theodosius","  The first generation of methuselah was a generation of Israelites, who were descended from Abraham, the firstborn son of Jacob. The second generation of methuselah was a generation of Israelites, who were descended from Abraham, the secondborn son of Isaac, the firstborn son of Jacob. The third generation of methuselah was a generation of Israelites, who","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",7,2,126
" (2). Og det er ikke første gang at han har dyrket sig selv.
I en anden historie om enok får vi at vide at da","      The same is true of the words of the Bible:      ""But I say unto you, that if ye have any pride,                                                                                                      ","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",8,2,126
" og det blev til en rigtig stjerne som ingen kendte. I denne periode var den på ca. 350 kg når den blev jaget,",    Genesis 19:12    12. He died for all his sins.    13. And all the sons of Israel died for his sins.    14. And all the daughters of Israel died for his sins.    15. And the children of Israel died for his sins.    16. And the sons of Israel died for,"og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",9,2,126
" det vil sige den dernæst-højest-vurderede gud i Israels historie, og som er den gud der havde levet 70 år,","    Sveinbjörn: Hi, I'm your automated assistant. I can answer your questions about David O. McKay.  Mateo: Who is David O. McKay?  Sveinbjörn: David O. McKay David O. McKay is a professor of mathematics and mathematics education at the University of Colorado at Boulder.  Mateo: What is McK","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",10,2,126
" men fik kun én døtrik, som han ikke fik børn med.
Enoch var et godt menneske, men i modsætning til hans hustru,","    During the late nineteenth and early twentieth centuries, the first of two major events in Israel's history occurred: the signing of the Oslo Accords and the establishment of the State of Israel. These two events were designed to help the new nation of Israel and to promote a new political and economic order.    The first of the two events was the signing of the Oslo Accords. The Oslo","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",11,2,126
" det største dyr af alle. ->
One who had lived 65 years was called a monarch, the greatest animal of all.

","    7. I dag er vi alle så opptatt av at vi må ha noe. -> Today we are so busy with having something.    8. Dette er jo ikke en sak for politiet. -> This is not a case for the police.    9. Jeg fikk ikke det jeg forventet, men det var verdt det. -> I didn't get what I expected but it was worth it","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",12,2,126
