danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
 Det var Gud som havde ført menneskene til denne øieblikkelige dødsens dom af paradis. Hvad var det som gav mennesket ret til at sige nej," and if he called it a sheep, a goat, a goatee, a lion, a puma, or any other animal, he called it a sheep. and if he called it a pig, he called it a pig.    ","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",0,2,49
" Da sagde de til Abram: ""Hvad er adam?"" Da sagde Abram til Herren: ""Jeg er eders fader, jeg er Gud","  A man of the earth, a man of the sky, a man of the air, a man of the water, a man of the earth, and a man of the air, the name of the first creature that he created, was the","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",1,2,49
"

En anden sag er det, som en mand kan fremlægge for det rette menneske, og som den virkelige Gud udsender; denne sag frem","  He told the man that every living creature was his son, and that he would put them all together into one body and call it the man.  ""Now, son, I have a question,"" said the man. ""Do you know what","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",2,2,49
"
14-15:1 Men Adam kom, og han så, at der var mange af dem, der havde noget om munden; og","  ""So the man called them all the animals of the field, and every bird of the sky, and brought them to the man, and he called them all the creatures of the field, and every living creature of the earth, and he called","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",3,2,49
"
13Men da folket havde hørt og set alt dette, sagde de til hverandre: »Hvad vil Abraham kalde den himmelske verdens dyr, som","    ""What is the word of the Lord?    ""And what is the word of the Lord?    ""And what is the word of the Lord?    ""And what is the word of the Lord?    ""","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",4,2,49
" Da sagde Adam: ""Her i det himmelske land skal jeg lade de døde komme til mig, for at de skal forstå, at her er jeg"," And all the animals of the field and every bird of the sky and every thing in the earth were called by his name, and he called them by name, and he made them into the earth, and he gave them to his servant, and he","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",5,2,49
" Men da de kom til ordet, sagde Gud: ""De har kaldt dem Adams, Eders, og Ederes, den Guds, navn.""",                                                                                                    ,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",6,2,49
"
17:12 I min Guds hus er der to rum: første sal, første afdeling og nederste afdeling. Væggene for første sal","  And every thing was called by that name. And the man was called by that name, and the man's name was called by that name. And the man's name was called by that name. And the man's name was","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",7,2,49
" Derfor kaldte de de fleste af dem: estron, latis, hyssop, nachum, lahode; derfor sagde de","  ""The man who called it he called 'em all, and he said, 'Let them come to me and see what I have made out of the dust, and what I have made out of the dust.' And the man said, '","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",8,2,49
.<|endoftext|>,"    A:    The name of the creature you are trying to name is the name of the animal.  So, your animal is called ""Wild Boar"".  The name of the creature you are trying to name is ""Bir","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",9,2,49
" Og det gik til så, at de to små børn ikke blev holdt fast på jorden, men fik lov at flyve bort, og det lykkedes adam"," And he called it God. And when he saw the man, he said, ""How can you call it God? The name of God is God."" And the man said, ""I am God."" And the man said, ""How can you","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",10,2,49
 39 Da sagde de til ham: Amen. Men i stedet for Adam og Edom sendte himlen en himmelstjerne; og Adam kastede,  The man called every living creature by his name.  And the man called every animal of the field by its name.  And the man called every bird of the sky by its name.  And the man called every man of the earth by,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",11,2,49
" Til Adam og Eva sagde de således, når de havde set alle dyr, som de havde, idet de sagde: I dag er det ved Adams fald",                                                                                                    ,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",12,2,49
" 3 Og Abraham sagde til Abraham: Giv mig det bud, at jeg skal give dig mit første barns dødsbudskab. Det lyder saa: ",".    I don't know if you guys have seen the movie, but I think you should.<|endoftext|>","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",13,2,49
"
29:10 men som efter hvad profeten havde fået, han ville med dette og andre vidnesbyrd, og som havde talt med","  19:18 When he saw that, he said, ""What is this?"" He said, ""It is the name of the firstborn of the earth, the firstborn of the living creatures.""  19:19 Then","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",14,2,49
" Og de sagde til ham: »Du har sagt det forud til de to grækere, og nu vilde vi gjerne spørge dig, om det er",". and every living creature was named after the name of the god.  10:15 Og det blev så, at han kaldte dem for alle levende væsener, og at hver levende væsen blev kaldt efter Guds navn.<|endoftext|>","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",15,2,49
" Hver fugl har sine navne, men den gamle, som kaldte dem fugl, gjorde intet; den gamle kaldte dem fisk, men den nye, som","  The man said, ""God is the name of the Lord, the God of Israel, and of the land, and of the sea, and of the air. He is the name of the God of the earth, and of the water,","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",16,2,49
" 23Men også i den stund drog Abraham sine to sønner på et sneskred til arken, og de skulde blive med ham der."," And it was called the name of the God of the field and of the bird of the sky, and of the man who was called the name of the God of the field and of the man who was called the name of the God of the sky","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",17,2,49
" Således sagde Herren til Adam: ""Så meget som der er af jordens afgrøde, og der ingen træ er, giver jeg dig i din hånd","  ""So he was called 'Jehoshaphat', and the people of Israel called him 'Jehoshaphat'.  'Jehoshaphat' is the name of the king of Israel, the one who is the king","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",18,2,49
"
36 And there went forth on the day that was written in the book of the Gospels the first days that the earth had been created as"," and in that same day the man came in and looked at the living creatures, and he said to him, ""I will make thee a house of my own, and a man of my own. And I will make thee a man of","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",19,2,49
.<|endoftext|>,    - God's Word    The word of the Lord is God's word. The word is the word of God. The word of God is the word of God. It is the word of God.        The,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",20,2,49
" (Kor. 14,6) I Guds navn er den menneskelige sjæl og hans legeme et evigt menneske. Han lever ved Guds ånd",.        <|endoftext|>,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",21,2,49
" Det var alt det, som Adam havde lært, da han havde gjort efter den første guds bud og gjort noget for sin herres skyld, og det"," And when they saw that there was no one in the land, and there were no living creatures, and they came to the man, and said, ""What is this name of your name?"" And the man said, ""It is the name of","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",22,2,49
.<|endoftext|>,".  da:  Da de kom til Israels Land, blev de mødt af en mand, som sagde til dem: ""Deres Herre er Herren.""<|endoftext|>","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",23,2,49
" Da sagde Abraham: ""Gjør mig en tavlestav og tegn den, som denne lille stængel skal være sat på, så den ser"," so when the man came to the place to see what he would call them, the man said, ""I am not worthy of you to call them. And I will call them by their name, and in all the world to the name of the","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",0,5,49
" 40:15 På jorden blev der bygget byer, som boede blandt hyrderne, og de blev kaldet Tæten.
5 Og","    The same goes for the other creatures.    The earth is the most beautiful and most beautiful creatures, the earth is the most beautiful and most beautiful creatures, and the earth is the most beautiful and most beautiful creatures.    And the","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",1,5,49
" Og englens ord kommer til jorden: Formaninger til folkeslagene.
3:34. Det er som en bøn for jorden"," and the man who called it the man was called god of the earth, and he was the man who made all the earth, and he made all the heavens, and he made all the waters, and he made all the earth, and he","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",2,5,49
" Da sagde Gud: En aas, en engel og en løve for sig paa den anden side Jordan, eller en mand og en kvinde;",                                                                                                    ,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",3,5,49
 23: Da kom Israels børn til Gilead for at høste til fods og bære de nødlidende til David; men G," and whatever the man called every living creature, that was its name.    ""The man shall call the man,"" said the Lord God. ""And he shall call the man, and he shall call the man, and he shall call the man","Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",4,5,49
" Dette blev sått til jorden, og Adam gik ind på åkeren, og hele flåden blev forvist. (Kap. 5)",                                                                                                    ,"Adam gav da alt Kvæget, alle Himmelens Fugle og alle Markens Dyr Navne - men til sig selv fandt Adam ingen Medhjælp, der passede til ham.","The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",5,5,49
