danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
". og det strømmede ned fra det høie, og de vuggede i sandet.<|endoftext|>"," 11So the dove did what was good in the sight of the Lord.  12But the Lord said to Noah, ""I am glad to see you again, and to be with you again, so that the waters will be abated from the earth.""  13So Noah","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",0,2,194
" Men da var det en stor stinkel ædelsten, som Noah og de øvrige grækere spiste op i form af en skål. Senere"," the dove was not as much as he had expected, and no one thought him stupid.  19  The sea is full of water, but the earth is empty.  —MATT 24:19  THE FIRST BEGINNING OF THE EARTH  The","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",1,2,194
.<|endoftext|>," and he said, ""I was so afraid of the dove. but it was not so, and I was so happy.""  And the dove said, ""I am happy, for I have found a land of peace and safety, and a place to dwell. I am so happy that","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",2,2,194
.<|endoftext|>,"  When the dove came back, it was as though she had been struck by a lightning strike, and she flew away.  The dove's voice was like thunder, and she said, ""I am going to be a great dove again. I am going to be a dove","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",3,2,194
" Så kom de ud til havets bred, der havde havet sig til grumme modbydelige strømmer. De kastede sig selv i vandet","  ""But what happened?""  ""I saw the dove go down. It was a big one.""  ""But what happened to the dove?""  ""I never saw it again. I was so scared.""  ""But you saw it again?""  ""Yes.""  ""But what","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",4,2,194
"
13. dansk: Du kender vel til begrebet bounce.
dansk: I kender sikkert begrebet bounce.
14. dansk:","  15 Then Noah went up to the house of the LORD and said, ""I am the LORD, and the LORD has made me king over Israel, and I will set my covenant with you.""  16 So the LORD said to the man, ""What is","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",5,2,194
" Da de så op, så de en murebro med en rorsten, og da de så op, så de en rødlig farve;","  7  THE WOMEN WERE WORKING, AND NOAH was in the kitchen, and he saw the woman in the garden, and he saw the man who was the father, and he saw the woman in the garden, and he saw the man who was the father, and","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",6,2,194
" Da han havde hentet en dug, tog han i et sværd det olieblad, der var blevet tilbage, og huggede det hele. Da så",.<|endoftext|>,"Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",7,2,194
" og de steg ud til det høje land, for at de havde noget at drikke.
13:24 Og Noa steg ned fra vandet","  The water did not come back to him, and when the dove went to drink it was empty.  The earth was filled with all the dead and the dead bodies.  Then Noah came to the dove and said,  ""What is it? What is it?  ""Is it","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",8,2,194
 han satte sig ned ved brønden og drak. «Nu ser jeg de samme to duer ligge paa en gren midt under træets top,"  ""The dove!"" he cried, and he and the other dove fled from the earth.  And the water came to the dove, and she saw the olive leaf. She stood, and she saw the dove.  ""The dove!"" she cried again, and she and","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",9,2,194
" og se, det var en gammel mand, der havde det tørre fedt fra græsset mellem foden af en græstang og nedover til","  But the dove went on to the next place on the way, and the dove returned to the dove. But the dove went on to the next place on the way, and the dove returned to the dove. But the dove went on to the next place on the","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",10,2,194
" og han gik derind og så, at han havde gjort en helgebed ud af det. da råbte noa til ham: ""M","  And it was that night, when he was sleeping, that he saw the dove come back to him, and in her mouth was an olive leaf.  And the dove came back to him in a dream, and he took it out of his mouth and ate it.  And the d","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",11,2,194
" ""Hvorfor skal vi så bade?"" spurgte noa til hende. ""Fordi jeg er en fisk!"" svarede hun. ""Hvordan er det muligt?","  10.  When the people had made the desert, they sent out to the sea, and the dove came back to him, and she was standing in the water, and the water was abating from the earth.  11.  And the people came out of the sea,","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",12,2,194
" Og ved morgen kom et andet, og han vidste, at det var en lille kalv, som boede i nærheden af stedet, for den sad på",  16.27  16.28  16.29  16.30  16.31  16.32  16.33  16.34  16.35  16.36  ,"Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",13,2,194
. Og han sagde: »Sende ikke vandet tilbage derned.<|endoftext|>,.<|endoftext|>,"Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",14,2,194
"
29. En mand kom gående hen imod ham, og han sagde til ham: ""Hvad er det, du vil? Vil du have noget",".  38:32 Og nu så Noah til, at vandet i jorden blev aftappet.<|endoftext|>","Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",15,2,194
" Og han sagde til sin fader: Så snart din søn er oprejst efter denne straf, skal du lade ham gå i land i Ægypt",.<|endoftext|>,"Derpå biede han syv Dage til, og da han så sendte Duen ud, kom den ikke mere tilbage til ham.","He stayed yet another seven days, and sent out the dove; and she didn't return to him any more.",16,2,194
