danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
!<|endoftext|>,".    I don't know if I'll be able to keep it up.  Lion: I've been told to make a rainbow with my own hands.     Also, the rainbow looks like the sun on a mountain.    I'm thinking of making a rainbow with my own hands.<|endoftext|>","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",0,2,218
"' »
Og Jesus siger: 'På den tid tog jeg mit telt op og gik til fjenden. Da de så, at jeg var sulten",.<|endoftext|>,"Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",1,2,218
"
Svensk: Och du skall sätta pilbågen i himmelen, och den skall vara ett pansarskott mellan mig och landet.

Dansk:","  (Its) name is the one who will deliver the Holy Spirit into my hand, and I will be a sign of a covenant.  (Its) name is the one who will give the Holy Spirit into my hand, and I will be a sign of a covenant.  (Its) name is the one who will","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",2,2,218
"
Jeg går ned og sætter mig, jeg finder en sten. Jeg sætter stenen mod jorden, jeg går og sætter den fast til jorden. Det vil","  I don't know what I will say, but I don't want to be a fool.    13.30: I've been to the dentist.    14.00: I've been to the dentist.    14.30: I've been to the dentist.","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",3,2,218
" /Mikhail Bachtin
Men her bliver det svært. Der er nemlig tale om to vidt forskellige ideer, men to tanker, der er","  19. svenska: De bästa hotellen i Elkhart - TripAdvisor  engelska: The Best Elkhart Restaurants - TripAdvisor  20. svenska: 2013-09-25 10:00:00, Utrikesdepartementet, Utrikesdepartementets pressjour  engelska: 2013-09","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",4,2,218
" – 1. Mos. 7:13
- 1. Mosebog 5.22.
- 1. Mose"," I will not give up the earth, nor will I give up my people. I will not break my covenant with the earth. I will not break my covenant with the earth. And if I do break my covenant with the earth, then I will not be a God, but a man.""  ""And if I break my co","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",5,2,218
" — 2 Kor. 7, 10. Vi kan derfor ikke længer pege peget med det ufattelige; men vi","    And what is the covenant between you and the earth?    10:12 And the earth is like a cloud in the sky, and the earth is like a cloud in the air.    10:13 And the earth is like a cloud in the sky, and the earth is like a cloud in the air.","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",6,2,218
"
English -> And I hope in your face, if I do not take it in, you will know, that I have put everything my power to",.<|endoftext|>,"Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",7,2,218
"

- Og så har jeg brug for dig til at skabe min lykke. Jeg vil ikke leve, før jorden og mørket har forladt mig.","    This is the first time in my life that I have made an agreement with the earth.    I will make my covenant with the earth.    The first time I made my covenant with the earth, I was the first to make the covenant with the earth.    The first time I made the covenant","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",8,2,218
!<|endoftext|>,.<|endoftext|>,"Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",9,2,218
"
22. juli 2015 kl. 8:31
Julehilsner fra min store datter.
Jette","  6:11 Og jeg vil velsigne dem, som følger mig, og de, som ikke følger mig. ->  6:11 And I will bless them who follow me, and those who do not follow me.  Vores mål er at blive en af de førende leverandører af LED-lys til biler. ->  Our goal is to become","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",10,2,218
" Den vil være til evig tid, den vil være under mine fødder, som nu et evigt lys står frem og over mig stråler Guds herlighed!","    Blair, 2000                                                                                                                            ","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",11,2,218
"

Dagen efter, da jeg havde taget ud og hilset på hende, sagde jeg: »Du skal ikke tage hende med hjem. Bare","  ""'For I am the Lord, and I am a God, and I am the Lord God.' ""  It was a great prayer, and it is true, it was one of the most powerful ones I ever heard. It was the one that I would always remember.  I was a young man when the Lord God came to my house, and","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",12,2,218
"
Guld og røg giver mig til at smile. Det gør alt igen. Jeg kan ikke længere koncentrere mig, og da ingen ser mig,","  17. Det er en langsom, men sikker metode. ->  This is a slow but secure method.  18. Du har ret, det er ikke en god ide at tage billeder af det. ->  You are right, it is not a good idea to take pictures of it.  19. De er også kendt som ""s","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",13,2,218
" -> Jeg skal sende min sverdbane over himmelen og sette den i skyen, og den skal være paktsbryter mellom meg og jorden","  24:12 - The Lord God of Israel, the God of all Israel, he has created the heavens and the earth, and the earth and the sea, and the air, and the water, and the air, and the water.  24:13 - The Lord God of Israel, the God of all Israel, he has","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",14,2,218
"
Ligesom solen, månen og stjernerne og solstrålerne i stjernerne og den blå himmel, alt dette er jeg, og dette skal være",    This is the story of the story of the covenant of God with the earth.    This is the story of the story of the covenant of God with the earth.    This is the story of the story of the covenant of God with the earth.    This is the story of the story of the coven,"Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",15,2,218
"
Der er en ubeskrivelig fred, der er en himmel, der er en jord, der alle er blevet salige.""
196"," I will give you the land of Israel for a heritage, and you will be called the God of Israel. I will give you the land of Judah for a heritage, and you will be called the God of Judah. I will give you the land of Samaria for a heritage, and you will be called the God of Samaria. I will give","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",16,2,218
"
(60) Men på den, den skal være på den. (Jak 5:13) Jeg er Jehova, og","  dansk: Det skal jeg skrive på et skilt, som skal hænge på vores flag.  engelsk: I will write that in a sign that will be on the flag.  dansk: Det er et problem, når man er ung.  engelsk: This is a problem when you are young.  dansk: Jeg har set det på andre blogs.  engelsk","Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",17,2,218
" 13 På den måde skal bæltet være en pagt, og den skal hjælpe mig til at være et forbillede for mine omgivelser.",    I'm the king of the land of the living.    I'm the king of the land of the dead.    I'm the king of the land of the living.    I'm the king of the land of the dead.    I'm the king of the land of the living.    I,"Når jeg trækker Skyer sammen over Jorden, og Buen da viser sig i Skyerne,","It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",18,2,218
